age_range,Nationality,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
51-65,US,36,A,B,E,B,-152.94272732035276,22.40938453057099,0
18-25,Mexico,52,D,D,B,D,-111.23674833038673,6.750882994670003,1
36-50,Mexico,62,B,E,B,C,-172.66624759265872,-225.82515385336092,0
18-25,Brazil,29,A,D,B,B,-144.06202890625005,-233.03710532252038,1
18-25,Mexico,24,B,A,C,D,-170.2946125178576,169.0784430424501,0
26-35,Brazil,78,D,A,E,D,-17.298827442537863,-84.789220922085,0
26-35,Germany,59,B,E,E,D,37.44235946383518,-18.086884141380715,0
18-25,Brazil,31,A,C,B,C,-27.084081344547457,50.94535199823454,0
65+,Brazil,20,A,B,E,A,-50.15751464641085,49.81281505049204,1
36-50,Mexico,48,B,A,C,C,208.06601217591322,13.189142521410593,0
26-35,India,74,E,B,D,A,8.862118456075283,-27.3956826440868,1
36-50,China,74,B,B,A,B,-187.96567370887033,-121.6980716974038,0
18-25,Other,37,C,E,D,D,24.144579611904454,50.20546908953642,1
36-50,Mexico,73,E,C,C,A,-56.51925741067389,-174.7653775490523,0
65+,US,37,A,B,C,A,95.56687056759559,-17.03058524710965,1
18-25,UK,57,A,C,B,D,9.765848646367724,35.65878531401738,0
18-25,China,35,D,D,A,E,-29.335006448821023,-74.5298132675429,0
51-65,US,51,B,B,C,B,79.28053700718719,-99.04123911760217,1
18-25,UK,27,A,B,B,A,-136.87576390213377,155.85578666987448,1
51-65,Other,41,A,E,A,C,-34.089361589023106,-47.272980467486846,1
18-25,India,25,D,D,E,E,-232.89422769940228,35.427692493898284,1
36-50,China,50,E,D,E,C,29.56730353321512,37.27522346524096,0
51-65,Brazil,59,B,A,C,C,-9.359369200713251,167.9895719691183,0
36-50,UK,69,B,B,D,E,-124.63124046927085,49.965151067223424,0
18-25,UK,49,A,D,A,A,-86.19024760881163,-18.553846406471326,0
65+,US,74,B,C,A,D,-8.139467699376112,78.34347910335448,1
26-35,Mexico,55,B,A,B,B,-86.61859942797669,-84.67257951616644,1
18-25,India,67,E,E,D,A,-20.112706947898566,-133.55357088198184,0
51-65,Other,33,A,B,A,C,-43.35737989745581,83.320319785962,0
65+,India,57,C,A,A,D,38.856514258047646,-17.6357579020973,0
36-50,US,63,E,A,D,A,14.199721389047133,-36.711075557158104,0
65+,Mexico,34,A,D,B,B,-102.64128585258656,56.26649623410442,1
51-65,UK,74,B,E,E,D,-14.874783065336667,-22.704929882086038,0
65+,US,46,C,A,C,B,114.75110477190347,80.2619427270559,1
36-50,China,52,D,A,D,E,29.815411884178626,69.74490531564818,0
18-25,UK,48,B,B,C,E,28.1692492042514,86.92935438421867,1
51-65,India,26,D,C,D,D,142.9152372814313,-17.168984549875777,0
36-50,Mexico,42,E,D,E,D,-45.665006359338314,72.55478662955362,1
36-50,Germany,23,E,B,A,D,-119.66184323239834,48.8213462634534,1
36-50,Brazil,60,B,E,C,E,-2.0942083013689072,152.48313414425004,1
51-65,UK,18,C,C,A,B,104.01030420253376,140.4485253598138,1
51-65,Other,42,A,D,A,B,110.58973313940075,-0.0390658931977814,1
18-25,UK,33,B,B,E,C,-82.67596137016216,-46.230186444920655,0
26-35,China,58,A,C,D,E,128.73993701666387,113.11896987183552,1
36-50,Germany,22,D,D,A,E,-190.87999188341223,-61.57771945936995,1
26-35,Brazil,52,E,D,A,C,-1.369987587451947,88.00238707791617,1
18-25,Brazil,45,D,A,A,D,-153.13697803191033,-51.1270907080762,0
18-25,Mexico,65,C,A,D,D,90.56585507479767,44.29876982846204,1
65+,India,24,D,A,D,D,-156.65553241329278,22.083334443965228,0
51-65,Brazil,57,A,A,A,A,215.0366193360427,-12.999168929754253,0
36-50,Brazil,55,E,E,D,B,79.41207497991945,67.17160528932546,0
51-65,China,70,A,E,C,E,46.850813659229885,-184.54695905037315,1
36-50,China,51,A,A,D,D,71.07376876232,-73.5920542889725,0
51-65,China,34,D,D,A,B,-101.59225772838194,-104.09280100315068,0
26-35,Mexico,57,A,E,D,E,91.63810408368892,64.58160642388411,0
18-25,Mexico,55,A,A,D,A,-59.75303757647018,47.034856123905364,0
26-35,India,50,D,C,C,D,115.40314501458656,-96.75868658943946,0
65+,Mexico,78,A,A,A,C,-33.139039834433184,-10.229657183506244,0
18-25,China,38,A,A,B,A,98.07598063951232,190.95248868180798,1
36-50,China,32,E,C,E,D,-10.700369392762042,-125.74908724226074,1
26-35,Brazil,30,E,E,D,D,-113.078261633563,-2.285205918934785,1
18-25,Brazil,34,C,A,C,D,109.62138896343173,142.79559583782367,0
36-50,Brazil,59,A,D,B,A,-93.20201048985251,-57.14097474564493,1
65+,Germany,48,B,E,A,A,248.84212253953137,-47.11004590072977,0
36-50,Brazil,57,C,A,D,B,-15.559682651804147,-50.09450666716583,0
18-25,US,38,B,A,A,E,-71.00644041445729,57.83213421018376,1
26-35,Brazil,36,C,B,C,E,-31.683273837725057,120.97223045538644,1
26-35,US,70,A,C,B,A,172.61640791475435,-154.42929297116882,0
51-65,Mexico,51,B,B,A,C,108.80426681315691,15.72184231761847,0
18-25,UK,56,C,E,B,B,-104.61252419367186,-47.99199559666745,0
51-65,China,51,B,C,B,C,-1.5126357187701882,8.342419665134603,0
36-50,US,23,E,A,D,B,75.77540187222482,58.26396373417913,0
36-50,Brazil,38,E,C,A,A,45.90588276266147,34.901176177588326,1
18-25,Brazil,19,E,E,D,B,23.797973396932115,-147.2299923675379,1
26-35,Germany,19,D,A,A,D,119.09026795636358,-59.56858626461627,1
18-25,Mexico,64,C,E,E,D,-19.280643990856877,-74.86551968926914,0
26-35,Brazil,49,E,E,C,D,-98.48045692140037,1.2141547054562756,1
18-25,Brazil,61,E,B,E,E,-84.29504913533663,47.43753101969625,1
51-65,UK,78,C,C,A,A,-56.35015271337127,-1.34693669386105,1
18-25,Other,63,E,C,A,C,58.76684020090794,84.26911103954343,1
26-35,Germany,31,E,C,C,D,38.83679293622983,43.62119099807668,1
26-35,US,25,B,C,A,A,-36.984192119024634,-122.31082684675332,0
18-25,UK,18,E,C,A,A,-253.7257643816032,66.94466290351524,0
18-25,UK,50,A,B,D,A,-59.06944756742172,-166.7108350621402,1
51-65,India,53,C,C,D,C,58.178736274201924,-54.03833265740137,0
65+,Other,47,D,E,D,C,70.30343843429426,-138.56155061053806,0
18-25,Brazil,72,E,A,C,D,121.24172248245479,-107.14082276665123,1
18-25,US,50,A,C,A,D,27.90393338799138,-39.92426099284957,0
18-25,Mexico,49,A,B,B,A,-36.05592230877951,73.48749327804803,0
65+,Brazil,33,C,E,E,C,73.02381216359726,-81.66006289362033,1
26-35,China,32,A,B,D,A,177.15752279871634,255.71420452965992,1
18-25,India,34,C,C,D,D,59.68105055208114,59.79491880323663,1
65+,India,43,D,D,C,C,-29.092913701830263,97.37503005309955,0
51-65,China,64,D,E,D,A,118.98608578786664,-63.95794975681073,0
18-25,Germany,75,D,D,B,D,-211.43127534164364,-154.2342556309397,0
51-65,Mexico,58,B,E,C,C,84.47133575438008,-232.3470442009821,1
51-65,Brazil,50,D,C,A,E,-79.4357432173001,13.228061076759682,1
36-50,UK,31,E,B,D,A,28.425533444844103,-89.59686229029309,1
36-50,UK,60,E,B,B,B,-22.115382655304384,-159.4764103672591,1
18-25,China,28,E,C,B,B,188.82883983422818,-91.91722707201694,1
18-25,China,49,B,C,B,D,82.96919915250297,188.74849192307687,1
51-65,UK,65,A,D,E,D,1.8962888163702192,27.05919441894984,0
36-50,Brazil,41,C,D,D,B,-107.64523919028892,144.2192779397484,1
36-50,Mexico,43,E,C,C,E,-142.88535617730193,-71.13416414974031,0
51-65,China,27,C,E,C,D,138.5404554314927,-21.491000036414285,1
18-25,UK,59,A,E,A,E,-23.42368542853825,38.45292341033436,1
65+,Brazil,72,D,C,E,B,63.19686196449838,-89.67145278185879,1
65+,UK,75,B,C,A,D,3.9835481354961075,-52.596857388226105,0
18-25,China,31,C,D,D,C,128.5021100395491,23.69869521678965,1
65+,Other,23,C,C,C,D,-69.48895022129688,-167.9038599099219,1
51-65,China,48,A,D,E,B,-117.81558981882945,-7.202290706973953,1
18-25,Germany,77,B,A,A,E,54.11820430843688,-107.89535922255986,0
26-35,US,45,C,A,C,C,102.42305263626619,70.89601626975873,0
36-50,UK,36,B,D,B,A,-227.8180348037405,131.6506335603037,1
65+,US,31,A,C,B,B,97.6949917058287,-117.59066547840138,1
36-50,UK,77,D,B,E,C,-83.13171716887173,105.71920292851354,1
65+,Other,64,C,B,E,E,-27.83337356387253,-78.46315435072316,1
51-65,Germany,51,C,D,D,A,10.784146444111727,-62.37699874753454,0
18-25,Mexico,31,E,E,B,A,-21.59371619730418,28.596915631475213,1
36-50,UK,30,B,D,B,D,-82.57378574441087,-222.1471206222411,1
51-65,Other,70,C,B,D,C,188.61041896771505,-145.04848808495277,1
26-35,Other,43,E,D,D,B,46.84814204421965,-104.97305716521979,1
18-25,China,35,D,D,C,E,119.71321108036268,37.527879047713746,1
18-25,Other,42,A,C,B,E,111.82518578515557,139.87095318963793,1
36-50,Mexico,23,B,B,B,A,119.06332096070733,17.832540925318824,0
65+,Mexico,59,A,E,D,B,64.79823712371541,-8.248238954451836,0
65+,UK,42,A,A,B,A,-7.058688576212993,-118.90493174754917,0
65+,Mexico,44,D,D,C,A,-253.266107013284,-162.1677468440596,1
36-50,Other,69,D,D,E,B,122.99904895348052,-41.41281872361555,1
51-65,Other,19,A,C,A,A,-135.68960227384042,-22.61197122280269,1
51-65,Mexico,19,E,A,D,D,-153.7939632233161,-36.49054321699977,0
36-50,Mexico,72,A,E,A,C,77.88768632843309,-84.46153715432459,1
36-50,Brazil,70,E,B,B,E,-33.015726680562864,-237.76245594829942,0
36-50,China,77,A,E,B,C,16.180565014277526,-160.61348718878833,0
36-50,China,68,E,C,E,E,-69.05469458380074,-11.226115102692846,1
26-35,Mexico,58,B,B,E,C,107.16355060216074,-64.35692754371271,1
18-25,India,29,B,D,D,C,79.68494081150993,-6.66967355405468,0
51-65,UK,68,E,C,E,C,-110.79007476242842,-124.63162211200516,0
26-35,China,79,B,C,B,A,-157.0866864869762,-14.561462528457856,1
36-50,Other,62,C,D,E,C,32.888441387307424,-219.7196572650323,1
51-65,Brazil,66,B,E,D,B,0.28391962010505223,-47.98057811689051,1
65+,Germany,40,E,D,E,E,-75.84404822745739,-94.30081207873997,0
26-35,Germany,74,B,E,D,B,51.772323339075236,-5.509499277895059,0
36-50,Other,57,D,D,B,D,-19.346493326259058,157.36008230047273,0
65+,UK,76,A,E,C,A,67.71534146671765,-34.586869442133356,0
51-65,Brazil,74,A,E,B,E,168.2104158570417,-94.27820851083536,0
36-50,Germany,43,A,D,C,E,-106.33647010040359,9.34430943889757,0
18-25,India,53,C,B,D,C,-75.80041627370603,181.57590690242353,1
18-25,China,41,C,B,D,A,-18.512835620439773,8.546563817128513,0
18-25,US,21,B,C,A,A,-9.879456065159008,-1.515640437015078,1
18-25,China,29,B,E,E,E,-146.6140807622672,14.895313938543401,0
65+,UK,40,B,A,A,B,106.39155828094573,-132.2894429633327,1
18-25,China,58,C,E,E,C,25.33457618470601,21.28409426575617,0
65+,US,28,A,A,B,A,-35.8433805318249,0.05205161250455174,1
36-50,Other,71,B,D,B,C,-82.32621219087906,-79.27041825190011,0
36-50,Germany,23,B,D,C,B,-18.849066108960262,91.87665570986717,1
51-65,Mexico,18,C,B,C,D,-5.046076737605312,-205.72765263729343,0
51-65,Germany,48,C,E,D,A,-47.150269888300066,101.28382925357029,1
18-25,Brazil,54,C,C,A,C,-55.80269381270466,-78.0110334987581,1
36-50,Mexico,33,C,A,B,E,21.01153195474641,-104.2028826609966,1
26-35,India,70,A,E,C,E,-67.10798701772767,7.268170385891125,0
51-65,UK,48,C,A,D,B,127.39428433224572,-14.215254622946174,0
65+,China,76,E,E,D,E,-116.1653612596599,-155.8057977374582,0
51-65,India,49,C,B,A,E,-80.45347845941126,-48.86888363990726,1
18-25,US,26,D,E,D,E,13.244865721849516,4.838572027953835,1
36-50,UK,68,C,D,E,E,-0.5351293940373687,-160.0936447574822,0
51-65,India,72,E,B,B,D,-45.17629269393937,137.7599505730383,1
51-65,Germany,48,A,B,E,C,96.92077573907086,-34.19705470714658,0
18-25,Mexico,23,D,A,C,E,-52.17701156844421,82.65622853178142,1
36-50,Mexico,21,B,A,A,A,67.18606276715326,-112.0967574260372,0
26-35,Brazil,39,C,B,D,D,-163.43831779991052,-219.45775745361743,0
65+,Germany,22,A,D,B,B,14.775979269253222,-130.98831363515612,0
26-35,China,78,D,D,D,B,20.74961215342456,142.61035923989505,1
18-25,India,68,A,C,E,D,20.904901593322055,187.2060413138796,1
36-50,Brazil,27,E,E,B,B,33.67344747977838,12.357502651024982,1
18-25,Germany,78,E,A,A,C,22.17719510532804,-61.61248240012227,1
65+,US,28,E,C,E,C,-34.89486715562197,124.25086332035772,1
18-25,Mexico,51,D,E,E,C,-14.135279245593937,-52.861089510037075,0
65+,Germany,53,A,E,B,C,-79.41516664797528,-117.6445593048637,1
51-65,US,47,C,C,C,E,-30.35793939969313,12.916469939626143,1
36-50,US,41,D,C,C,E,106.7938812800467,26.37824322171151,0
65+,UK,18,E,D,A,E,-90.27066791389251,-78.27670263280923,0
18-25,China,34,A,D,C,C,-257.2766358110011,104.84246658395622,1
65+,Other,58,C,B,E,E,40.359034882809254,24.666027446962765,0
36-50,China,78,D,D,C,D,130.81840420913443,229.92626902221934,0
26-35,Mexico,48,D,E,C,E,73.96949827156396,107.25364606664212,1
36-50,Brazil,52,A,C,E,B,35.34618252160909,-87.86319620714488,1
65+,Brazil,38,A,E,E,B,115.73628215732978,2.561860004814797,1
51-65,India,31,E,C,B,C,61.04808184056352,-70.69489045440356,0
51-65,UK,28,A,D,E,E,162.14030788536493,3.7799671036645313,0
65+,Brazil,62,C,A,C,D,-48.36544873083034,-36.96234665529591,1
51-65,China,32,E,E,D,B,-151.05082646191917,-178.04251095991563,1
65+,Mexico,67,C,A,B,B,75.10938416677115,-18.209856540807724,0
26-35,Brazil,38,E,A,B,D,120.40612700816365,-84.72581160413421,1
51-65,US,29,B,C,C,E,35.325761138297516,-7.32003222575955,1
18-25,India,32,D,E,C,E,-6.447126433465897,3.7001668828614664,0
65+,Brazil,59,B,D,E,D,109.03099195587525,29.37471894753228,1
26-35,Mexico,50,D,A,D,C,-30.841105602961356,-96.88453438684007,1
18-25,UK,24,E,B,B,A,-127.00598393523677,88.01708766818315,0
18-25,India,58,E,C,E,E,60.81695785943978,-6.7852632513698925,0
51-65,India,77,E,A,C,B,0.004208550671584173,167.64772263253818,0
26-35,UK,79,A,A,E,A,-5.576962060850894,-110.22287861149837,0
51-65,UK,44,C,A,D,C,-37.8985896843804,-20.46564539155376,0
65+,China,55,A,C,D,B,-7.050755976938951,109.15096172296973,1
65+,Other,34,D,C,A,B,25.47389492294493,97.61578551058162,1
18-25,Other,37,E,B,B,C,-69.76343165485474,106.21744729353972,0
51-65,Other,56,D,B,D,B,81.70177128545694,168.10698657477877,0
36-50,Other,75,E,C,A,B,88.07672504639706,-54.27584172987196,0
36-50,US,57,B,B,A,C,42.399216691702705,61.163069690212936,1
51-65,Germany,59,E,B,D,D,-25.395988063845326,-23.28094557769696,0
36-50,India,64,D,E,D,C,-9.193544791683221,-62.4552996607986,1
36-50,Mexico,22,D,E,B,D,87.16643240251481,-32.28754019832776,1
65+,China,49,A,E,C,E,7.986972239191779,-194.0447454715598,0
51-65,India,56,A,E,C,E,87.429983412217,101.86311337114809,0
65+,China,79,C,B,A,A,-206.9820919456821,205.1907628639568,0
51-65,UK,31,D,A,C,D,-31.708156670336162,69.47504546192764,0
18-25,Mexico,48,E,C,D,C,-152.09711511541224,68.7600785218409,1
26-35,US,63,E,D,A,D,-64.2100335536991,29.90208957919543,0
36-50,Other,54,A,A,C,C,-48.8306748091109,-101.59711879758378,1
36-50,US,67,A,B,B,B,69.29352238228051,12.822972632359967,1
18-25,Germany,51,C,B,B,B,271.06891920045143,162.36660894912268,0
26-35,UK,77,B,C,D,A,-56.44341408669612,21.224384696042144,0
36-50,Other,47,D,C,A,C,83.10867751595451,-73.73699846299978,1
26-35,Other,18,E,E,C,B,78.0953573548513,138.18389190577633,0
36-50,Mexico,24,D,C,C,D,-62.08945985718973,115.35495707669622,1
18-25,India,49,D,B,A,A,103.1579789784078,-21.637773963061157,0
18-25,India,18,E,B,A,C,-77.3005378686663,60.17977061649421,1
51-65,Other,73,E,E,A,C,-138.35151220306207,192.42703675841304,1
65+,Germany,72,D,E,D,B,-130.8238379585911,77.13362623101966,1
18-25,Other,32,E,D,E,E,-10.667305620237505,-64.43603570784585,1
18-25,Mexico,45,E,D,C,D,-26.011077534966777,102.99606564363859,1
51-65,UK,24,A,C,C,A,11.07752565647661,-45.904867726110524,0
51-65,China,59,C,C,C,A,201.2889872448384,119.22877018716392,1
18-25,Other,78,B,D,C,E,112.86677700667944,17.203224340189795,1
36-50,US,72,C,C,E,D,-101.62892011095188,124.80961582658779,1
18-25,UK,22,B,E,A,A,-76.9607343175541,21.606255433952466,0
65+,China,69,B,D,E,A,-21.754812758695866,47.94738660047413,1
65+,China,71,A,C,D,C,-75.40711583875091,116.40165651571212,0
51-65,Other,73,D,E,D,D,27.177075736227994,182.11377205850175,0
18-25,Brazil,44,A,B,B,C,-8.435373067899107,165.51040587139394,1
26-35,Mexico,39,B,B,B,C,-267.4798016396485,147.32956624300428,1
26-35,UK,29,C,A,D,E,8.610134881953293,52.39467400861827,0
65+,US,72,D,D,D,A,-88.28477584336561,-7.278437505203739,0
36-50,Brazil,21,E,A,C,D,51.68015888123243,-41.377692973398396,1
18-25,Mexico,41,D,B,C,D,183.90730201854814,-198.30246956289395,0
18-25,India,18,B,D,E,A,-145.20817896307528,9.308297664082122,0
65+,China,78,A,A,D,C,-94.85986641278595,108.0426993984888,0
36-50,UK,74,D,E,E,A,-15.493363029175935,-114.35620789740784,1
51-65,Germany,35,B,B,D,B,-44.69845976247085,124.22266194207727,1
51-65,US,28,D,C,A,C,-42.47196265256226,-83.20772354000322,0
65+,US,49,C,B,B,B,137.7893004342043,106.36184914266849,1
65+,China,52,D,B,C,B,-17.79022905688108,-65.86163029760479,1
26-35,India,72,A,B,D,D,-16.86107018832663,30.283906431391973,1
18-25,India,68,D,B,A,D,-101.60833395170627,43.283436331857544,1
65+,US,40,A,E,B,D,140.7241049622253,-108.62894024451958,0
26-35,Brazil,74,C,C,C,C,-71.32719714060435,39.17133543013982,0
18-25,India,20,B,E,C,C,2.202361774092996,-27.912185112301025,0
65+,China,53,D,A,D,B,-153.2580580589311,-66.39993763108447,1
18-25,US,53,C,D,B,D,-25.401568074398632,-123.57804168539597,0
65+,Other,78,D,A,E,A,-17.145711668075,-84.07570463091668,1
51-65,UK,55,D,E,E,B,-74.00620234818095,-15.271434032560476,1
18-25,Germany,33,C,A,E,D,64.24343835691123,-111.44244049963514,0
51-65,China,46,B,D,B,D,38.304385648089436,-87.35361279058627,1
51-65,US,57,B,A,E,A,-20.72328939355256,-134.12937275234341,1
65+,Germany,35,C,C,C,B,-298.5958719613476,29.871665783963643,1
65+,US,26,D,E,C,D,180.60961344910103,79.07934106368897,1
26-35,Other,70,C,B,E,E,-10.964738144138192,-6.559515809367397,1
18-25,Mexico,78,E,A,B,D,-124.73213005337824,-7.350136968680035,1
26-35,China,42,E,A,C,A,24.86673597384695,-162.7327407899571,0
26-35,Germany,46,A,E,B,A,-34.54243986610301,-75.75801417883244,1
18-25,UK,54,B,A,A,A,60.98456492306185,29.425967739112004,0
36-50,Other,39,D,A,B,C,14.057079919618666,-73.36901877827808,1
36-50,Brazil,44,C,B,E,A,39.43625738179588,-93.50713057251134,1
51-65,US,77,C,A,D,D,85.83606447148982,30.05883832159863,0
18-25,China,46,E,D,C,D,153.67792705420032,-29.714299817606182,1
36-50,Mexico,37,E,B,D,B,51.78600165157715,-105.87952919116736,1
51-65,UK,71,D,A,C,A,187.50085255791726,48.34891163371351,1
36-50,Brazil,46,E,D,A,B,85.27295178509475,-39.188291838082776,0
65+,UK,74,B,D,E,B,2.39303827988697,36.21193109856343,1
51-65,Germany,18,E,C,B,A,-34.43356023803779,166.31579693648686,1
18-25,US,48,E,A,A,B,75.053350272151,-64.62806699287377,1
26-35,UK,30,E,D,D,C,89.87533563245535,52.831248642247786,0
36-50,India,60,C,D,B,C,36.403472105105195,-24.626888328274777,1
36-50,India,77,D,A,E,A,-115.71572280975965,-45.23989753431737,1
51-65,Germany,24,D,E,E,D,54.61424642674877,-45.01656579698087,0
65+,Mexico,56,C,A,B,B,-64.20224032332253,-74.13864195045238,0
36-50,Other,26,B,B,B,E,-32.21131565063722,178.84469607868246,0
65+,Mexico,63,C,A,A,D,135.56289027852367,-177.10413054491724,0
36-50,US,72,D,A,E,E,-19.64217887062327,-56.56151832329823,1
51-65,India,24,D,A,A,C,131.84825992463593,-187.28544914088837,0
51-65,Other,24,C,D,E,B,-86.97786790201152,-135.09187910201697,0
36-50,Other,18,A,E,C,E,-71.56570450273544,162.5687947498718,1
36-50,UK,72,A,E,B,A,5.215857769185867,22.344058276894515,0
65+,Brazil,68,D,C,B,A,-39.13229161229886,-25.17798210961844,1
65+,US,60,A,D,E,E,-194.60952389513938,109.78968887054283,1
65+,India,69,B,A,B,D,73.62551397499412,11.739999348266235,0
18-25,US,79,A,D,D,E,68.28525989625616,55.93241184844949,0
26-35,UK,78,D,C,E,D,-29.569590517480865,93.8025788507515,1
51-65,Other,57,C,A,D,E,-40.19176180522209,-151.3563278835243,1
65+,UK,67,D,C,B,A,5.857701669261953,111.81767139768996,0
26-35,Germany,21,B,C,A,D,-114.11677806061249,-7.0963854653699805,0
36-50,Other,45,E,A,E,E,1.5625779075395474,-68.94746338745004,1
51-65,UK,35,A,E,A,C,-13.588319716528405,-84.98966934143705,0
36-50,Germany,52,A,C,B,D,-128.3914462289557,159.60171800321353,0
65+,China,18,B,E,E,A,-12.689790869497614,-165.2592654946776,1
26-35,Germany,25,E,B,D,A,-135.38794667851067,-113.81347114055546,0
65+,UK,48,C,A,C,B,-117.36701466361541,-71.09644663532454,1
26-35,UK,20,A,E,B,D,-122.1850098614595,-149.57150814889508,0
26-35,China,18,E,E,D,E,47.693133462943734,-6.282407648656167,1
18-25,Brazil,22,B,B,D,A,42.34592783951967,-140.63247575058452,0
51-65,Brazil,42,D,B,E,E,21.50979543319108,-116.21725052006857,1
51-65,China,46,B,D,D,B,-77.0029344883227,-52.06370434797003,0
36-50,US,29,A,D,A,A,-8.135159676340981,-167.84157649413268,1
65+,Germany,39,D,A,D,A,-82.32021883428601,-96.26027098211824,0
26-35,Brazil,38,B,E,C,E,-22.452179404543042,-80.02792184993767,0
18-25,Germany,35,A,E,D,A,258.8722103905511,-69.75448177064114,0
36-50,China,77,A,A,B,C,-38.13555355623112,77.25034200301158,0
18-25,Brazil,25,B,E,B,B,-13.620902731669378,-105.49093971541367,0
65+,India,46,A,B,B,C,109.17911126813897,-24.367259297481446,0
18-25,US,33,A,E,A,E,-55.74789543671894,-102.05543968346271,1
51-65,India,35,D,D,B,E,145.6929725421812,-170.43310942309688,0
65+,India,55,A,B,C,E,124.96637566766277,84.30799661526898,1
65+,China,35,E,C,C,A,71.93685943882403,-159.88337417031283,0
26-35,Mexico,43,E,A,A,C,86.63651915841143,39.84376370914507,0
18-25,Mexico,21,D,A,B,E,-5.194401051215163,68.94157440339062,0
36-50,Mexico,53,A,E,B,A,26.15346384226057,-101.852091436839,1
18-25,Mexico,30,A,E,B,B,-77.84736279936294,-57.88141791178033,1
51-65,China,71,A,E,A,B,62.01041161874576,-10.375565213267883,0
36-50,Other,59,E,C,A,C,-139.92003529080972,-6.725854585009203,1
51-65,Mexico,56,C,E,B,E,-63.591331876259275,-36.17913253685841,0
51-65,India,54,B,B,C,B,-8.852604273541012,159.61959946016694,0
26-35,India,53,D,B,E,C,-5.70087073362383,-122.65102876429398,1
65+,UK,53,E,E,D,C,33.88886659756905,134.8699978394153,1
26-35,Brazil,40,C,A,A,D,-227.71880816782385,-29.091729092566514,0
18-25,US,40,C,E,E,C,-62.41018311680511,57.99628525130118,0
65+,Germany,27,D,B,A,B,36.76657882238082,-134.8471603635417,1
36-50,Germany,28,B,D,A,E,-7.340949801083671,6.772300197284261,0
