veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
No,53.63256523844326,A,112.99939785090385,A,102.58624205456594,E,D,A,C,E,D,1
Non-Veteran,153.71059682553354,B,-82.69643031028448,E,-279.32495367525405,D,E,A,E,C,A,0
Non-Veteran,-34.22756682363402,A,-211.2025439045448,B,200.40017862763446,B,C,E,C,D,A,1
Yes,-111.46970032026064,E,-104.65632079476438,B,-78.4177132538375,B,D,D,B,B,A,0
Veteran,147.7523590899962,D,-21.171634611361732,D,-1.8209730632996473,C,C,C,E,B,A,1
No,-74.20706973837814,B,-72.30314459936629,B,58.6194044587361,C,C,D,C,B,B,1
Non-Veteran,-42.164671636015605,C,11.441848207802572,B,-29.728303978209198,B,B,E,C,A,A,0
Yes,126.24838485930603,C,-21.208935224154033,C,208.58448262007713,D,D,B,C,D,B,1
Yes,69.3238563931088,D,173.39297916211856,E,-73.62349535627527,A,C,A,C,A,D,1
Non-Veteran,-51.73112585036777,E,11.9401116406635,B,8.778000034533349,C,E,C,D,D,B,1
Non-Veteran,-47.83081592892633,C,-6.265357074278323,A,25.505226852073825,E,C,B,A,D,A,1
Yes,96.53481888993161,C,66.91196678951422,A,81.54064595407748,D,C,B,B,E,B,0
Veteran,-83.67990476749628,D,-0.8291910633839285,D,-48.60830353628884,B,A,E,D,D,B,1
Non-Veteran,159.7096126100459,E,67.28741909735875,B,-22.745021626968697,C,B,C,C,D,A,1
No,54.485005814312885,B,-209.77203168412274,B,21.206590343627276,D,C,D,E,D,A,1
No,98.70884011194563,C,-25.017286613722167,E,-43.1878751507789,A,C,E,D,D,A,1
Yes,55.02610281702395,B,60.885824630543524,B,-196.31345217412647,B,E,A,E,C,D,0
Veteran,7.300777720962745,A,45.76337208027794,C,-4.940673271677483,A,A,B,A,A,B,1
Non-Veteran,244.40039307465003,D,-71.63088522261386,C,13.412978209334451,A,E,B,D,E,E,1
Yes,-188.7879830139316,E,-99.28692521538449,A,188.55144857950899,B,D,C,E,E,A,0
No,-13.333146214449412,C,-56.55812748777974,D,-4.006283539892492,A,A,A,D,E,C,0
Veteran,-109.04656444817884,A,63.95810236297395,E,114.07593394174125,E,C,C,B,C,C,1
Yes,-116.96515657038225,A,87.24144901149462,D,68.92452131339518,B,C,C,D,E,B,0
Veteran,-110.48961598731076,D,-12.548243775083934,E,105.39631094051975,A,B,B,E,E,C,1
Yes,239.68995147626964,A,-169.72746056208243,A,-4.272757916732802,A,D,C,A,D,D,0
No,-103.72738981302886,A,-115.45875916389974,E,-129.61517499826925,E,C,A,A,A,E,0
Yes,96.86091795164558,B,5.755447034464427,D,-169.71224122310787,D,A,C,C,C,D,1
Veteran,9.50566178219816,C,-190.0778597288324,D,-168.18241830074052,E,A,E,E,D,D,1
No,-32.075404172506865,A,-168.23628582015868,B,65.85369658979391,A,C,C,D,D,D,0
Veteran,-115.42245321089686,C,-17.316887593639013,D,42.83884278767703,C,E,B,E,A,B,0
Non-Veteran,-66.85995409116275,B,87.6444247872766,E,-56.72473999050713,D,A,A,A,A,D,0
No,-66.67690792073465,E,168.62966366391228,D,46.34682914543771,C,D,D,D,E,D,0
Veteran,41.941894604750246,E,58.94409345905183,D,67.15131722489082,B,D,B,A,B,E,1
Yes,-2.823896836451771,D,96.74070761427149,A,-13.126369896293427,A,D,A,E,A,A,1
No,114.86488371531216,A,-95.12108616727656,E,-192.04322897602967,E,A,C,E,E,B,1
Yes,-118.80353309918361,D,263.75759481211554,D,300.76725358884966,D,A,B,B,D,E,1
Non-Veteran,19.243169596172617,D,-139.2923678626965,B,-7.487702987233012,C,D,D,A,B,B,0
No,62.54246529187003,A,83.08086326675989,E,73.13429497019085,B,E,C,B,D,B,1
Yes,4.95593039969059,C,5.457189609654184,A,-9.409167739260967,E,D,B,E,E,C,1
Veteran,-70.97171477833342,C,129.9310254493335,E,-83.88084491261066,E,D,E,D,C,D,0
No,203.0722880618192,A,27.942227765834165,C,-35.279011293406526,C,B,B,E,E,B,0
No,178.04717100666232,D,53.81944943227229,E,79.20293204609175,C,B,D,C,C,D,1
Yes,-33.05034239128267,C,186.81101358100392,E,92.10662545855362,A,C,A,E,A,A,0
Veteran,-39.977898884916186,E,187.30536593899913,B,-132.24670450075376,C,C,E,E,E,A,1
No,-13.93383970117089,C,-153.96829903379808,D,-66.20112505496154,D,C,D,E,E,C,0
No,-91.41889558974549,B,164.16808964415844,B,-47.35455738253889,E,D,C,B,C,E,1
Yes,133.11438659598429,E,-113.83177321502276,C,-93.25130786721024,D,D,E,C,C,D,0
Yes,-80.58748232287914,C,-7.133932242130577,C,-281.32717156863725,B,E,A,C,A,D,1
No,-76.32627198784444,B,-190.76385045963272,E,157.42051221315398,E,C,B,A,E,C,1
Non-Veteran,-83.82416208121668,D,-189.46093311724482,B,-132.93540597908603,D,A,D,C,C,D,1
Veteran,134.5696045432539,C,99.02882697204532,C,-20.103557494314696,B,D,A,E,A,D,1
Yes,35.32510041199573,A,-36.12612417764483,C,-46.11134908120439,D,C,B,B,E,A,1
Non-Veteran,-36.55927037057713,D,18.524807237022507,B,48.53112121866575,C,C,B,B,C,D,1
Non-Veteran,34.870671770125625,B,-17.26463910680801,B,85.41075442097066,E,C,E,B,C,C,0
Veteran,-6.72976124997651,E,-9.184608294494852,A,175.59467563665788,C,C,D,D,B,C,0
No,96.23000260426502,B,-41.24989342278179,A,-21.296928005459982,C,C,C,C,A,D,1
Non-Veteran,-181.47060844776283,B,151.85249535336885,A,57.93917584107381,D,E,D,B,A,C,1
Veteran,104.77704185478332,E,35.470473711526004,C,21.689974964165632,E,D,C,D,C,A,0
Veteran,-156.59023583271997,B,138.5097340930199,E,122.65355837138709,D,C,A,D,A,B,0
Non-Veteran,38.76992842855665,B,-54.80308651470666,E,-265.20630980484765,A,D,B,D,B,C,1
Non-Veteran,-60.65036225747832,E,-59.28395348410248,E,169.58357988087093,C,A,E,C,D,D,0
No,-140.52464181787641,D,-18.59042733980405,E,-132.63537408116665,A,D,B,B,A,C,1
Veteran,162.9606965956452,A,19.439925737733375,E,158.23053799613967,C,C,A,E,E,E,0
No,-36.10374900275317,B,159.64922620299848,B,64.91762690919013,A,D,A,C,B,B,1
No,277.74667891981954,C,-142.40077116181752,D,-104.47739212778728,D,C,C,C,B,C,0
No,-154.72686808311644,E,-13.638826479637078,C,60.21949154710503,A,A,A,D,C,E,1
Yes,-13.453920552602542,B,15.389155747334618,B,103.37146088308242,E,E,B,C,D,D,0
Non-Veteran,-44.12815784562161,A,-95.52909039568449,A,-6.099913057101629,C,E,C,E,D,A,0
Veteran,-95.54427931527862,D,-118.5012780662162,E,0.2388094931310117,B,D,C,D,E,A,1
Non-Veteran,24.702372570601426,C,-32.32789631729469,A,171.17370203250533,C,E,B,C,D,E,1
No,21.273746705908163,D,-98.69257810720077,E,-17.935612236733437,C,C,B,C,D,C,0
Yes,-74.52393082791907,E,-65.32929436540456,D,-45.04690654711869,A,A,C,C,C,C,0
Veteran,-5.438233561494725,E,49.03434152181968,C,178.0363132332279,A,B,C,C,D,C,1
Veteran,-7.996498020038772,A,84.00703386474095,B,42.997117157560325,B,A,A,D,E,D,0
Veteran,-23.908379935260356,E,-197.54573468465563,B,42.84443748946167,D,C,D,E,A,B,1
Non-Veteran,-159.23728310068017,D,-63.02696979999634,C,41.20402151289896,A,D,A,A,A,D,0
Veteran,76.20889680931529,C,30.079931278644644,D,-5.709213034094863,D,C,E,E,B,E,1
Veteran,22.634774870390633,A,-119.71977683927213,C,-81.1816251212998,C,B,E,B,C,A,1
No,-159.96818011163495,C,119.6830555127714,A,-36.08243970608601,A,B,E,C,E,B,1
Veteran,16.122154422715777,D,195.58266518366494,C,32.27721871999988,E,C,A,C,C,D,0
Veteran,-28.87337593833827,B,130.70136494909406,B,85.95690670403296,D,B,D,B,D,B,1
Veteran,175.77958434783787,A,-40.15372393332316,A,-86.6660553844405,E,D,C,D,C,E,0
No,-179.24627278255275,A,-147.62232457670635,C,-64.48336908835984,A,D,A,C,E,E,1
No,64.84796379247824,D,40.50731359175317,D,-246.23587043567147,E,A,B,B,B,B,0
No,60.11599229239771,B,-176.6522838356273,C,124.18465466727675,A,C,E,D,E,E,0
Non-Veteran,-175.1225883585245,E,43.619604591391756,E,-93.21045015183134,C,D,A,B,A,D,0
No,-104.65217431990814,A,-44.35924901480185,E,-50.798305588004354,D,D,A,B,E,C,1
Non-Veteran,80.20807079517066,B,54.18692640276369,B,87.66126982304205,B,E,B,B,B,A,0
No,-129.4234364948003,C,36.80355970024473,E,36.50427961937996,C,E,A,D,D,D,0
No,98.58520893524097,E,17.831648233025543,E,-149.49664697911277,E,D,D,A,A,B,1
Veteran,284.20009813670964,D,174.25465045467658,C,151.90350677304875,E,A,C,D,D,E,1
No,-42.786364087519566,E,-11.846192452209777,E,77.4203816739654,B,C,B,E,E,D,1
Non-Veteran,89.8885567955263,E,66.12212294657425,D,-128.55091397073608,A,B,C,D,C,C,0
Yes,-174.6736184306498,C,-36.75047061370985,D,24.29910880580506,D,E,E,B,C,D,0
Non-Veteran,-158.59713430826073,B,-202.2640761939809,A,-28.09152035706791,C,A,B,A,A,D,1
No,35.71870804946168,E,93.52855833496955,E,-153.42947169377598,A,A,C,C,A,E,0
Veteran,-79.03836971399468,A,42.708116082145494,B,-94.56174599591203,A,C,A,E,E,A,1
Yes,89.44737703819463,C,-80.00593489037867,E,131.5823525774876,C,D,B,E,D,B,1
Yes,-106.1279986590124,D,-22.734153431725495,E,-35.10992716382617,D,A,D,B,B,C,1
Yes,-44.36760025731332,A,173.79097277937555,E,-106.02207080704366,B,B,B,A,B,B,0
Yes,-86.74618984455954,E,-67.57699287147207,A,-98.48067059060757,D,B,B,C,B,B,1
Yes,156.44593163280624,B,-66.07506965734596,E,57.10237789871575,A,B,D,E,D,C,1
Yes,48.066852077862386,B,-9.133662419499244,E,-77.5472733201399,D,D,D,C,B,B,0
No,-39.120845883090695,C,-54.74772739430733,D,7.45793480412358,A,D,E,A,A,C,1
Non-Veteran,130.54632111337074,E,-35.13341273505574,C,75.7990230037519,D,E,B,E,E,D,0
No,-200.56690971225652,A,180.90679389732668,D,59.82183236236891,C,D,E,B,D,E,0
Non-Veteran,104.38089047113041,E,63.542381779845314,E,-32.85731967727182,D,D,E,C,A,A,0
No,32.923295216495404,E,-4.3510675139749395,A,50.30698241829049,C,D,E,B,E,A,0
Non-Veteran,-60.78744848120573,B,161.5373461426279,B,-88.06769366766558,B,A,E,A,D,B,0
Yes,-44.836854977660494,E,-85.28097653628237,E,-70.86127427910169,D,B,C,B,A,B,1
Non-Veteran,2.935668007105148,B,0.5111244767667991,C,-140.32970600304256,E,B,E,D,B,C,1
Yes,-8.62046078284272,D,-59.263593864442285,D,7.099412727812831,A,D,C,A,A,B,0
Non-Veteran,-52.42719251588518,D,114.25144173608162,B,-55.15428329892262,B,C,C,B,C,C,0
Yes,-173.0175952123767,C,-71.142536644262,E,80.2269373928875,E,A,C,C,B,E,1
Yes,-97.51299596031006,A,151.6737606437104,D,99.84092596678255,A,B,A,A,E,E,1
Veteran,-128.6114161267817,D,68.4506030420057,A,-69.1393142041435,C,D,A,E,C,B,0
Yes,-119.8190616955074,B,-53.02270992276854,B,-74.7607825209696,A,D,C,C,D,D,1
No,-14.948116342327939,E,-40.476177546039246,A,16.800865331901996,D,B,E,B,E,C,1
No,30.38700568413637,E,35.59426659017175,C,-0.8124986591121338,B,A,D,C,C,D,0
No,47.81041701394573,B,247.72779471308937,C,76.60240978556321,E,A,C,C,E,E,0
Yes,15.214451121247832,C,-4.8372721957588665,E,-26.500072067112928,D,B,E,C,D,C,1
Yes,127.21549189305263,A,-81.34307457825017,C,30.594954014609215,B,B,B,A,E,D,0
Non-Veteran,88.87648569505086,A,6.657770293461815,C,-266.88102958803313,D,E,B,E,D,B,1
Veteran,125.54317806478774,A,-49.02842076027948,D,86.09639217591454,C,B,C,E,B,C,0
Yes,-98.40151795280666,D,21.916119013565208,A,-78.93720639881758,C,A,D,C,C,B,0
Yes,-24.609191915455085,D,-166.71206226308104,D,131.83174472776608,B,B,D,D,A,C,0
Non-Veteran,-245.89073160143755,E,74.31125815764487,B,-132.82450417442055,A,B,B,B,C,D,1
Non-Veteran,15.82426488765918,E,31.458331687298337,B,-47.50532749687726,A,A,D,E,C,A,0
Non-Veteran,8.348912668377025,C,-151.27590518427198,E,28.499377303656757,C,D,B,C,C,E,0
No,52.00043056147777,B,-244.6681861042317,E,-19.013868720330564,D,D,C,C,D,A,0
Veteran,35.77485777187508,B,17.881140046987717,E,73.14583991052082,E,E,B,D,B,D,1
Yes,159.96021411530023,C,213.12406104150176,B,-152.32670081856756,D,C,D,D,C,A,1
Veteran,39.70885063424635,E,213.87399204440035,C,-190.00158289759244,E,A,C,E,E,E,1
Veteran,78.61503444181595,B,114.1951081928267,C,-171.64341390947914,C,E,D,E,E,C,0
Non-Veteran,92.38449591616563,D,33.08877665694748,D,-87.27480028058032,A,A,E,B,B,A,1
Non-Veteran,60.109905414357335,B,1.514273538249731,A,-93.05314721637016,B,A,E,A,E,C,0
No,18.827917764043487,D,-49.93674707964594,B,-81.2693944648983,A,C,A,B,C,A,1
No,14.435460594800581,D,-3.1239121947975175,C,24.426227659581645,E,D,D,C,C,B,1
Non-Veteran,-62.65343571977411,B,26.126598321279886,A,-85.03198842444581,B,D,D,D,A,E,1
Yes,-29.949275076632553,B,-43.54401607378035,C,66.72421766399384,B,D,E,C,A,E,1
Veteran,98.30141098225202,E,-52.3556353828751,A,258.18166791321215,A,D,E,E,B,C,0
Veteran,-148.03803826681457,C,51.167335307775,E,38.09923671431946,E,B,D,E,E,D,1
Non-Veteran,21.11394494678247,E,-124.96720508779669,C,-59.60546483888876,E,C,E,E,D,D,1
No,234.51128428172737,A,131.75987675621798,C,-34.520100840630406,D,E,A,A,D,C,0
Non-Veteran,-120.59363885768859,E,44.00414786911052,A,-37.95070259453602,A,A,C,A,B,D,1
Non-Veteran,24.700684434939987,A,-199.56085597092095,C,93.63830253218566,C,E,B,C,B,E,1
Yes,-194.16302110617133,D,4.90506246681945,A,19.16738297854028,E,A,C,B,C,A,1
Non-Veteran,-83.35036953532074,E,0.7684449725381493,B,-55.196461061552114,E,E,D,E,D,C,0
Veteran,-54.43926637965358,A,-15.655387853645752,E,-44.74452115905486,B,E,B,B,B,D,1
No,54.75565449051361,C,-75.3722427423637,E,49.395653022469666,D,D,E,A,C,E,1
No,86.79095528768143,D,71.35666779724397,D,-108.51083002421076,D,C,C,E,C,E,0
Veteran,81.21182383239065,C,-8.680270397718722,E,-104.82599204626541,D,A,D,E,E,A,1
No,-1.3963128052631633,A,-149.4121978331454,E,-171.3669246654849,C,C,B,C,D,A,0
Yes,1.2437070761946254,A,37.65519589690482,E,56.54295032741582,C,B,D,A,B,B,1
Non-Veteran,-208.8715668350039,D,-9.584652904840866,B,-29.446914934012675,C,C,D,E,A,A,1
No,82.95816028092244,C,-11.006715386162183,E,-76.95974636204205,A,E,A,C,D,B,1
No,-101.53611953587787,A,22.953070766529837,B,-116.22210900975823,C,B,E,A,B,E,0
Yes,-37.63487419458588,E,74.92202968173459,D,-172.25770545509613,C,C,E,B,C,B,0
No,-80.22056090897863,B,78.8723991621664,A,83.37746777421783,C,B,D,C,A,B,1
Non-Veteran,14.14304113274614,E,127.12517418495625,C,-124.94169230344198,E,E,C,D,D,C,1
Yes,81.05771302065074,E,34.99344716714199,D,89.1789220679775,E,C,E,E,B,E,1
Yes,135.5088681316608,D,70.40125064385248,A,-15.847515195608455,A,A,A,D,D,E,0
Yes,69.32871526978182,E,-117.08231361452069,A,-79.57391181289063,A,C,E,D,B,E,1
Veteran,10.328952016550957,B,112.35647656588216,B,-3.3023651356934205,A,D,E,C,B,E,0
Veteran,-138.92860989187412,E,163.8221555569541,C,17.34964255084823,E,D,A,E,A,A,0
Yes,-103.2647832585313,D,-2.750342754838141,D,134.85647806603475,E,C,D,E,D,A,1
Non-Veteran,-2.334189884752588,B,-22.73166159418031,A,25.47223657360896,B,B,D,A,B,D,1
Yes,-13.261392603049188,E,30.10528927703714,B,-54.60151475534036,C,B,B,B,E,E,0
Veteran,24.194710748823926,C,-13.21258180272781,B,-126.05171533521312,E,E,A,B,C,B,1
Veteran,-99.82816133003043,B,-38.01394391130655,B,131.08654044454457,B,C,A,D,E,A,1
Non-Veteran,49.35408145002466,B,-120.65377309929586,C,-294.4070491803814,D,B,A,E,C,A,0
Veteran,1.62989799603989,D,-22.57100680549029,C,-2.532181903708026,B,E,A,B,C,C,1
Veteran,-44.01039414919799,A,-53.365520136211195,E,-66.00567304859443,C,B,C,C,B,C,0
Yes,42.12084049409578,A,197.9025324789044,C,-134.6357411542945,B,A,A,E,A,C,1
Veteran,39.59233781544616,E,9.423450279630048,A,-130.7830181448348,D,A,B,C,E,A,0
Non-Veteran,31.995011458956572,C,125.87895533923117,B,-182.34603135936086,D,E,A,B,E,C,1
No,-96.03340456204769,E,-36.45880876911703,B,-127.33686940726415,D,A,E,D,A,E,1
Veteran,-56.987111570401794,E,18.685763833695155,C,-58.49028048225674,D,E,A,B,A,A,1
No,-21.665359196518192,E,-51.93664725334535,A,-8.86905925645947,D,C,A,D,D,C,0
Veteran,-92.1268439930921,E,119.97642626003933,A,37.831280629193095,A,E,A,B,D,D,0
Non-Veteran,-114.21674419583623,D,95.44240113058076,E,131.90055396776762,E,A,D,B,E,A,1
No,-147.14335320525248,E,120.8024470754705,D,10.23888597652154,A,D,C,C,D,A,1
Non-Veteran,-61.34994133605337,E,70.0173077582412,A,-19.784787452680767,E,E,E,A,B,D,0
Non-Veteran,-42.70372262303125,D,-59.25843403470784,E,-0.07440813911777235,D,D,C,B,D,E,0
Non-Veteran,-74.02928506657517,E,181.96295243382846,C,111.98491498750671,D,B,C,D,B,B,0
No,223.28295571167791,D,144.23183742847516,E,118.04489182065352,C,A,E,C,A,B,1
Veteran,116.88640135856076,D,-87.65085793092972,C,-16.59859175832824,C,A,A,C,D,B,0
Yes,-21.101857275637986,A,60.24222875845028,D,77.02301621330302,D,A,D,B,D,A,1
Non-Veteran,-19.95624964644154,C,-22.434914278849817,C,116.1983636219957,E,D,C,D,D,D,1
No,-23.349779108257962,B,-93.4570015495572,E,-25.39972587569602,A,C,D,A,A,D,1
Non-Veteran,19.24482852859346,A,14.904807344410647,E,-69.52055923269143,D,A,D,A,A,B,0
Veteran,132.2358692505237,E,1.3499453230154237,E,81.93877330049271,B,C,A,A,E,C,0
Yes,24.403168508291255,D,-82.41452347000056,D,36.252583719156476,E,B,B,E,B,D,0
Non-Veteran,-213.83939230360264,D,-153.8862606528861,D,32.28220403478764,E,E,D,C,A,A,1
Yes,126.9881839255416,C,-126.35006974937626,B,64.75329246257611,E,A,E,C,C,C,0
Veteran,-32.172094059236535,D,91.30658965598779,B,57.94033237611813,D,D,E,A,D,A,1
Yes,182.22232826223703,E,-4.854204839610185,E,100.36909138249996,A,B,C,C,A,B,0
Yes,170.39469737637003,B,70.41501023071234,C,-77.45368824645352,C,B,B,C,C,D,0
Yes,-47.6165377642085,A,-106.79847971842051,A,-115.25203391219631,D,D,E,E,C,B,0
Veteran,61.56372289379378,A,18.261985414887462,E,13.350810431416344,A,B,B,C,E,E,0
Yes,-14.042739247373866,B,250.0284296842815,D,11.72228775447757,A,A,C,D,A,D,0
No,114.51057773950455,B,-29.366345535290716,A,181.60425750970387,E,E,A,B,B,C,0
Veteran,29.989388591105236,E,-149.4339601217387,B,-30.329180738341567,A,A,A,D,C,A,1
Non-Veteran,71.26315318210801,A,227.68692935135206,B,72.85087507769974,E,D,D,C,C,B,1
Yes,201.8579112068801,C,-76.05759563065796,D,-144.78247513396158,A,A,D,B,C,B,1
Yes,39.677263854946766,C,32.24729730820597,A,15.578476966711897,A,C,C,B,A,B,0
No,-168.18258565647704,D,-46.27246025424179,D,68.88613027525538,B,C,E,B,A,C,0
Yes,119.6289774722218,A,28.220621155113395,B,61.045864253725014,A,E,B,D,C,D,0
Veteran,85.45681125514322,A,-67.43883337730404,D,-18.912694808628594,B,D,C,B,E,B,0
Non-Veteran,71.56494064090468,D,-66.844238786848,C,-112.4377378731594,E,C,C,C,C,C,0
Non-Veteran,162.60159630272827,E,-87.91179764804929,A,-37.37948227902308,E,A,E,D,A,B,1
Yes,137.91600099810202,A,104.74872472347825,A,-103.35376603542046,B,E,A,A,D,E,1
Yes,-59.80907069027913,A,36.71426795250055,E,-159.95919633757282,A,B,B,D,B,C,1
Non-Veteran,149.22966934618657,B,81.53605599986513,A,-51.71028879063212,E,B,B,E,D,A,1
Yes,35.283815537744246,E,-35.50821970312238,C,-1.4400559119208896,D,C,C,B,D,B,0
Non-Veteran,-4.371276859564686,B,-45.80400734141802,E,133.24017397178832,C,B,E,B,E,B,1
Yes,-52.67543301181219,E,124.82652795573314,D,25.204495083773736,E,C,B,C,E,A,0
Veteran,-30.880809149701165,D,-31.21974665183061,B,-191.87375679271358,D,E,E,D,C,C,0
Veteran,-22.24856718612322,E,165.97503358000242,C,-82.07538197828883,E,E,C,C,B,D,1
Yes,56.583515900200496,B,98.82826954541196,D,92.77515997418749,C,D,D,B,E,B,1
Non-Veteran,115.89189222463033,B,11.031961445021,E,116.10868701419238,B,C,B,D,B,B,1
Non-Veteran,1.5916710024988376,D,208.7956121316182,B,-47.90414453978954,C,B,E,B,B,C,0
Non-Veteran,-107.09017703978017,B,29.911064510615347,A,-29.442458126343613,E,E,D,E,A,C,0
No,18.881018260179093,D,192.73619424067573,D,123.81146626611974,D,A,A,B,C,B,0
Yes,-3.5840792501404235,D,-48.62435530864083,B,12.347022397325988,C,D,C,D,E,B,1
Veteran,18.02066374667552,D,137.19960742810846,A,-123.00622474105782,A,A,B,A,E,D,0
No,-97.65239578441864,E,-153.41336936561825,D,-39.56831396560337,C,C,D,C,A,A,0
Veteran,-216.7395868873538,E,4.548473703540231,B,-192.14925820148986,C,E,A,D,B,D,1
Yes,-9.544303118142066,A,-7.738309366386699,E,-334.9838159200258,A,E,A,D,C,A,0
Yes,-20.291520415590295,E,72.96024793400235,A,-92.39075224732102,A,E,B,A,C,B,1
Yes,-87.11252823236582,E,56.20863799622586,B,212.93766156701892,C,E,E,C,E,A,1
Non-Veteran,-21.36478411109489,B,-167.08133961240426,C,31.693790368139695,D,B,D,D,E,A,1
Yes,-24.027268279633446,B,82.33330881944863,E,-127.21022318665764,D,C,E,C,B,C,0
Non-Veteran,31.247570539210173,B,-187.98807831791876,B,-59.88057603000826,A,C,D,D,A,C,0
No,-83.46013689666019,C,54.8531813663498,A,0.08644846691404637,E,D,E,C,B,E,1
Yes,42.94052048170223,C,24.58279266681591,D,171.33896577991842,B,C,B,D,D,D,1
Veteran,-5.705893256592915,D,-71.84918841217171,E,52.40418328483376,B,C,A,C,C,D,1
Veteran,250.03403764081318,B,82.7745619428314,B,156.78832781724492,E,D,A,B,B,E,0
No,-94.43876292439602,C,14.600377354842104,E,-41.555599039170765,D,B,A,B,C,B,0
No,-46.63202847591578,D,-39.37767043921767,E,2.931144151889075,D,B,D,E,B,E,0
Veteran,-144.37255463296245,C,-13.804243135791255,B,-66.99357474251522,E,A,A,A,A,C,0
Non-Veteran,-21.683117561662517,B,147.73385637424127,A,-83.78073886717921,C,A,A,A,D,C,0
Non-Veteran,65.55298470339991,B,6.432549244414765,A,-196.42478161182004,B,C,E,C,C,B,1
No,-78.39067125117629,D,108.22434273023089,A,37.88047823443688,D,D,A,A,B,E,0
Yes,-117.51644004262101,D,93.07645415334251,B,-29.66000834696294,E,A,D,E,A,D,0
Yes,43.63924528380551,B,-36.80917399166534,D,-18.6349695019439,A,A,D,D,C,C,0
Veteran,69.26836475316472,B,-112.66347164261805,E,-74.86058170814508,C,C,D,D,A,B,0
No,-195.43761682227168,D,-295.47441517294664,B,129.00485842311912,B,C,E,B,C,A,1
Yes,1.0654146152918196,D,-207.1374232763493,C,-76.93537763722055,E,A,C,A,C,B,1
Veteran,142.46380955568014,D,-127.76603220999408,C,92.16112350116904,C,B,A,B,C,D,1
Non-Veteran,-38.205471016006314,E,-60.667548426671615,C,42.2706741881357,D,C,E,C,C,C,1
Yes,-40.19192038152514,D,30.590474977969418,A,187.21682471516013,E,C,D,D,A,D,0
Non-Veteran,31.246369629875225,B,-24.41420944801326,A,52.55752579360252,B,A,B,A,A,D,1
Veteran,-169.23375625127431,C,-44.57993487227852,C,274.613412993076,E,C,E,E,B,A,1
No,-66.677566749454,C,-41.74195826516986,E,-49.59242056022544,E,D,C,E,E,E,1
Veteran,-30.782185331209146,B,154.58696399419048,A,120.88383364020103,D,E,A,A,B,A,1
Non-Veteran,-46.63823376561055,D,5.277345676236258,C,233.0214542244272,D,C,C,C,A,A,0
Yes,38.504931143431435,B,89.65806719270354,C,-45.77488778543341,D,C,B,D,B,B,0
Veteran,-171.1757688377644,A,-13.687876115112688,A,31.069471192212912,C,C,D,D,D,C,0
Non-Veteran,-98.9678614541808,A,206.44657510106703,A,-159.39202862281203,A,A,A,A,B,B,0
Veteran,0.7110105962930675,E,161.42721403294536,E,-76.86875492634834,C,D,E,B,E,A,0
Non-Veteran,38.014050406489375,C,302.5918337382928,A,140.8032750517492,E,E,B,A,D,C,1
No,0.4655474094577277,E,142.63455660576255,B,107.57404013828402,C,A,A,E,E,A,1
Yes,1.7808351117330947,A,-40.854107710118875,A,116.8971234022699,E,C,E,B,A,B,1
No,11.240462982469035,D,-16.28027375019603,D,136.1231976992343,A,D,E,D,D,A,1
