RACE,Veteran,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Other,Veteran,Female,E,A,29.91423896744896,-44.06925827312588,D,E,10.475603133891582,E,-20.61821153174392,-32.18998416482688,59.5064849105614,1
Other,Veteran,F,A,A,-108.63371817485601,108.76494312397962,A,E,-10.251711479097123,C,-8.655225461770993,25.388293987193972,-54.54285013816056,1
Black,No,Male,C,A,109.66675578512933,121.83982942885476,B,D,152.30865739684702,A,-143.75701325348612,110.40086633960662,52.313356456693725,1
African American,No,Male,E,C,8.427647750621519,-75.32075018481285,E,C,37.26616250520421,C,-55.95896160822069,-160.29738502452716,229.39684723630154,0
Other,Veteran,Male,C,D,51.52348257922855,-75.54813211240095,C,E,46.16744297293472,C,-143.62282637459057,-70.30773813496847,68.74019260014752,0
African American,Yes,Female,A,E,-240.714386036453,-33.7273248405705,B,D,7.245585855194207,D,173.3881706607298,-83.31111219458457,-167.32013304985864,1
Other,Yes,Other,C,C,-88.99230593497668,2.10194047452613,C,E,-68.1974606966654,A,-24.561620853196047,-94.86928835823292,101.77970765175046,0
White,Yes,Non-binary,C,C,-124.15611832235042,-46.67246086299983,C,C,-58.9097287589,C,-32.37008858755131,45.90855586801737,-28.220216152723626,1
Other,Veteran,Other,C,B,46.82454705426234,-113.02350094885776,A,C,-23.12745347341004,D,-203.40507798031916,-48.38232110657315,29.26598877860373,0
African American,No,Non-binary,D,A,-72.93826734943694,50.13177398692893,B,E,8.38441836136642,B,-24.514970511773654,16.09532366121848,131.555573207448,0
Black,No,Non-binary,C,D,-86.16347390307834,-81.03344453053984,D,C,70.49421886055306,A,-19.38369476498837,-84.67062731454374,130.8349140503006,1
White,No,M,E,E,-146.11926400207045,-117.61303817487921,B,E,-49.07691692956997,E,183.3282002674184,-21.154273369362446,77.95703804227846,0
White,No,M,C,D,163.82538389792956,16.868243651371888,A,C,6.610217139020731,C,29.062608759415028,8.42841952239488,-4.998798029091316,1
Black,No,Male,A,E,-220.98574240897162,86.50515778959786,A,B,-58.38452580128683,B,-56.8906451607649,-51.62008427942754,13.729948651251469,1
Black,No,M,D,B,-59.97423670367134,99.68857094993955,D,B,-6.7628915134199,C,84.30397524674275,-116.99728722582425,-1.667306901657339,0
White,No,M,C,D,-91.64812699324894,86.03001124716441,D,B,3.657417845682831,E,46.3856281052753,-103.11633366179225,12.068380218711123,1
Asian,No,Male,C,A,67.18978023257513,1.9946784556633568,B,B,29.31529183393988,E,-62.51810979800422,-50.04467777711867,65.14558879360955,0
African American,Veteran,Male,E,A,-23.284215384044476,-260.381930622313,B,B,-153.51307081706943,B,-75.35112653071333,-80.03176610091366,106.66351696746983,1
Black,Yes,Non-binary,C,D,83.71637330252048,-10.576914459011071,B,C,168.46640444368975,A,-86.83646725665243,-60.02152263038582,-39.29734081850055,1
Black,Non-Veteran,Male,A,D,9.972481343182181,-84.56154091760875,B,D,66.40162678490249,B,-71.31623093919876,-111.7707731326943,-31.818359804583668,1
Black,Veteran,F,E,C,29.494935961282952,180.5879911935001,D,A,-115.95177933346427,C,48.00606393634298,36.597876684265266,-26.651485659076652,0
African American,Yes,F,E,E,-42.16033006918447,-133.83147470773469,C,D,-256.19291379779037,C,-30.725224088164126,-83.76146106146714,53.95400141244026,0
Asian,Non-Veteran,Other,D,E,-282.491057989996,16.929711334055323,C,B,217.7888224346309,B,92.52881386199253,-101.63274830230102,52.967394010551814,0
African American,Veteran,Female,D,E,-83.24654767313511,20.497584316669627,D,D,-13.090662880768832,B,59.592206428518594,16.536053874734286,8.20443345386893,0
Black,No,Non-binary,C,E,69.39499470982123,83.06551312712315,E,E,-64.5070931110452,E,-84.72641963781489,104.45624115316423,8.525457449848279,0
Asian,Yes,Male,D,E,-160.52601362873068,-65.40560944651877,A,E,-22.834245940486,C,60.60759054200231,111.74560389276937,210.41720313515575,0
Other,Non-Veteran,Non-binary,D,B,-104.0219346037222,70.27575890559137,D,B,-64.96518027218056,A,134.99242454618178,34.6795484212325,69.22633684761502,1
White,Non-Veteran,Non-binary,B,B,-74.84773586671456,18.447762643458038,A,C,-148.24514027752767,C,-35.81244630915939,-4.6765523999606335,-102.50588632561686,1
Other,Yes,F,C,B,30.5465232152527,-142.31103513039832,C,B,-63.991424672070984,E,-35.3841216436491,96.52403977892287,-61.36277819978434,0
Black,No,M,C,C,-11.875809134703333,-32.8156905935513,D,B,-16.603796098546166,B,-71.07922039232585,-26.08551593063964,-38.3596109236746,1
White,Veteran,Non-binary,D,C,43.80837964798812,3.867648548023877,A,E,-31.80036312960069,B,193.32758278078515,-110.42617821873388,-71.957322015178,1
Other,No,Non-binary,C,C,64.27543237105382,165.8673959522812,A,A,-86.2787505951641,D,-7.444266339343458,63.573737728630164,47.829252113469025,0
African American,No,Other,E,A,-75.65555687178404,100.72193834962839,D,D,-13.260286782343986,B,-134.18399192675457,10.556979337867405,-43.21515499575366,0
White,No,Other,E,B,82.1659040126342,106.34889887627656,C,D,154.89094760346524,D,-197.08849718611745,219.6749580281881,60.746401763177325,0
Hispanic,No,Other,D,A,91.82445154531939,-20.768010251075328,A,C,124.97720444768797,C,-143.22311575511935,-26.69970756160332,36.750821555326716,0
Black,Non-Veteran,Non-binary,E,E,86.73501289445987,-23.3344351086661,E,A,-179.71062140318128,A,99.41765390362637,98.07825383586577,41.02581336978487,0
White,No,Male,D,E,62.739756822380485,71.55779938657824,A,D,-76.93989539877234,B,-51.55997200475193,-111.25945047111216,65.68568476661592,1
White,Veteran,Other,B,D,-4.619800564140382,60.47542136975104,A,B,-16.401928919439623,D,-111.85817850020679,0.32321311086251814,9.270112524275008,0
African American,Yes,Female,E,D,80.11460305188814,55.878403014346524,D,A,85.16222232467653,C,10.152681433198113,-47.76971197009218,-55.66082252185864,0
Other,Yes,Other,E,E,-94.23606047779242,-49.840644327302776,D,B,63.57280384206499,E,9.557160865763946,-69.46821345588752,79.98839756460477,1
African American,No,F,E,A,113.59086232963709,-206.67693033780841,D,D,-67.22020665223724,B,-102.91542927090882,-46.27502032831488,-2.4780889991732007,1
African American,Veteran,F,D,D,42.793026332853806,155.84852820986956,B,D,153.14952472058906,C,47.634210203025596,35.85870729277046,127.47106753850991,0
White,Non-Veteran,Male,B,B,-82.2745890415329,-35.85839587498659,E,D,-135.46132225582733,E,49.599301543057564,22.805723318205512,-146.5857185093973,0
Other,Veteran,M,D,A,-57.287110902997995,-7.44382274459119,A,E,-119.78315089787037,D,-23.390805131934854,183.6230558583696,-48.01764970274709,1
Other,Non-Veteran,Other,C,A,-28.527842541690628,60.827706837451544,D,B,44.46592855379707,A,-90.19540707672834,-56.05491922088621,-38.37139313964767,0
Hispanic,Yes,Female,D,B,66.47112937439336,50.54979202222285,E,B,-202.55711489176466,A,-106.76217827378191,18.958972572191414,-79.06795837295248,0
Other,Yes,Non-binary,B,A,-9.91476850060301,-39.29870427690448,D,B,-132.85451507609193,A,-155.7320764260079,-24.55669481165907,-97.08103817739743,1
White,Veteran,Non-binary,C,A,-63.92094219334452,58.34133403935584,C,B,-106.01872021410502,A,-133.6093658684277,164.30017281291364,97.20713612486676,1
Asian,Non-Veteran,M,E,A,-80.9434189340038,-137.39200148252183,B,C,-185.69157257549304,B,176.90717617168926,13.444151496489246,-59.892616265850705,1
Hispanic,Non-Veteran,Other,A,C,7.894640535438819,20.80738400071619,C,D,6.366138118244578,B,-128.39506091402671,-185.790571493961,14.949833042908569,0
Black,Veteran,Other,D,B,29.19039409804509,-122.71940760868875,B,A,-69.12882816870517,D,172.60978969281987,50.231636601533694,19.25446423584411,0
Black,Non-Veteran,F,D,B,-59.914545844041946,-17.413556787899694,E,B,-91.67782039423805,B,-70.63170540085927,-12.083868166273394,16.67161639265668,1
Black,Yes,Female,E,A,-0.1188381766636407,104.35169897161165,E,E,48.708783221972354,C,-39.04896694373316,-159.95607648997168,-82.83291596943097,0
Black,Yes,Male,D,C,-131.88984835432487,35.19786366955769,E,D,-68.23062267482369,E,-109.44549677446038,69.48165721469181,101.31616189766129,1
Other,Yes,Female,B,C,124.09148992997092,12.840689543740936,D,C,-55.62834967766989,E,-59.194196371323514,49.99877044644012,30.740101538890585,1
Hispanic,No,Other,D,A,-93.8710444981661,93.33260325750786,A,E,9.115184866169388,B,18.14885435212433,-124.9462261568917,86.74980348863716,0
Black,No,Female,D,C,122.48477350789342,-38.32248467542477,E,B,-34.90266767038071,B,-70.08069683501729,39.40599963356961,63.59877275354508,1
Hispanic,Non-Veteran,F,A,A,223.42606437600634,189.4949686707858,A,D,49.16770358409154,E,-55.74626563699927,199.1538704133788,137.63236545571337,0
Asian,Yes,Non-binary,E,E,203.710241736899,-104.47083785689169,C,E,8.84263743992335,D,-34.10819755640216,-19.03300868784271,251.5427439772821,1
Other,Yes,M,D,D,254.4567503952193,74.67110896413843,B,B,-18.491262950020143,C,-53.52729094725446,44.1485739296031,-22.379441525880324,1
African American,Yes,Other,B,B,-12.556531742846724,-29.203901303789504,B,D,75.27777317032651,B,-3.600957344667615,-54.11899346792215,93.77443301358798,0
White,Yes,Other,B,B,101.0493763449859,-10.338902381832444,D,E,-93.46982769498418,E,-104.91766707557319,181.06812585570714,-27.536211294810364,0
Asian,Yes,Male,E,D,-46.23026244342031,32.89778022453736,C,A,-80.00166619247577,A,59.82551428061693,32.568337211510695,123.83714168861279,1
Hispanic,Veteran,Non-binary,D,C,62.65493820210728,-177.24577758845334,E,C,-6.125482500791271,A,8.602023277644074,135.63466179679037,60.4199089294433,0
Other,Veteran,Other,D,B,71.6057116779803,-10.342815309000994,A,C,-57.58158892963174,A,134.40114456779727,90.22740764048937,65.64581490656988,1
Other,Yes,Non-binary,C,C,23.126371865689364,52.0319773060009,D,E,-94.79982172162534,C,-19.44135303227799,-113.09183636722769,202.65904079444485,0
African American,No,Other,D,A,-60.553505820492205,40.44993885839918,A,C,-71.47389881575171,C,98.94155580016181,-14.260697281068275,-155.01409034590924,1
African American,No,Other,C,A,99.47591207443647,-75.92844379035863,E,A,93.91299825396756,B,40.36425490015605,163.0501914598701,164.82433636614434,0
Asian,Non-Veteran,Other,E,A,3.6016229847015397,-120.88305440444009,E,A,2.401180435401557,A,10.829421299898373,-57.54440692496586,11.667865216463571,1
White,No,M,B,A,78.89301112414282,-81.37221874470524,D,D,73.38130943924112,D,-30.748011321498968,95.73057996203235,30.92620173663479,1
White,Yes,Other,D,C,40.16719262911529,4.527604954618134,E,E,-63.96559659120699,B,-140.74648055302572,-39.69848752035745,42.424984651022804,0
African American,No,M,B,D,44.2912470044608,114.64648864931281,A,B,45.84552055027958,B,-189.0217624508025,-106.34534709258858,-42.8319973244425,1
White,Veteran,Other,A,B,46.41776979333363,84.68417003668972,E,E,-122.51406974378092,A,-13.129780140749878,117.47084601749637,53.92902500363225,1
Black,No,F,C,E,-64.78243129590204,16.09341035241681,D,B,42.93698713510153,D,30.544975071077037,-138.16399878029964,126.9950342682643,1
White,No,Female,D,A,-129.85525832676632,-21.12157626526379,C,E,-233.9168788136247,E,-206.9610425357474,65.63230868834735,98.07934281177822,0
Black,No,Other,B,A,27.61098649739956,70.7791194099524,E,A,-38.776512737721156,E,-184.24587647605864,-46.12573054509457,64.87809670366465,0
Asian,Non-Veteran,F,E,B,-72.43860583739786,-58.284440147671965,C,A,-47.52654200711591,D,-82.42227257242139,-64.19754708144117,145.82814693933153,1
Hispanic,Veteran,Other,B,C,-121.29194986567586,132.7138465552562,B,D,130.36391118420642,C,149.51016858355317,40.098352099966625,186.59037569086016,0
African American,Veteran,Non-binary,E,A,78.98471560827531,-130.2019118248362,E,C,-47.22938778328397,A,-110.32492564984211,123.19407924187114,131.3124207601322,1
Hispanic,Non-Veteran,M,B,E,30.963268427533393,35.0980543095728,B,E,-14.576948561391395,B,-215.82910773175388,-201.43410087575592,-143.77734689350456,0
African American,No,Other,C,A,57.27994280000374,74.26914290254223,A,B,-77.53756198777909,C,-36.549106635510704,-21.061858927789263,121.64467075543348,1
Other,Yes,Male,D,A,-73.10371270908288,71.51735128201025,A,A,7.597145143755093,D,190.7076436418182,-110.30108143777639,-27.933061342183755,0
Black,Non-Veteran,Non-binary,C,B,-44.55267337212542,-47.07299510249839,B,C,74.07897610145194,C,46.55174197986484,-74.3222574439064,125.47914292076507,0
Black,Non-Veteran,Female,D,A,-96.68193640555506,24.90189605686115,C,A,111.19639998206662,C,-61.58089015474094,-1.2883998443687548,-130.59154082583495,1
African American,Non-Veteran,Other,B,C,-87.49210707953425,-45.468848907093765,B,A,180.62626461275724,B,109.59207989997549,137.3147412128768,97.74180057419505,0
Black,No,Other,C,C,77.8647073090412,24.22674438963213,C,E,40.114404402044826,D,89.9300654231936,-170.09791976787088,-39.74872507686733,1
Asian,Veteran,F,C,B,23.69306624795806,-278.1158741031719,C,C,-177.61016244869853,E,27.975188350121016,-146.42563949016923,-1.8554402447672993,0
White,Veteran,Male,B,A,-11.026269679813431,-141.17243956347397,B,D,304.97762023849526,A,12.068733001565253,-107.14237947668775,88.81864742594794,1
Other,Veteran,Non-binary,D,E,163.75030527957477,61.63760797233978,E,C,160.4290870823634,E,70.82067594922373,-5.589285792198665,156.34959416039325,0
Black,Non-Veteran,Male,E,D,79.61797608207807,-101.59868334181812,E,E,127.69777936578575,E,-59.29844142546382,128.98339119727558,-168.2915021231382,0
Hispanic,Veteran,Male,B,A,-32.940862091473036,-35.141707855424656,B,E,-117.68699579255654,B,-117.45454454288853,80.33812935406746,95.68431001887326,0
Asian,No,Male,E,D,34.39241165012737,134.5949289139862,B,C,85.0772049353577,C,-16.815931592352957,128.89560766908653,172.1431785718556,1
African American,Non-Veteran,Other,C,E,35.51167539105994,139.06206288167567,A,D,170.29017856845385,A,46.236950495643555,86.0593909260135,-115.14507019027369,1
African American,Veteran,Female,E,A,-22.17091764596022,31.530545879539506,C,D,-129.7830501977864,A,41.75273459566207,-50.844115477680276,-15.808625530346976,0
Black,Yes,Male,A,B,-64.15541524256334,-11.178450455790584,A,E,-9.480689150502664,B,-220.59208326601544,117.38312732361706,-80.13503394160337,0
Hispanic,Non-Veteran,Other,C,E,70.34602801921301,89.90927445358922,C,A,20.75241466362018,E,36.53526644678404,-71.90704963575534,233.54599811729076,1
African American,Non-Veteran,Male,D,B,-44.99489901067353,-128.99855942443716,C,A,-108.28695795699763,A,-0.15309436354548706,-12.090031840985203,-168.05140305812407,0
Black,Yes,Female,C,C,-65.04538494963012,-36.826136185130764,B,B,-43.49622044705958,A,-28.79521407594633,70.067002298133,171.04092679930477,0
Other,Yes,M,B,B,98.89293971170143,29.291525796949124,A,A,-55.28667361348732,C,-11.750271159308781,-86.09838611719988,152.9260948065699,0
White,Veteran,Non-binary,A,B,74.01106878417589,-38.6897941967423,C,C,95.85573278413172,D,-41.811243843689724,3.739655618367447,24.801438231445868,0
Asian,No,Non-binary,C,A,24.99649467421864,-68.87776934426505,D,B,-26.071097921732495,D,-40.309922834745386,15.719572221010598,2.9956304329315637,0
Black,Veteran,Non-binary,C,B,152.70398258935785,-66.64791051960547,E,D,11.179433876148895,E,-3.4586212843689643,-236.16196114662964,124.18488332277313,0
Black,No,Female,C,A,-112.88690879216574,130.99663877982968,E,A,96.28607164274138,A,71.12055630191837,112.00713624317326,-21.797707021998942,0
White,Veteran,Female,D,E,-182.8840350471963,-31.32993049029611,C,D,125.01721898993085,B,48.17486642319872,8.314015273689606,82.06858511406567,0
White,Veteran,Female,C,E,201.41028596463948,79.5989493064669,A,E,11.44989965545439,E,-213.61970272887044,-12.206301660177415,-17.578464312588054,0
Black,Non-Veteran,Non-binary,C,A,-176.43679645511537,71.04939062555958,B,B,-196.39920739394887,B,-75.13720106114481,-48.7657666237513,1.2026541921980425,1
Asian,Yes,Other,B,B,-87.2780994000393,242.2029760906382,C,D,5.9336243233287425,A,-37.43084889052204,-85.9942424303225,-165.26010275240907,0
Black,Veteran,Female,C,E,-20.636593781237234,92.18256038596482,A,D,-23.2649702612816,B,73.49741451516036,18.84940633700899,107.44608798208151,1
White,Non-Veteran,Other,D,C,-93.26561917431991,-93.48204933069707,E,E,17.460078083611403,C,90.96024804957719,-104.41125673145497,-262.62256717405137,0
Hispanic,Non-Veteran,Other,C,A,-35.493894471812595,-61.660299606600624,B,B,-12.441255294136248,C,33.39930081253566,-66.51885359067785,-169.79817767390824,1
Black,No,Other,B,B,-27.32908548268528,145.3028073331786,C,D,-105.12170404244816,E,-198.24824187173925,11.366550739163056,-48.040298243929534,0
African American,No,M,D,A,-44.92949638955207,-33.90771939675546,D,E,123.85884617242431,B,29.644828469026933,-14.33002549340013,-225.92641232267786,0
Asian,No,F,B,E,86.2118233957505,-236.21240131122408,B,C,82.85875841350973,E,69.06606308744368,227.63053156408714,-137.32105405386855,0
Other,Veteran,M,D,C,-45.88517196800149,-115.83246907004201,B,E,82.45685127411241,A,30.50607501555072,18.72800241011119,4.0832017127258,1
Hispanic,Non-Veteran,M,E,E,75.69107646619506,12.737556798018801,C,B,-34.00659878333193,B,11.380900075790535,-92.58940331473771,-107.26412441652877,1
African American,Veteran,Other,C,A,-4.100659506123324,287.45972771230197,E,D,27.647664733141625,A,49.59475442180542,17.09111619528518,106.45880553179478,0
White,Non-Veteran,Female,D,E,108.00902421934688,12.99364341844195,E,A,50.27787217430447,A,-164.22673004289837,-172.24784654152404,162.41588006770195,1
Other,No,Female,B,C,104.35459232576241,45.671903758081186,E,C,-26.92506392601214,B,-98.14309047126119,-140.23031397363798,26.777782423411978,1
Black,Yes,Female,C,B,14.465977616133113,34.53820765713741,B,A,-106.77042430285051,A,-52.799236068840116,163.91990351764497,144.55489859981802,1
White,No,F,B,C,138.0959646626496,-121.60374366882014,B,B,-103.64929318278368,E,-67.72757722924871,-4.270955892433549,-111.22276333547678,1
African American,Non-Veteran,F,A,B,-96.80442078709281,15.5569478017651,B,B,74.54281921790485,E,-133.31869251856892,128.91883879246402,-61.26051196836172,1
Asian,Non-Veteran,Non-binary,D,C,130.16890134346656,-83.83809577177487,A,A,167.85889928744072,E,179.95246544347296,3.0663205770426747,-49.80231696316086,1
