Nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Germany,Widowed,B,E,37.70540666628616,A,D,210.1507107922475,73.4848406909688,E,0
India,Widowed,E,D,123.0279857695364,D,D,-35.50465338955258,-33.61601789298525,C,0
India,Divorced,C,D,-39.81210122675222,C,E,-107.93728559431288,-11.937025064970221,C,1
India,Single,E,E,-16.321558103439944,A,E,-44.88503452928077,15.256340589233217,A,1
China,Widowed,A,E,147.9112035593279,C,B,-158.2015933053302,32.14675541672668,C,0
Brazil,Single,C,A,-103.7308564267541,E,A,78.42497566188447,14.961232870126878,B,0
US,Divorced,A,B,-15.58786361970953,A,C,23.489276100584107,152.60914236325175,D,1
Germany,Single,B,A,-57.60749900624194,D,D,-190.05202532010463,-61.053494612395184,E,0
Brazil,Divorced,B,E,-25.95482913805111,D,E,101.41405133851207,84.44886653468136,B,0
Germany,Widowed,B,D,-37.19250146261142,C,D,37.17291086084419,-87.22314743457986,E,1
Other,Divorced,A,D,-5.530881553174732,D,E,40.5873044696922,112.98014038866889,C,1
India,Divorced,D,A,-121.73275686521127,B,E,39.45614652351266,50.144594727517365,E,0
India,Widowed,C,E,-193.35680933170866,C,E,68.35861997763789,-136.737996005287,B,1
Brazil,Divorced,D,A,-160.16654482215054,A,B,227.4414298017932,-80.54530750747942,E,1
Brazil,Single,C,C,59.05069624343753,E,B,59.217864554544306,19.772570634674366,A,1
Other,Married,E,C,112.68373842980685,E,B,-76.93009396368029,-51.66278347037894,C,1
Brazil,Widowed,E,E,77.37524685446691,B,D,70.42638716923916,-94.09730835339397,A,0
UK,Widowed,C,B,-80.37941595840226,C,C,243.00065467037862,-35.41434807966288,B,0
Brazil,Married,D,A,201.39750409021184,B,C,-100.06789172379644,-38.2032096111526,C,0
UK,Widowed,A,A,99.49967487252339,E,B,-32.32551626921861,-88.01799424150065,E,1
Germany,Single,A,C,298.0446299355385,C,B,35.187956456768205,-43.50962450187281,A,1
US,Widowed,A,D,185.3808311406265,D,B,-88.20635757096055,8.485793335104852,B,0
US,Married,D,D,164.17437547503118,E,E,-6.422146079939816,6.1015923964933805,A,1
Mexico,Widowed,E,C,-0.6140486045742084,E,C,192.41015071804776,-153.23371807284713,A,1
US,Widowed,B,E,-71.52398297157929,B,C,71.58142952120068,40.87299175829704,E,1
Other,Married,E,A,155.40950763678205,A,C,155.64362920216757,138.90316269701094,A,0
India,Single,D,A,71.34068900416023,D,C,-39.596963302064495,24.892123610731897,A,1
US,Widowed,A,C,118.86627082522958,B,C,8.67359760597997,76.36258154459902,C,1
Mexico,Widowed,D,D,150.12921715153766,A,E,103.64383557010368,-110.56158570907935,C,0
Other,Widowed,B,D,-167.94215118746087,A,A,-12.111905564016515,56.94227700770409,E,1
Germany,Married,D,D,39.61453413242597,A,A,-104.73057269181365,20.06332942029652,D,0
US,Married,D,D,155.19416811586913,E,D,16.584064588183317,-20.958989236092716,E,0
US,Widowed,E,D,-50.902196881278215,C,E,59.65948329665171,43.931701371114855,A,0
Mexico,Married,A,E,-121.2979267660262,B,D,-166.1974766053881,116.42685315318342,A,0
Other,Married,D,A,-44.40439916443816,C,D,-118.24233133292583,-105.31856040346366,A,1
Brazil,Married,C,D,-297.64385598918034,E,D,-148.45735971682984,9.40039602154715,A,0
Brazil,Single,B,E,172.8115821603555,C,E,30.60812903956925,192.2672359205908,C,1
Other,Single,E,C,120.33569618671858,B,A,223.54782416860158,27.978482453855086,B,0
China,Married,A,C,103.56065253836064,B,D,-9.427081562457786,58.90966543827298,B,1
Mexico,Widowed,C,B,-26.472424402759316,D,E,-4.908871209894424,109.95645701684103,D,0
Other,Widowed,B,A,-101.95476803005839,D,B,-76.01044291803248,139.7479648438924,A,0
Germany,Divorced,E,C,-98.73970247406523,D,C,-35.30919712735325,-120.2308497631509,E,1
Germany,Divorced,C,A,21.179315420325118,D,A,79.70091070188172,10.53641122512176,D,0
Brazil,Single,D,A,55.989247794387495,A,B,-102.26156806683902,-88.44593312445323,A,0
Other,Divorced,D,C,96.42906475624397,E,B,35.576380016983485,-93.57307403896901,E,0
China,Divorced,A,D,-20.621893930609694,B,D,27.282981765835768,-107.54351155543225,D,0
US,Married,B,B,-144.49425823138452,D,A,40.15739039565261,-4.98273828793783,E,1
Brazil,Married,D,E,21.8785002804678,D,E,72.3879271964745,5.404013292630365,D,1
UK,Married,B,C,-154.85058393586078,C,C,-45.586608112835215,-16.37978031673201,B,1
Germany,Widowed,C,D,204.87259392221068,D,D,5.700737988189269,-54.53170145359588,A,1
India,Single,D,C,-21.57143119659134,C,D,48.102830318271536,27.283880486397738,E,1
Mexico,Divorced,C,C,-136.91353057472307,A,B,-86.90217286308209,-47.24874002953738,B,1
India,Single,B,B,130.8257082034438,B,B,-160.72940591369078,28.53896925972499,E,1
China,Single,C,D,-3.5731134125794983,A,A,27.959855849785804,119.10345823824018,E,0
India,Single,E,A,-44.298980193894955,D,C,127.93205360273987,76.27686535104716,D,0
Other,Married,E,C,-64.9365597945086,C,B,202.3378471900096,-79.15212174948992,C,0
Brazil,Married,E,E,137.74642201862076,B,B,-17.76234499860658,94.02139808664167,B,1
UK,Single,E,C,-88.75803074605184,E,E,126.80072132572266,-63.22641319441617,B,0
UK,Married,D,A,-62.85701413061614,A,B,-35.823474443399874,-169.83064121340752,B,0
Brazil,Divorced,A,D,84.18713959612269,E,D,55.21184086099419,-69.06201094184487,B,1
Brazil,Single,C,E,120.83756115625934,E,C,-55.927886516759564,16.707878905012034,D,0
Mexico,Widowed,E,A,-150.6120821697853,C,D,-46.73834888402837,24.454427542112164,C,0
Mexico,Married,E,C,16.745646942440207,B,D,34.19603441384414,94.30397415126005,D,0
US,Single,A,B,31.947080771233356,A,C,-46.8599223216453,216.69765383385487,B,0
Mexico,Divorced,D,B,45.96812121058643,A,D,28.033923013843108,73.60208739798804,C,0
Germany,Divorced,E,C,38.77706500694597,C,E,54.133376861731875,-61.25271284003827,A,0
Other,Divorced,D,A,-18.093901599585855,B,E,66.80774749295936,45.62177856362339,D,0
Germany,Widowed,E,C,6.713542590266433,D,B,-53.767355957653216,10.310807293901355,B,1
India,Married,D,C,59.354216236971226,A,A,-22.691291588664292,-34.044528922506515,A,1
UK,Married,E,C,307.2274705116795,B,C,38.14655091909368,38.053219751774634,C,1
Germany,Single,E,E,-147.1570202910307,E,C,11.573602905379012,55.24348509099505,E,0
Mexico,Single,D,B,126.3397765054473,B,E,-6.864108032393541,-31.8710706171231,C,0
Mexico,Single,C,A,-136.94615872423154,A,E,31.44806052788428,229.87077185003275,E,1
Germany,Divorced,B,B,8.807456931343124,D,C,-44.04303142969515,-23.51940391132401,A,0
Mexico,Single,E,A,35.23551679629945,B,B,39.66593119542325,252.03137244698647,A,1
China,Single,D,D,-145.4922351126465,D,A,58.84001493889991,20.296620300571046,C,1
Germany,Divorced,B,B,175.04719079896768,A,D,-37.88260620376348,-114.37904641635564,D,0
Brazil,Divorced,C,A,100.31913515811586,E,C,-71.84273947726585,-86.08265078873909,B,0
Brazil,Married,B,B,88.1990082561747,D,A,-0.17091157930229872,114.74125431841497,D,0
India,Divorced,A,D,-8.803092069101782,E,E,-76.16372355569366,-85.52886632935639,D,0
Germany,Married,B,E,-25.200352356302403,C,A,22.417381260562085,50.02938113210937,D,0
Brazil,Divorced,B,C,13.607912841496667,A,B,47.999065165560964,-97.23637016293458,A,1
US,Divorced,A,C,62.918874801755884,E,C,18.73631971876308,-132.7913582014079,B,0
Germany,Divorced,A,C,92.78073547931302,E,B,28.139552561916904,26.625360591982368,C,0
Other,Married,A,C,43.388716034811,D,E,40.217984459594916,69.23546423628088,B,1
US,Widowed,A,C,156.07077588235148,D,B,145.0171319467279,139.23541654637916,A,1
US,Widowed,C,A,-112.31144110099484,B,B,-105.41648623196065,53.34337971629709,C,1
Mexico,Divorced,C,C,-109.96659198119143,A,B,-33.72632294584538,11.572982206889524,C,1
Brazil,Widowed,D,E,167.95730914802596,A,D,94.55140280708983,-123.17826607925208,E,0
Other,Divorced,A,E,0.664368039485368,C,C,-51.082088150959,-212.43206821411235,B,0
Mexico,Widowed,C,C,17.719439935588436,B,A,-99.20435753830319,-92.250089600028,E,0
US,Widowed,A,B,152.5197470763414,C,B,29.323903855558047,-151.01322766884087,C,0
Germany,Widowed,E,A,183.86742341440225,B,A,-24.5021375052468,170.46296674490463,E,1
Other,Single,C,C,7.206260863512432,C,C,-79.09922943950033,-28.853959532194512,C,1
Germany,Widowed,D,E,113.00249675614344,C,D,-47.14941259789728,-67.76756237432211,E,1
Brazil,Widowed,A,C,124.16191247899772,E,A,-58.590901212510815,-53.22134565794553,E,1
Mexico,Divorced,E,D,35.79943399398774,D,D,-147.32740178257163,33.33721032511285,C,1
Brazil,Married,E,A,-90.32276003987245,B,A,120.25604833952308,276.5930759786352,D,0
UK,Married,A,A,-85.99820062300645,A,D,-60.09677752299862,-101.97436840831129,B,1
Other,Divorced,A,B,-93.2949361468162,A,D,-4.610930651450816,120.04262971502253,B,0
UK,Divorced,C,B,116.03697627891876,C,D,152.17543477832365,10.123982071601523,A,1
UK,Single,D,E,-32.317109794072685,B,B,84.56776142531159,137.367770355133,A,1
US,Single,E,A,-4.564185985394928,B,B,-0.8692624018373883,65.53931741931075,E,1
Germany,Single,C,B,21.719065450159782,C,A,48.68685473831259,-71.4078205290873,E,1
US,Single,A,D,-29.838018297861346,B,D,102.43283910196685,-30.315768866837566,B,0
UK,Divorced,D,D,-60.95867146413786,D,D,147.84961894796524,-19.890138189782498,B,1
India,Divorced,E,D,32.20039012389637,B,D,11.143404707346216,-74.73973833025713,B,1
Germany,Single,D,C,16.559448975747294,A,C,-38.98114253874621,177.25347365580242,A,1
Brazil,Single,D,C,39.08537436546715,C,D,101.05851033664035,-6.701842325197488,C,1
Mexico,Single,B,C,75.11396152067587,B,B,-154.75507980561832,-183.10849146914106,C,0
China,Married,C,E,103.09895576719627,A,C,53.107418253719466,59.579564001637095,E,0
UK,Widowed,C,A,117.30270253558078,D,C,-173.4268026832439,147.00722896848396,E,1
Brazil,Widowed,C,A,-50.43196705972765,D,A,36.73046935478861,71.22235282741389,D,0
Germany,Widowed,D,B,-51.74356185805698,A,D,91.74638567952752,73.24218401458668,B,1
Brazil,Divorced,D,E,-130.71629666031828,E,C,46.45541187510459,-130.881517733847,B,1
India,Single,C,E,179.84696513055306,C,B,-54.208051932679936,22.42074990178437,D,0
Brazil,Single,E,C,72.15703184769684,D,A,-73.98481776704496,79.8198579203856,B,1
US,Divorced,E,C,49.65738154898853,B,B,54.67195775242419,-61.765236853723714,E,0
Germany,Married,E,A,-40.463389774196976,B,C,-145.65869070345957,134.07428185477832,E,1
India,Married,C,E,162.55739019445232,B,B,170.79549949376994,86.12657726982943,C,1
Other,Married,E,E,-29.636153850439506,C,B,0.12706851563489654,62.10323531795812,D,0
US,Widowed,A,D,-73.18463733125775,C,D,-18.544571709946233,-95.12893531611309,B,1
Germany,Divorced,C,C,26.71429465430199,D,A,112.64071135820902,116.41131162521275,E,0
US,Divorced,C,B,-68.98717577239904,A,D,-135.61939589075064,-71.5206799122034,D,0
Mexico,Married,E,C,8.354459367395792,C,C,-46.993295843871046,-111.4426581311624,D,0
Brazil,Divorced,A,A,84.39080143821522,B,E,5.85740063559424,-29.999517501406864,C,1
India,Single,C,C,-13.213699800261084,A,D,10.059769716205935,-43.24381787581223,A,0
Brazil,Widowed,E,A,139.85305640773367,A,D,244.55614591723273,-70.83806306868723,C,1
UK,Single,E,B,-102.23993415915626,A,D,261.82069844503644,113.48457098646104,C,0
US,Widowed,B,D,-22.231655594876216,B,B,-7.671432063325631,83.31349321168447,B,0
UK,Divorced,B,A,125.21121113452483,E,B,-45.17486673024351,-25.474713112096353,D,0
Other,Divorced,B,C,-16.259719275152467,A,D,167.34067959002272,-84.84090055526175,A,1
Other,Single,E,D,35.396498032001,A,A,-18.910454262917316,60.8273843878668,C,0
US,Single,C,C,20.057988774903396,C,E,67.59625896673685,-65.04154535778261,A,0
Other,Married,D,E,85.50501767640559,B,B,79.83088358067907,4.744788131331361,E,0
US,Widowed,A,C,111.90265894657854,E,A,-71.37515436917631,12.843141618679907,B,0
UK,Widowed,B,A,-82.22936750053937,D,A,-158.68014110657373,-101.96521538974628,B,0
Mexico,Divorced,A,B,-169.39525025785744,C,B,-128.9061278977731,-61.2305424956411,E,0
Mexico,Married,D,A,41.98277840086372,A,B,-41.580030025111455,-231.23270624472312,C,1
Mexico,Married,C,C,-110.0242534747812,A,E,-270.75628248875756,52.34063275998415,D,0
Brazil,Widowed,E,E,-85.06251457242381,C,B,230.23905193580657,-105.9375496836779,D,1
Brazil,Widowed,C,C,86.54325241252351,E,A,106.43329595346498,-81.6013698855588,C,0
China,Widowed,D,E,121.86339807402895,E,D,116.6411395935599,126.94921328057474,E,1
Brazil,Married,C,D,-76.97831941695118,B,A,122.49330856758442,18.548278631073316,C,1
Germany,Widowed,A,B,-102.25954176277554,C,B,-88.5504385505006,232.5109275516688,B,0
Mexico,Divorced,A,B,-98.66240859393326,B,D,-101.10927151607008,-11.79347926023633,E,0
Germany,Widowed,D,D,-80.9218904754259,B,E,92.39178406802257,99.0802714073437,B,0
US,Divorced,E,D,32.54814013800546,D,C,-33.75614024274477,53.33421972101058,C,0
Mexico,Divorced,A,A,24.844963063200364,C,A,-17.24929290927777,-60.766729386422504,C,1
Germany,Single,B,D,-136.61682855723726,B,E,77.9299859948287,67.55984091810562,A,0
UK,Divorced,A,C,108.89165192380548,E,C,119.59346054437448,-66.47964852283951,E,0
US,Single,B,B,12.478806625776784,E,A,122.73736131075499,39.4554948530595,E,1
US,Widowed,A,C,73.71317674947827,A,C,66.4870683145842,52.470988289249554,E,0
Brazil,Widowed,D,A,-137.36844684903647,B,C,-5.671348102135179,-35.01627166419882,D,1
Germany,Divorced,B,A,56.23751956024813,B,B,-14.432286928807564,-29.870636675534474,E,1
Other,Widowed,D,E,81.95421731681834,C,A,49.11565429997642,-185.3452091094535,B,0
UK,Married,E,B,-13.489241855431477,E,D,-73.69020689200573,-123.46819198753461,A,0
India,Single,A,B,38.377399864806264,A,D,-5.372410437417809,50.56933184007374,D,0
India,Divorced,C,C,-82.30241721198142,B,D,-107.66351905431095,-82.07876382758121,E,0
Other,Single,D,D,-179.6077384756622,E,C,88.34446059618614,-169.41801874452588,B,0
US,Widowed,C,B,-1.8225332249006032,A,E,-43.595149961316025,153.2463361442842,D,0
Germany,Married,D,C,13.721958853001734,C,B,196.68974317405525,-19.134770958978468,D,0
US,Divorced,C,D,-30.5784613757639,E,E,23.48389347641841,-177.79920470780263,B,0
Other,Single,B,E,-25.84695095821757,C,C,-71.9072705441336,84.44411349397905,B,1
Germany,Divorced,D,B,-61.99670189382539,C,A,173.44033076704625,50.90501095362715,A,1
Mexico,Widowed,B,D,14.23035003636912,A,E,-99.27779127292543,-68.64009841749792,C,0
Brazil,Divorced,B,D,102.60890726329168,B,C,85.39177203924139,43.284193446672276,C,0
Germany,Married,D,B,-115.25599694458101,D,D,-57.605424460227326,44.21291751352872,C,1
China,Divorced,B,A,-75.28530091501838,C,B,-138.6526544853533,-76.4340971718813,D,1
China,Single,E,E,54.42030896263764,C,E,117.21830437873946,-4.832275412917416,D,0
Mexico,Divorced,D,C,4.545320260010126,E,B,-88.3888779101316,71.61815634209474,B,1
Mexico,Married,A,D,77.90272619198969,B,A,-45.33441187269426,136.46536218232933,A,1
Mexico,Married,B,B,59.06736100378506,E,A,-157.3517813077763,-31.93251340345027,A,0
China,Married,C,D,92.92356342822194,D,C,72.82801117249107,-92.4817923757091,D,0
Mexico,Widowed,B,D,-69.50597954070524,D,D,-40.53807166965736,-66.09588792161941,A,1
Brazil,Single,B,E,187.5779192724207,C,D,-8.889917928201983,44.1059872215903,A,0
China,Married,E,E,87.64641407330697,E,C,155.4003552766502,26.242866487636597,A,0
UK,Single,D,C,89.70852865994344,D,D,24.23195087969809,-16.621237210252364,A,1
Mexico,Single,A,C,44.18041077130342,C,C,-30.849454543932502,47.869232991639436,E,0
US,Single,C,E,149.76102581904732,D,C,13.93622701306422,-25.93704080988637,A,0
Brazil,Divorced,D,C,128.15535541076878,E,D,-3.561292974728415,35.864375317092204,C,1
UK,Married,E,D,49.011322372858295,D,D,175.2569257172975,-164.09306094672897,B,0
Other,Divorced,C,A,88.00597879611487,A,A,50.933275162558544,-49.76152053061598,E,0
US,Married,B,C,118.74531681008851,E,A,-132.85986631376417,37.7956403095016,C,1
Other,Divorced,B,B,125.54408181728327,B,E,-69.67565751059328,-150.54284274530383,C,1
Other,Single,B,A,74.07841869454292,C,E,-33.382170322480384,-210.21628651795444,B,0
India,Single,A,A,-14.737544276162195,C,B,88.22889222827406,14.61655825073262,C,1
India,Widowed,A,B,109.901219892542,B,C,42.6647868645817,43.51029701270194,B,0
China,Single,D,B,-10.061864407062446,A,A,-224.50007798503248,-50.612359281584354,D,1
Germany,Married,B,B,165.39876169435394,B,A,70.72638774894348,-88.6445316811313,B,0
UK,Widowed,C,E,-93.7176094704529,E,E,0.25600458408258964,3.210225565282901,B,1
India,Married,D,E,-81.63056379612857,B,C,60.03243775554945,122.57487376012858,A,1
US,Divorced,E,D,117.58921520572414,E,B,60.15423185753714,29.549474635833324,C,1
UK,Divorced,D,B,2.1050540548414176,E,C,-69.78165322299054,-77.01679830341719,D,0
Brazil,Divorced,C,A,-49.96105417477455,D,D,-55.76122139161994,22.46273916729198,C,1
Brazil,Divorced,A,E,46.16924708641239,A,E,-22.49558925747523,-56.30167347736342,E,0
Germany,Widowed,B,A,100.2997206068984,E,B,-4.916138794710764,192.2624998950198,B,0
UK,Divorced,E,E,-91.62471980893764,D,E,-54.68043467197212,22.251006755150726,D,1
Other,Single,E,B,96.98148270603227,A,D,13.005273606263057,-104.36626966396628,A,0
US,Widowed,D,E,-2.429946255689138,E,C,-105.45852415898558,132.70403778798268,B,0
India,Married,C,E,57.36758263799921,A,B,8.620700089353859,-135.33827236641434,C,1
US,Widowed,D,A,108.62688720235012,B,A,-96.90356290389504,-206.39494482574352,D,0
UK,Divorced,B,E,-25.035390888183702,C,C,157.17162474906016,97.80473491898863,C,0
Germany,Single,C,B,209.12097810532342,A,E,-67.11402711648056,-37.290407495869474,B,0
Germany,Single,A,D,44.95556250630922,D,C,171.35946499550826,-6.365152594626789,D,0
US,Married,D,B,92.72903973656787,A,C,-91.01231830057912,-10.544348928589423,D,1
Germany,Widowed,A,B,-19.679500631667093,D,B,-174.47918994340336,5.911425376053048,B,0
Mexico,Divorced,C,A,-65.53735551324732,A,E,36.83862181244235,-16.668538305083256,C,0
India,Divorced,A,B,-63.53903011726515,D,E,-29.83503282959412,-1.0686811771685103,B,0
Mexico,Divorced,C,B,17.974210508368138,C,C,224.9260856731394,50.22937266737505,B,1
Mexico,Single,D,C,10.554924561816842,C,E,22.799531434248852,-119.70440303254641,D,1
UK,Married,E,A,18.71574789298391,E,B,-61.1234925759648,52.399817966748564,C,0
Other,Divorced,A,C,-45.33762437327994,E,D,-23.493409602288857,-9.459628127860393,C,0
China,Married,A,E,-115.79844502829233,B,B,109.11115080309439,67.74114583437269,B,1
China,Divorced,D,D,-96.17935485822407,C,E,-40.47683699357446,-23.239347145889372,B,1
UK,Married,E,E,-57.64447394422508,C,C,167.12395799969093,-53.604323780594974,A,0
US,Married,E,A,-113.48707451546574,C,A,56.33669632021234,-62.577635700982405,B,0
Germany,Married,D,A,-192.4719965677354,B,E,186.6161511332756,-31.24909473851228,A,1
China,Divorced,A,C,39.52757992764122,E,E,24.351358937790994,-61.0004925208969,C,1
UK,Widowed,B,E,-126.18119274997737,E,D,36.70313635801749,49.271721793843724,C,0
US,Widowed,C,A,134.1143994038354,A,C,35.808808692444046,-32.42592485852101,A,1
US,Divorced,E,C,-9.082687515839064,A,E,55.435943895090276,-15.58386261421852,C,1
Mexico,Married,C,C,38.792953722949164,D,D,-5.040310664672532,-41.56991199397552,A,0
UK,Widowed,B,B,65.85550133248691,C,E,29.155444384208735,66.71272988884395,B,1
India,Single,E,A,-47.974970660384834,D,A,166.77227072330467,48.30255268929916,E,1
US,Widowed,C,D,90.17367913646133,E,B,86.65826954658031,106.89442351611014,A,0
Mexico,Married,A,B,-68.78911932385384,D,C,0.8839053149991847,110.95289843476444,C,0
China,Widowed,E,D,-52.44500920476823,D,B,-40.82814170854249,126.9166081626317,D,0
Brazil,Married,A,C,110.41506779388924,D,E,168.0075581383354,14.199834480698502,C,0
Germany,Divorced,C,C,-29.928901486352306,A,A,-126.5153044635305,241.5388923836451,C,1
UK,Married,B,B,28.291602344639717,C,B,285.9248875405613,-44.74117375926751,A,0
Mexico,Single,D,A,-72.70863340963106,D,C,85.96525391621775,-113.86738728447025,C,0
Brazil,Married,D,A,31.873045198676536,D,D,-136.98258400782348,-53.83582420544932,B,1
China,Married,A,C,-147.7783624279527,D,C,131.8621365576709,100.42774576654381,E,0
UK,Married,A,A,-188.87926444572065,E,D,54.004395604561886,-14.913334878774476,D,1
Other,Single,C,B,-94.97967721866878,C,D,-14.593186274895514,6.782738891129765,C,1
