AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
36-50,Bisexual,C,D,C,B,62.30124849926363,C,5.567309129126369,79.63577762931324,-224.8327387484813,-64.39625464805238,A,E,120.29813672181244,0
36-50,Bisexual,B,B,D,D,59.67741022126395,A,-62.20939661821788,19.98399523344379,50.305801721211296,-15.68882430338165,B,B,-18.608399283844804,1
51-65,Heterosexual,E,C,B,C,-90.95325819173587,A,-41.92071024017035,-150.64872815489366,-20.49824006239798,70.54851789854544,E,D,19.316713805701855,0
36-50,Bisexual,E,C,B,A,-55.60324449326271,D,-70.5711885172398,-87.76212315517792,-18.48316167280645,-40.61477170007544,E,D,171.6414590270538,0
18-25,Other,A,D,E,C,100.83438758004274,B,85.31302798283141,63.284002085907396,96.52002132244549,137.0856353014093,B,D,-144.23667218801975,1
18-25,Other,B,D,C,A,-25.862567769975026,D,108.52217552199339,217.43067704978674,36.00744014445142,-79.68208292495638,B,B,11.24376844668094,0
18-25,Heterosexual,A,B,A,D,-46.270801420599085,D,169.72780929353408,105.92327597043823,-36.190624566556274,-174.5449925963503,A,B,69.13099113298698,1
65+,Heterosexual,A,D,B,C,-112.45919759729681,C,75.10078592425234,-80.68260348966186,62.00350941305345,-45.98255177467779,A,A,-98.90035178622198,1
51-65,Heterosexual,D,D,C,A,159.65086458275667,C,-21.53325392985482,-9.060925594572186,-82.69202472962284,-127.70727038069569,D,A,40.837479551254575,1
51-65,Bisexual,E,B,B,B,118.75747476746552,D,-128.4614291974386,16.99640770593809,-76.40245605201599,47.38465105875805,D,C,-112.20252541407913,0
26-35,Heterosexual,B,D,D,B,-175.91484646640532,C,26.581059655956597,-149.70092694133783,-19.050129056421696,152.86294799469158,A,C,-155.46503205652948,0
36-50,Homosexual,B,E,B,E,-46.3948967018107,B,178.47501191601071,59.1964962689207,52.5335189258148,-157.34396256909048,A,B,110.02119803252062,1
36-50,Heterosexual,C,B,B,E,20.055276659759066,C,-34.87071589983023,3.9446639404296,44.48385000973938,-2.769883556065201,D,C,-54.92490309605106,1
26-35,Homosexual,B,E,B,C,-6.229648898125687,B,-76.56806237701768,-1.1126187647994468,-7.528561252034717,-31.450803499930043,E,B,78.60624786577878,0
36-50,Homosexual,D,A,B,C,54.917153473860736,C,-27.32088461509246,105.34771489670646,88.69539957495014,46.0994412860053,C,E,-92.40260385970456,0
36-50,Homosexual,A,B,A,A,92.13986473766049,E,-59.32351562296449,16.375500102238497,94.8867521983631,-36.42166491798816,A,A,-133.82345612020833,0
65+,Other,A,C,A,E,-108.18060082053029,D,119.50484958734584,-137.5572045592731,129.61182357554665,-141.05559233272643,E,B,-348.6125067397692,0
65+,Other,C,E,E,D,21.95426713349978,C,-2.5375705188071103,87.68632152194118,61.81780957219046,108.22179564067072,D,A,252.41399688354812,0
65+,Bisexual,B,D,A,C,15.947912539404662,C,81.02720862150103,226.49032614578363,16.015756058056713,173.8292297424885,E,E,-43.92843489242315,1
26-35,Bisexual,C,B,E,C,80.43331623571358,E,126.62339550256185,-31.545596658030078,-78.90203756258732,60.885838082510176,A,E,-13.487402242566517,1
51-65,Other,D,B,A,C,-51.245432644310455,E,-113.12991074697634,-106.220038125144,83.38284724592111,-24.57633054068609,B,D,115.17683282583103,1
36-50,Heterosexual,A,A,A,C,157.52269341452765,C,192.25311654311582,-158.3461867426676,-145.30042008682443,-88.32972770752215,B,B,-21.144153764240116,0
26-35,Other,D,E,E,E,-26.72440157540987,D,249.38672853495683,-53.445514699917,-57.351313981009525,11.852867900188878,D,E,43.76332952529932,1
18-25,Other,A,B,B,A,-118.85067039019906,C,-38.63199009350344,30.794915263987743,105.32241017369113,-23.282995082686114,D,D,-83.33681909108539,0
65+,Homosexual,C,B,B,B,218.5385335766267,C,-3.9129755385441936,-130.61253916846087,-86.17001553842111,-25.9899724691465,B,C,-35.57753732357269,0
65+,Bisexual,A,D,A,B,-1.2204563543614089,C,89.7773420228519,163.16599851246775,8.074571973484655,-62.27427500464696,A,B,-62.13415300934513,0
18-25,Heterosexual,D,C,B,A,-37.20528163873327,B,123.19723727891957,39.70419472406595,37.546368231733304,71.22223534418754,E,E,-23.661086424724385,0
51-65,Other,E,C,E,E,-151.8866620398015,A,98.16471501093693,-63.48441490180495,-4.392679290006396,67.74497632947593,D,D,-168.10791904140646,0
51-65,Heterosexual,A,A,A,D,14.227747800346979,C,42.90419327234687,-233.35313346423865,-92.53480665831678,16.97157171227906,A,D,2.0850268797738525,0
18-25,Heterosexual,E,C,A,D,-59.51733996825126,B,193.63135468054713,0.48101555445770805,88.96455466620618,44.581700339692176,A,A,19.828173947031686,1
26-35,Heterosexual,B,B,A,A,17.985223318224637,E,75.05193827284006,-126.37154226583563,-91.13556413171018,-256.42570666040154,E,E,60.09002222555857,1
26-35,Other,C,A,E,D,-33.53822105135397,A,-135.71264149841156,71.86176676929344,86.88327980141398,9.140816785352662,B,B,-245.9921666891539,1
26-35,Homosexual,E,B,E,A,-36.240264883707376,E,0.22863766413144687,-74.98301802510875,-77.02442569833353,-45.58568534257267,B,A,111.99120968576166,0
65+,Other,B,C,A,C,4.687762877459267,E,220.55895458476007,158.05546107986206,-46.71271125566417,37.1836184051334,D,E,-70.476822585616,1
36-50,Heterosexual,E,B,C,A,188.58779790583174,B,-108.16879319698059,135.22846413162512,107.40556388027116,12.689659281554952,B,A,-57.87236411298926,1
51-65,Homosexual,D,E,A,A,-21.229036538521918,E,1.982766857906407,108.25025742471057,24.98785740265156,46.60084806471761,B,B,-167.7146618886411,0
65+,Heterosexual,C,E,E,D,26.563085710347234,E,83.52894614899353,32.56629558202426,137.04727984767425,34.110950294583894,D,B,51.27156478113438,1
26-35,Heterosexual,D,B,D,A,158.03723570532375,D,-5.557050624526972,-36.34056184541975,-107.89151580820749,45.90819731913439,B,B,3.1737635420997985,0
18-25,Other,A,D,D,E,39.123603844859765,E,-149.70511706573916,-20.96995341927369,-39.16716481321861,-79.57440722061435,E,A,152.36237620566237,0
18-25,Bisexual,E,C,B,D,-11.177903893423766,E,103.97823277280796,-44.532383082649034,133.4486301738794,69.08336082048514,C,D,205.16176826334154,1
36-50,Heterosexual,D,A,C,B,72.5598507778832,C,134.7774689248942,-58.60118517640689,-83.91203101029566,131.82060822342942,C,C,133.5159188514839,1
18-25,Heterosexual,D,A,D,C,-120.34502260287776,B,-78.76938709409347,128.76611354683763,-28.44543135541464,37.69769227104539,A,D,24.38992302960164,1
18-25,Bisexual,E,E,C,C,-129.07981284895646,D,-97.06500285986274,58.51070441716634,46.56095407120878,38.56561466697424,B,A,39.95774705997489,1
51-65,Bisexual,D,C,B,B,-33.514616160265525,D,31.361156871984164,-10.19391769911592,4.557621171559243,-61.84119271596976,A,A,-46.30163797483846,1
65+,Heterosexual,E,A,D,A,29.79685773911262,C,15.464493954846006,69.77353138435838,-11.828044291091869,-75.89685500011073,B,B,-7.077269748386926,1
26-35,Heterosexual,E,D,E,E,-152.75148653678414,D,73.81930714944261,-135.4012975767647,272.0464533373524,91.63381370091996,B,C,107.9247628726499,0
18-25,Bisexual,B,C,B,B,135.9073439595923,A,-5.9906619696372285,97.13263516455217,-26.118941943488394,-55.69569929898037,B,C,-50.09703885950591,1
18-25,Heterosexual,E,D,C,B,27.310863141935304,E,125.20877529022118,90.78604956239907,193.494869975224,-64.92052281320694,A,D,-155.5332897574542,0
51-65,Homosexual,B,B,D,A,-121.40191480957607,C,2.885954800437288,-120.43892805076462,-7.269487748063465,-129.95601525425997,E,D,6.588068111027674,0
26-35,Bisexual,C,E,C,D,3.471370871225004,C,-76.62581583785665,57.74774007637055,-55.101003201009476,5.955991212024095,B,A,16.81267700930837,1
65+,Bisexual,B,A,D,E,-3.810014102817659,A,82.84761581297529,45.50896923680647,135.73937756996105,-46.82413808591979,E,A,-1.5097037366876365,1
51-65,Other,A,A,D,A,54.75878535597799,C,-35.64124349172922,-223.69898220462625,56.505742943101545,14.664020833836618,C,C,32.90558353024432,1
65+,Other,D,A,D,D,-4.77268907676147,E,-127.58850927799665,-8.591191613196134,228.43284565694734,-109.43750473913411,C,B,-88.92195506626871,1
18-25,Bisexual,D,A,A,B,35.85287371600122,B,-26.574097964106347,-84.67736206064028,-169.86525607429962,-69.17474696099313,C,D,83.45569830165343,0
26-35,Bisexual,A,B,A,B,-5.270864792511209,B,23.67109599740605,-115.67205781804648,-92.09162871476447,79.96136108626769,D,E,15.698394215745246,1
51-65,Other,A,D,C,C,42.00814786863151,E,-26.743806802272115,-73.18231107623822,33.6851290300022,-6.551392088753236,A,C,78.30052528078689,1
26-35,Heterosexual,C,C,C,C,27.998523158884414,A,10.300306988305428,11.633388716829378,-13.02182065291562,107.13640105303904,E,B,107.68829722651137,1
65+,Homosexual,C,B,C,C,-32.620539227766194,A,-14.839760109364322,-48.812243978915006,-168.3546699910494,113.69043215636519,A,D,-3.0176117789028964,1
36-50,Other,A,D,C,D,147.75928823614436,A,-73.84613844339171,-37.46054203676485,27.77515832315021,68.29120427045184,D,B,45.58978083169728,1
36-50,Heterosexual,C,D,C,B,-75.21507995600544,B,18.434114305693907,92.86557592943112,-105.73461988535968,-91.93244980292859,B,A,-23.734761250572607,0
36-50,Other,B,A,B,A,-15.048088395244466,C,-170.32042697743688,40.502259793433225,23.66217950140308,28.303239588709957,D,D,142.85780003251838,1
51-65,Bisexual,B,D,C,D,-72.6972064898099,E,-103.87590463873883,91.22038246225502,42.763632608115124,28.009910208933338,D,B,69.17685179797863,0
18-25,Other,C,E,E,A,60.18984624219694,B,-3.639814679829523,50.25741018009876,-70.92249375722018,-95.17238779029017,A,B,46.813160924650774,1
36-50,Other,A,E,D,D,-35.478829829881846,E,-85.55488426104824,111.3973439798758,21.74181166043399,-59.822619641787696,A,A,-48.03449862838948,0
36-50,Homosexual,E,B,B,E,108.00264746294089,A,37.86134408980043,-67.35320258414603,-65.49066232705039,19.550525570048272,C,E,-24.274781196709338,1
36-50,Homosexual,C,E,E,D,32.233738193639546,B,75.75114568678968,86.80392777428942,49.63530261924896,-81.19610784778426,A,B,31.86733809186788,1
26-35,Heterosexual,A,C,D,B,-94.99982151470947,B,81.40040576802829,-96.43229885089089,-56.63300892496853,-97.65635858848358,E,A,-82.95422760368538,1
26-35,Homosexual,D,B,C,C,67.40170373571496,E,116.54672774744425,-10.114656587331835,65.21344686957424,-42.06546978066875,E,E,-3.1518306855298093,1
51-65,Heterosexual,E,C,C,C,10.662462186497924,A,-83.60351028713167,183.1382068225065,119.30834455007226,95.59390015388057,E,A,-24.190768943771136,1
18-25,Other,B,D,D,C,-45.37402330610377,C,71.96249203761647,56.119995580689086,145.92463514452604,205.7127762469427,C,C,-49.13806365114111,0
65+,Bisexual,E,B,E,E,21.571933283022293,B,38.1039137214206,259.91818041875007,32.497504021437464,-110.38804842271625,E,B,10.620544772735862,1
36-50,Homosexual,D,D,A,B,45.433864133253884,A,-119.00264369787479,21.700884837537835,55.42390135344901,77.80325628877897,E,E,-49.397511145543774,0
65+,Other,E,D,A,D,-10.610401837843856,B,-74.56980896116995,-15.185147391959125,75.53080120862754,-45.20262874559862,B,A,-62.46525395259592,0
36-50,Homosexual,E,E,A,E,56.424927549728245,B,-56.19574117534742,20.687680069723648,47.00075788011976,-123.03948902515019,E,C,110.28060430345397,1
36-50,Other,B,D,C,A,-112.95870706275683,E,125.63791795500843,-61.681219621568786,158.14272154982083,-30.985366592232694,E,D,40.84377648571395,1
26-35,Homosexual,C,D,C,A,40.70963507371034,A,-88.78670395407087,-41.114663096087874,32.35843196525977,31.01953195254578,D,A,-51.7699441796278,1
65+,Heterosexual,C,B,C,A,-167.63062685717026,B,-22.804480882326768,-163.61813941625485,178.7687587025057,142.00767043329455,D,B,-1.44185859719849,0
36-50,Heterosexual,D,A,A,D,-0.9048864075570798,C,-100.58576030481588,144.92414991207528,165.28780128549988,236.4107141371592,D,E,-27.487226636492124,0
36-50,Homosexual,D,B,A,D,38.72317404290968,D,102.1407232322755,-133.36841089369895,89.07562448169531,129.3081318812672,A,C,88.63270832013082,1
65+,Homosexual,C,D,E,B,-126.07202997333262,C,-103.52020278279352,150.1148681367179,65.84005756945766,-217.36676971269105,C,B,83.89944399511701,0
18-25,Other,C,C,E,D,-104.72596633482974,E,129.79183061951528,104.09464797629762,-4.287493225214791,-84.19500748939654,C,D,-154.50095631543476,1
65+,Heterosexual,B,B,D,D,-164.58888671029192,D,87.1517494697865,-9.81967844868172,-10.301662027649595,-21.880783693409157,E,E,47.291982321537176,1
18-25,Other,A,B,E,D,43.70938812539384,B,33.61824577606537,-139.20867168340746,-45.53922924313647,-60.9656334424985,B,C,39.65157527959969,1
65+,Homosexual,E,B,B,C,69.88124304848769,C,2.6233985425467425,-115.85718066035452,-65.12883449694358,-33.905238486967484,D,E,42.56876349053994,1
18-25,Other,D,B,E,C,-39.053473733934666,B,-174.68345108074968,0.18113847663498375,-1.9118082142779838,-12.119752348580324,D,B,-76.08689907841443,0
65+,Homosexual,C,B,E,E,53.61759536999936,A,-76.12133243418843,-45.617064164270964,43.83512133729904,47.19018117205142,E,E,-97.31965327907699,1
36-50,Homosexual,B,B,A,B,-31.605059028035427,C,44.53082858183247,-90.24730291886735,-26.642371421416826,37.23741152250197,C,E,18.39700433632812,1
26-35,Heterosexual,E,C,D,B,-47.29082649218425,D,-12.340586050295837,35.7078001534234,-39.69691577787554,-83.48236195627474,D,D,-73.75168627425623,0
36-50,Bisexual,D,A,B,E,74.11441099571448,E,-129.32251612535424,198.39488075699904,-124.68125606536672,-20.156416546478404,B,B,-96.25855597944259,0
51-65,Homosexual,C,C,C,D,2.453217617231647,E,72.10915745994663,105.69153869379338,164.92836874250793,-33.378807261085,D,C,-56.94542430635218,0
18-25,Heterosexual,B,D,C,A,188.11102115967836,B,-14.492764928111926,-1.0308729333366904,-27.31545384982898,-99.64786064351014,D,D,87.62217013097802,0
51-65,Bisexual,B,E,B,D,-256.9270647142775,B,0.3627288629912595,46.22630628389763,33.24060729466339,-40.69319340062005,A,E,141.9452799971655,0
36-50,Homosexual,E,C,B,B,86.2206915112015,D,19.031240509555904,-49.67880476271212,208.03040378256995,-65.88696474927445,B,E,-120.45064817248836,1
26-35,Other,A,D,C,D,19.661212532330467,D,24.326957648921766,80.4544266879247,97.01771052679881,-99.76568720071178,C,C,188.38850548267493,0
51-65,Other,A,D,B,D,-175.29644976029414,B,57.67133446086463,88.1295989711352,-162.43651767286576,-128.8975338829515,E,D,-94.15350723080975,0
51-65,Bisexual,D,D,E,B,112.06405204150481,A,224.1569508534093,-32.70441547525905,-214.15363824788994,-28.813457780274554,E,E,-142.32057783583193,1
18-25,Bisexual,D,D,B,E,240.86426780614616,A,57.859109127896836,-30.899763856923805,74.04957756270987,7.577568070002593,D,E,-17.22841563896629,0
36-50,Heterosexual,D,B,B,A,-29.680601978667916,A,-11.193446691762603,64.39615492867512,227.6151664975411,-154.69190455705555,A,C,9.394910495177527,0
18-25,Other,A,C,E,B,-81.61311994043639,D,-90.81820775247012,-61.73572127182607,-30.92439666833391,4.2317560664607266,A,A,-203.30137270994962,0
26-35,Heterosexual,E,B,E,E,-89.65761110677039,B,-65.81284014951608,113.17788433272553,-97.0664519368722,-12.443877958719277,E,A,181.45302581999542,0
18-25,Heterosexual,B,D,C,D,-9.061491746302794,D,-114.83088828607708,47.93599096707701,-127.57895900208823,-18.915436959326186,A,D,97.42455030739508,1
36-50,Bisexual,A,B,A,D,113.74372507148,D,97.75480744016862,42.55370249308862,25.28379181164172,-117.61327737278158,D,C,-33.16266387147631,1
36-50,Homosexual,A,E,E,D,-134.75942951373986,A,-15.97804480358602,14.325340863858468,86.18010817276365,-46.81658031958881,E,D,-170.03782562206206,0
26-35,Homosexual,A,C,E,D,-10.221275700413871,C,36.61009631641892,14.795810854262223,-47.87518797165512,-154.3255914206117,C,E,166.23011798034298,1
51-65,Heterosexual,B,A,B,D,-61.546690140676105,B,29.69869808833242,-113.37976880670004,6.375472842628997,130.805686542898,A,E,80.42649201232017,0
18-25,Bisexual,D,B,D,E,38.41531768053555,C,-118.81923217708814,30.882810976793213,-160.6643492451098,113.06176761160742,E,A,14.547244278358864,1
26-35,Heterosexual,D,D,B,E,-38.84337777769044,A,-143.65074836274917,63.37109962422184,-61.592815112283574,79.45121287765198,D,E,12.774760725196673,1
65+,Other,B,A,D,A,11.695171171343782,B,123.09890434069959,-43.758468524009444,-10.543494280796693,77.92237658120638,E,D,-115.83861317447644,1
51-65,Homosexual,D,B,E,E,56.60610918270809,E,-84.92688250722969,33.33662350887015,156.1198180350064,-62.57529751875908,D,B,86.9965928202962,1
26-35,Heterosexual,D,B,B,A,-78.72629188670247,C,-15.359831719156025,16.1431471515985,117.96645613304686,28.62318176690285,D,B,-181.50318942944304,1
65+,Bisexual,D,C,B,A,-63.50201057841463,C,15.623388561475698,114.65531588905762,60.032580364497726,85.29322944700934,D,E,176.21538533304087,1
36-50,Bisexual,C,B,C,D,-0.5792077861766944,A,-14.690759484350824,-9.129027695471892,74.22484506993734,-95.44382331445784,B,A,-50.364545503657745,1
51-65,Other,C,D,B,B,-138.2227023277339,D,111.50615084117402,-13.56275201637419,128.14017656656546,171.19766225763078,A,D,-173.73537189829116,1
36-50,Heterosexual,B,A,C,D,60.159781730138725,D,22.08773709133731,-156.70200183406232,49.616210080061634,90.63179552012465,D,C,-90.85552651740632,0
36-50,Bisexual,A,E,D,B,99.13026863585884,A,-30.002051710716536,169.87501950248682,-19.33525101685789,-62.08916651682163,A,A,-8.536191891024053,0
36-50,Other,D,C,A,A,40.042095536014536,C,-128.23214973966174,27.6564418880954,-101.63020149111144,71.2534985542095,D,D,-36.994543352757994,0
26-35,Other,D,E,B,E,48.32216036122021,E,88.57363371431501,163.89809464154027,-220.82885089240042,192.00659678930063,C,E,-56.55967543340389,0
36-50,Other,B,D,B,A,-206.18666228100625,E,-121.43006147998823,-49.516938134343185,68.50962214912882,37.40510252158964,B,B,63.61272804205013,0
51-65,Other,E,B,D,A,-77.67451935138193,A,-130.17850988344358,-137.04223688788665,-8.541464829515023,45.49421256425246,D,A,-5.2052946292251,0
18-25,Homosexual,A,B,A,B,3.2654788433917914,A,-62.11560285402565,-106.99494419034026,-34.08676870074798,-60.644238139203885,B,D,-1.644891771743996,1
26-35,Heterosexual,B,A,B,E,31.697216739042894,B,-34.97559555100966,-13.805611809013385,-59.63491207417072,12.108824961854285,A,D,77.89538708251492,0
26-35,Bisexual,E,E,E,D,29.814578828671088,C,44.023480521783476,-89.32668602719754,11.033420521728269,15.421862553362221,D,B,115.98725779837918,1
18-25,Homosexual,C,E,B,C,45.04625846866707,D,4.584309229167015,-146.83196893940928,-8.840242950378057,-98.45869558470498,A,B,-82.84300590077663,1
65+,Bisexual,C,D,E,B,55.17177754335797,A,19.478668912324988,3.2982842655442024,11.088429215480293,-112.99563527541186,C,E,-78.65251691137799,0
18-25,Homosexual,E,A,E,D,157.86559196652922,B,-68.74679907960316,-8.538713207618764,-30.403263797269748,24.299985646260446,D,E,-48.99064951635489,0
36-50,Bisexual,A,A,A,C,114.98384498082484,E,74.9180970206329,46.775065575752066,141.47578716355986,28.043267116346065,B,D,-46.48397777182424,1
26-35,Other,B,E,C,A,-85.07085028845755,D,44.817593389898256,-45.34345591227271,-81.42090969875389,-126.04128391003464,D,A,-215.7709480123889,0
65+,Homosexual,C,B,A,C,1.8742876589096056,A,-68.4458026091611,-60.27717307609283,-63.41099573587547,75.60952013315905,C,A,62.19444021732228,0
51-65,Other,D,B,A,A,-61.40412902566871,D,77.03887634479635,-4.91939869729222,52.339050389022525,70.8173453992314,C,B,5.352821877112455,1
51-65,Heterosexual,B,A,C,A,166.44926491680732,E,-120.040539294221,-48.599202794970104,-121.99256908222382,58.93085319184892,B,E,-15.143982599596107,0
