sex,marital_status,age_range,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,Single,26-35,None,70.04576011491714,E,D,D,B,D,C,E,-64.57108300750069,A,-37.48471981569521,-125.657333183826,1
Other,Married,65+,Muslim,104.50918085732445,C,E,C,A,C,B,E,-79.39929871809987,A,-27.787685220039315,-88.21609572880674,1
Non-binary,Widowed,51-65,Christian,66.78581458485772,D,D,E,C,C,B,B,-110.83441094670196,A,-37.60407021124957,-63.78332053303992,1
Other,Married,18-25,Other,65.40193014944671,B,B,E,D,B,A,C,-58.23664977958014,A,-18.311470286343123,171.6476130116203,0
Male,Divorced,36-50,Hindu,-54.27406215673507,A,D,B,D,C,B,E,36.59966991350586,B,73.81951136228838,54.69424066432088,1
Non-binary,Widowed,26-35,Buddhist,52.15515335296473,D,B,D,E,D,B,D,46.17986279457688,E,108.03204814015159,34.613682972133795,1
M,Widowed,65+,Christian,79.59790170936733,E,B,B,D,E,D,E,3.647355296154404,D,-92.78257405252805,-26.779029965168416,1
M,Married,36-50,None,-15.912751381125656,A,E,D,D,E,C,A,166.6621572203899,B,-68.83114745414632,140.8059536947505,0
Male,Single,36-50,Buddhist,202.13208745016527,C,B,D,D,D,D,C,-22.79893580069992,D,20.375778473284832,30.49419459266781,0
Non-binary,Widowed,51-65,Other,-67.35902987594122,B,B,C,D,A,D,D,0.7481097837699722,A,77.32286941825994,75.92471620101949,1
M,Divorced,36-50,Muslim,-81.23451741811922,C,C,A,E,B,E,B,-117.36553753513218,D,-164.88650323110883,-73.42179802132861,0
Female,Married,26-35,None,128.82849619898883,D,B,B,A,A,B,D,26.717575821986827,D,35.123268909246704,-10.249828608038477,0
Male,Widowed,26-35,None,60.54832878223066,E,D,C,A,C,C,D,1.9014562931762717,A,-18.46546418349924,90.05216432994426,1
Male,Married,65+,Buddhist,-63.031983807737504,C,A,C,E,D,A,A,-59.03741096883912,D,-30.8424048341488,-55.48938846153811,0
Female,Married,51-65,Jewish,42.838603283152494,A,B,B,A,B,B,B,115.36071213113983,D,43.28803468193342,91.23311435340669,1
Non-binary,Single,65+,Buddhist,16.46728124026177,B,C,A,C,A,A,D,-143.4814968959558,D,34.87434858902618,-33.446266161394824,0
Male,Widowed,18-25,None,61.303909149250835,B,C,E,D,E,C,E,-82.39075793025211,C,76.19674883928052,-83.97281023511982,1
Male,Divorced,26-35,Hindu,134.86780308885835,D,E,C,B,A,E,E,-47.29681788977873,D,-57.70606155285603,7.539157009574268,0
Female,Divorced,65+,Buddhist,-233.05450374298547,D,B,C,E,A,B,E,-49.22413738020977,D,28.44936575188385,-14.42119632477403,0
Male,Widowed,51-65,None,-69.55212880166232,C,B,B,D,B,C,E,-131.84982361217106,D,83.30844525204482,62.108300645412776,1
F,Widowed,65+,Muslim,-18.915512934318844,E,B,C,D,A,D,A,-148.71779844178107,C,43.61797959947958,172.96850099762898,1
Other,Divorced,18-25,Hindu,39.33466752257339,E,C,C,E,B,C,E,172.70972727439593,A,22.39608244322274,-50.81537658799876,0
Non-binary,Widowed,26-35,Christian,-15.828172191113273,E,A,C,B,B,B,C,192.46490839163465,E,-32.862488329859765,27.773246184600914,1
Other,Divorced,18-25,None,-59.29111696306889,C,C,D,D,E,E,B,64.851110802542,C,-18.064960546167733,15.507722460335305,0
M,Divorced,26-35,Buddhist,184.59332869373955,E,C,C,E,E,E,E,-15.291282944223111,E,160.54373253256057,-33.11183605598748,0
Non-binary,Single,36-50,Muslim,-78.38045209501612,D,C,D,A,A,E,B,-124.57288453494752,B,-109.40878679404253,-102.32084294468149,1
M,Married,26-35,None,106.05824976442362,B,E,E,E,D,C,B,-26.200009873153135,C,5.50187916071112,105.21182350416456,1
Non-binary,Divorced,18-25,Hindu,-34.20026872054709,B,D,A,C,B,A,D,-246.71068112042565,C,15.152773939285446,-99.06964011687944,1
Male,Married,36-50,Other,-45.37763653530917,C,B,A,A,E,A,D,62.537452964986564,A,-114.34358451362814,-97.45974807036293,1
Male,Married,65+,Jewish,36.83950525130552,C,B,B,B,A,E,E,-131.93805513138855,B,34.02019635708422,59.20728052081516,0
Female,Single,51-65,None,99.01613635175835,E,D,D,C,B,B,B,-125.79932977063257,E,-102.74492103268527,-105.30366389282588,1
M,Widowed,36-50,Hindu,-33.83131300397339,C,D,B,B,B,C,D,-103.39765834493495,D,84.93077212145916,-33.627692567027175,1
Non-binary,Married,26-35,Muslim,51.03608503446425,D,B,E,D,E,A,C,-6.380175982009215,A,20.739500621989055,-0.502740528103674,0
Female,Single,36-50,Buddhist,-69.795543768921,E,B,C,B,B,C,D,17.21813917599342,D,-88.96074474111202,-111.69125010339513,1
Other,Widowed,18-25,Muslim,-55.198349298865935,D,B,D,E,A,E,D,-38.917820446133895,D,71.78680711957163,74.3310973887658,0
Other,Widowed,36-50,Muslim,127.81636231124989,A,B,B,B,C,C,C,46.69240856650328,A,-54.46315818258507,-352.36046460748594,1
Female,Single,51-65,None,92.86952282193653,E,E,D,C,E,C,C,88.59027727239321,B,40.6993275723088,38.63345104691103,0
Non-binary,Widowed,65+,Jewish,170.08817115130006,A,C,E,C,E,C,C,-78.01159071985299,A,59.07823695231045,74.27672002157493,0
F,Single,26-35,Other,118.0784497266735,C,D,B,A,D,C,C,182.78929737316278,A,-19.87012124271017,103.32229324592149,0
F,Single,36-50,Muslim,13.022894095954882,B,D,E,B,E,C,C,55.52225701008901,D,130.029189879482,93.10851261454036,0
M,Single,18-25,Muslim,-48.68384505599318,A,E,C,B,B,E,D,55.49294511452758,C,42.62533142425682,205.57070983220447,0
F,Single,18-25,Muslim,-4.031900276669105,A,C,C,E,B,C,E,152.04470054953288,A,37.2763039158765,10.699960412988913,0
F,Single,65+,Christian,28.01766227437631,E,D,C,E,B,A,D,45.09127208224051,D,-103.53564333510228,-59.209758873358545,0
Other,Divorced,65+,Jewish,15.180689039114906,D,D,C,B,C,D,D,-140.16888439615036,E,-10.52231186062295,19.77236321938362,1
Non-binary,Married,65+,Muslim,-236.71098577347448,E,B,B,D,C,C,E,81.69767203831111,A,24.970042985579433,233.3388972996169,0
Non-binary,Single,65+,Other,-32.822483688045494,D,B,D,E,C,E,D,-59.52165192068881,D,118.03806683172718,32.61458280191537,1
Other,Widowed,18-25,Christian,4.54257830312855,D,A,C,A,A,E,E,-135.97760273071873,B,-16.302850208217727,180.30620512765006,1
Non-binary,Widowed,36-50,Jewish,64.93838653857217,B,D,D,C,B,D,B,3.427429322163729,A,151.9534695919627,-81.45586237512474,1
Female,Widowed,26-35,Muslim,-21.98739226937833,D,D,A,C,D,E,A,92.54169229603654,D,81.85873934078496,35.53780284691751,0
M,Married,65+,None,-104.39956960696122,E,A,B,E,E,D,D,-55.17509207083556,B,-13.986698378270408,135.4650436485283,1
F,Married,65+,Muslim,-24.18378042831594,C,B,B,A,E,D,B,148.27857930500556,E,75.68412228673228,113.25730093586309,0
F,Divorced,26-35,Christian,4.064580120950494,A,B,D,C,E,B,D,-49.78463104867832,B,-99.2482882484589,40.9216001630758,0
Non-binary,Widowed,65+,Christian,26.97644679060136,A,B,B,E,C,E,A,147.899712302455,A,164.19549387223262,-23.485521299777044,1
M,Divorced,36-50,Buddhist,73.89833100795855,B,D,C,C,D,B,B,-159.53027105180092,E,-15.967473497625868,-42.721806394725654,0
F,Divorced,26-35,Other,122.25871427182832,A,D,A,A,B,D,A,-33.089738484148754,A,65.25564361645094,140.10362179121674,0
Non-binary,Single,18-25,Christian,-89.8284752305329,C,D,B,A,D,D,D,-73.95216974374702,B,252.753410718213,-38.39693987640976,0
Female,Divorced,36-50,Other,18.77882294059738,B,A,B,C,A,C,E,-1.8910075586234496,C,83.23911521655978,-174.10011465635276,1
M,Divorced,65+,Muslim,-28.674504481064922,C,A,D,D,B,E,D,-27.49267444168141,A,-191.36990545184545,-0.8275888368102036,1
Male,Divorced,65+,Hindu,52.557200849101434,D,D,B,D,B,E,D,-17.479234003126894,B,-126.1976733417438,84.18750663711441,1
Male,Married,26-35,Hindu,1.1120094165299081,A,C,D,E,B,A,B,127.09133270414831,E,-99.33399999215176,-168.62944326214912,1
Non-binary,Single,26-35,Jewish,-134.66704423499897,C,D,B,D,A,B,E,-233.3114602533615,A,41.609945080154056,-55.59965579020314,0
Other,Widowed,65+,Muslim,-73.5987319292753,E,C,E,C,B,B,D,102.87754422640178,D,-89.49324358067004,169.13835640292646,1
Female,Widowed,18-25,Christian,21.629575486583256,A,B,B,E,B,A,D,132.34561527128142,B,105.43033007519273,-74.4583820262348,0
Non-binary,Married,36-50,Christian,-43.18215837585762,C,D,C,E,C,D,B,13.25622277828684,B,187.9061340090436,-125.51277229830413,0
F,Divorced,65+,Hindu,-67.88780422601609,D,A,C,A,A,D,C,-118.970600950569,A,121.33004867392079,-43.01760393263718,1
M,Widowed,18-25,Buddhist,155.57846716101287,B,C,B,D,A,B,D,183.19555850767568,B,-88.27321108476795,91.74824707895975,1
Male,Married,65+,Christian,16.462646732655447,D,B,D,C,E,D,E,-87.22098540778683,A,3.5646154434177313,86.34735841739189,0
Female,Widowed,51-65,Other,-286.29360202451346,E,E,B,E,B,E,E,-38.21649323252399,B,45.89462211092965,188.75459307697247,0
Non-binary,Widowed,26-35,Other,1.2917405894460432,A,C,A,D,A,C,B,-162.7794006310215,A,-25.08537468383108,33.7885331692488,1
F,Single,36-50,Muslim,114.97439583498368,A,A,A,E,D,B,C,115.61254803478545,D,44.63618337593068,-23.203654096854812,1
F,Widowed,26-35,Hindu,-51.53317022984402,E,B,A,B,B,A,B,187.16810703610983,C,30.476245926413952,-35.88227209748284,0
Other,Single,26-35,Muslim,184.5768219974858,E,D,D,E,A,B,B,-7.388548992171868,A,-100.83357716989086,186.0868135337612,1
Male,Widowed,18-25,Buddhist,55.99031210732732,D,E,A,D,B,D,E,-172.1536523922305,C,-22.56951806712936,-183.43917090454588,1
Other,Married,36-50,Muslim,-236.19064703927384,A,B,B,D,C,E,E,100.8056056528078,B,-94.06240752380174,-33.275784354423514,0
Female,Single,65+,Muslim,9.2192048343408,C,D,C,D,E,A,B,-37.9091084010172,A,-55.110113545130964,93.6905387594995,0
Female,Divorced,65+,Buddhist,11.148160300664237,A,D,A,A,D,E,D,36.648080866564044,A,-186.71241267243215,21.185699560426016,0
Non-binary,Single,36-50,Jewish,31.09343428758109,E,B,D,C,E,A,C,54.801486151791124,A,25.335518428790536,-71.94227216459683,1
M,Married,65+,Hindu,126.43732595900588,E,E,B,E,E,A,E,91.47703524898357,C,-36.833273689585496,-28.054159544671357,1
Other,Divorced,51-65,Other,-11.140145678081941,B,A,B,A,E,A,D,107.02952300896025,B,136.44263418888792,-76.0109374228295,1
M,Married,18-25,Hindu,126.3634256385467,D,C,D,B,B,D,B,15.212345005891411,C,94.9062362043923,-264.93367816144035,1
Other,Married,26-35,Christian,56.386345434033615,A,C,E,B,B,D,E,-122.95026982522303,E,-116.76530873679138,-22.045977879563274,1
Non-binary,Divorced,36-50,Hindu,124.80058565841827,D,B,E,B,A,C,C,-102.78334531188503,E,-75.26853027792161,81.49114053291208,1
M,Widowed,26-35,Christian,151.08821772192186,C,C,E,E,C,E,D,-18.988215109447367,C,103.3426820875007,37.45857788931341,0
Female,Single,26-35,Buddhist,4.396415474670852,B,C,E,D,C,C,E,-0.6445686828804646,C,34.41585192210804,6.187710340122445,0
Other,Married,18-25,None,83.95954819004325,B,A,A,C,D,A,C,-51.82219993293786,A,19.816783443729047,30.316788880171874,1
Female,Divorced,51-65,Hindu,-68.55288015393498,D,D,B,D,D,B,C,-95.44261682779913,B,130.14107010603718,71.80956776577887,0
F,Divorced,36-50,Christian,-2.613775498263673,E,A,A,E,D,A,C,-55.91654343612527,B,177.13880576307008,-6.050647651152849,1
Male,Married,65+,Hindu,-38.15212375141101,C,A,B,D,A,B,A,-150.93154925970978,A,-31.9140949419483,8.83437221032996,1
Male,Divorced,26-35,Buddhist,36.70506534996807,B,B,D,E,B,D,D,38.08159718127889,B,-114.9399238902179,-64.5046673773712,1
F,Divorced,26-35,None,117.54795702034345,E,E,C,D,C,C,E,-134.40295126482619,E,131.1067411017116,45.29648909751406,1
M,Single,65+,Christian,146.25376241051936,C,B,B,B,E,E,D,-20.393133235716547,D,19.7177640706564,-41.05250151337244,0
Female,Divorced,65+,Other,-17.40610795275031,D,B,C,E,B,A,D,-3.186131652014597,E,47.67186081036976,42.52367226577311,0
Female,Married,51-65,Muslim,11.25902501158898,B,B,A,E,B,A,E,-65.39514788689955,E,-215.10284282911067,-339.21320524228094,0
F,Single,65+,Jewish,33.78825815737326,B,A,A,B,E,E,B,-80.42994991839481,A,-102.44790721781906,1.6156268770015314,0
Male,Married,51-65,Other,140.23397232452874,B,E,D,B,A,B,A,-89.27749349306181,A,62.59379746092477,-132.57307212427955,0
Female,Single,26-35,None,-114.46081393035766,B,C,B,D,C,E,A,218.21454508162904,A,43.211333354700066,77.3179847569245,0
Non-binary,Married,36-50,Buddhist,78.13141860067968,C,D,D,A,C,B,E,-2.339810899281435,B,-20.218197893630286,-15.387416223249959,1
M,Married,26-35,Other,52.11616594226377,C,B,A,B,B,D,A,108.8774309756624,A,-36.8344574701302,-7.750279225495167,0
F,Married,26-35,Hindu,47.45414036590665,A,A,D,B,A,E,E,-17.324941252704008,B,56.62207512052267,-92.91127556194083,0
Male,Widowed,51-65,Christian,-143.6412904663658,A,C,B,D,C,A,E,-158.27522092952427,E,-95.00311491576166,53.2535476247469,0
Other,Divorced,26-35,Buddhist,150.05102451237983,B,E,C,A,E,A,D,-231.11425634624828,B,-36.01676884933966,-185.4462812172048,0
Female,Single,65+,Muslim,-27.29455410707426,B,B,B,C,D,A,A,198.49787029400184,E,-129.94066379125007,-63.97685361039487,1
Female,Married,26-35,Hindu,168.5753541222789,D,C,B,C,C,C,A,-41.98304803413056,B,115.06524132365168,-156.3930823740542,0
M,Widowed,18-25,Jewish,-47.27625140753437,B,B,A,A,E,A,C,230.33024308635635,C,169.82541216956358,0.05515787267981972,0
Non-binary,Divorced,36-50,None,19.006864122357594,B,C,D,B,A,A,A,59.60159905019089,B,159.3719313740441,-103.9931233681208,1
M,Single,26-35,None,-103.93531036419519,C,C,A,D,D,E,D,74.17342189077488,C,39.950164947423616,-44.79325687532731,1
Female,Married,18-25,None,108.27705040693685,E,A,A,B,A,A,C,104.61812838975221,D,-205.80713352790573,2.6665404484907946,0
Other,Divorced,18-25,Other,-124.90362290428969,A,B,E,E,D,B,D,-157.53985820485877,D,-140.97103614904623,132.7401114419353,1
F,Single,18-25,None,63.48305370496556,D,B,B,B,D,D,D,-17.082765852938632,D,42.94798462881466,24.881902184528823,0
F,Widowed,18-25,None,-44.349753950851145,C,B,C,C,E,E,D,-66.37062560543642,A,72.68740296870405,-177.24030143720486,0
Non-binary,Single,51-65,Other,-64.20573490200296,A,E,A,E,D,A,B,121.17628422997315,D,79.36892721650983,-191.6963915948046,1
Male,Single,26-35,Christian,93.54064199094043,E,D,C,B,D,B,D,85.80052037176988,E,-84.07220417336366,-39.69018389348177,1
Other,Widowed,65+,None,-45.34354108266637,D,E,D,E,B,E,E,86.4324759491086,D,84.84717027313357,128.23585537826102,0
Male,Widowed,36-50,Hindu,76.28412241998235,E,C,D,D,E,C,D,-139.18435695282867,E,-74.56787164741499,-15.535231374935934,1
Female,Single,51-65,Muslim,195.00006142362477,A,A,D,E,A,A,A,-78.16883276592934,B,-97.3980413791552,-166.44673002185203,1
Female,Widowed,51-65,Jewish,-82.36608703276649,B,B,C,C,B,C,A,-200.13756070762904,A,171.66077311984503,75.0564536013308,1
Other,Single,26-35,Buddhist,39.72740764393046,E,A,C,B,B,E,D,-128.86797405001528,E,-87.39192368985161,39.950306882687,1
Non-binary,Divorced,18-25,Muslim,137.50582047929097,B,B,C,C,B,E,D,22.98243330347064,C,57.72068955741163,-160.4441440977233,0
F,Widowed,65+,Buddhist,-6.787353464621923,E,E,B,E,B,A,A,-4.800232262236658,C,96.27580458040514,245.97421844559153,1
Female,Married,65+,Buddhist,122.06420866297898,C,C,E,E,D,E,E,102.35558230056327,B,-85.16269907070568,71.8369954160901,1
Non-binary,Single,51-65,Christian,-129.2600589680679,A,C,D,A,C,D,E,-9.036646764290715,B,-14.823513149616863,30.076275051743508,1
Male,Divorced,18-25,Jewish,171.71143545194823,B,D,B,C,C,C,E,36.57785347463805,A,-159.66656753625136,41.07026015958486,0
Male,Divorced,36-50,Buddhist,-149.1832643544312,E,D,E,A,A,E,B,28.59413583256788,D,-60.880653681519334,-130.83713134861677,0
Male,Widowed,36-50,Christian,-155.38987762833045,C,A,E,D,B,C,D,-90.85593647088098,C,-120.61637565834732,8.153066398555584,0
Male,Single,51-65,Buddhist,-61.47368676587009,E,B,C,C,A,A,E,-53.232676350743446,B,4.05691457621481,-58.9191585488963,1
Non-binary,Single,36-50,Jewish,-99.6483698168241,C,C,A,D,C,E,E,48.88682726603293,B,-41.094868401197104,-3.4932665711390025,1
Other,Widowed,18-25,Other,127.51663044446715,E,D,D,D,C,C,E,-119.36819558613321,C,104.31410953874574,-53.468711182806736,0
Other,Single,26-35,Hindu,-95.91643114093196,A,D,A,D,A,B,B,6.589860191895836,A,24.166445103934386,-5.201523438599447,0
Other,Divorced,18-25,None,-31.966326891343737,E,D,D,B,A,B,B,-95.98076932170902,A,93.11055204077505,8.102640374791518,0
M,Widowed,51-65,Jewish,-74.45420497634457,E,D,B,A,B,D,B,-139.87031080965158,A,-185.73681118003464,12.21952657406984,0
Non-binary,Widowed,36-50,Hindu,45.54586592400062,D,A,D,E,E,A,A,-228.9050212125226,B,-55.316903961718666,123.60500120830112,1
Other,Married,18-25,Buddhist,5.270019458061405,A,D,C,A,D,E,B,71.64522952978388,E,119.67559889297412,-35.146715021069554,0
Non-binary,Single,65+,Christian,91.69438319227994,A,C,C,B,C,A,C,-91.74405383545317,A,99.32809406489493,89.97673260971536,0
M,Married,18-25,Muslim,-30.115219272039827,A,C,C,E,B,C,E,-81.17558132867086,E,17.389879470567426,-59.74381222626797,0
Female,Single,36-50,None,-93.14056598022034,C,D,C,C,B,B,D,35.96623505150601,E,229.16149447074488,6.317686769343514,0
F,Single,65+,None,45.04432176127088,A,E,B,D,D,A,A,-29.44301990959749,E,-37.13971291761667,-78.50015016711497,0
Female,Divorced,26-35,Other,-2.009482629536116,B,B,C,D,D,C,B,-8.51750025094181,D,130.63299517229464,154.5431501132408,0
M,Single,65+,Muslim,26.313245357651905,C,B,A,C,B,B,D,19.28761071611507,B,207.57500325704177,72.81794328441109,0
Female,Married,26-35,Muslim,83.84805987618566,A,A,E,D,B,C,C,109.94159073564056,B,24.235580061466997,159.9853014884188,1
M,Single,26-35,Muslim,-38.11129435332792,A,C,C,C,A,E,C,-55.27012632914321,C,55.24740113735799,114.95809115259125,0
Other,Single,18-25,Muslim,-121.13250790469951,D,A,E,C,B,D,B,29.648354076657434,D,-64.88866248763688,-83.21000297472084,1
Non-binary,Divorced,26-35,Christian,-86.4893676948708,C,D,A,E,C,C,C,-62.610506643938905,B,-33.06184736620663,-169.2305735583697,1
Other,Married,18-25,Christian,-130.51155029756518,E,C,E,E,D,E,E,100.77262125307524,A,120.66383867737274,78.19802915669284,0
Male,Married,18-25,Jewish,21.620663485744437,C,A,C,C,A,A,E,-247.3462087559658,B,-37.23864568054026,-45.182269970279535,0
Other,Single,51-65,Muslim,-29.429199877774625,C,B,C,B,C,D,C,-127.44316821603572,D,-124.44564070388057,-155.93347657335187,1
Non-binary,Single,65+,Christian,21.281637898542222,D,E,A,B,D,D,B,-63.13253584369526,D,29.248007644895235,27.047217245827916,0
M,Married,26-35,Christian,-186.70290578019845,A,C,A,A,C,E,C,95.87100576577788,C,-37.716132874394624,59.4012847225722,1
Non-binary,Married,65+,Hindu,149.80778592041167,A,C,C,A,A,E,A,15.753670515293795,D,12.596813250207065,-70.7904787045828,1
M,Married,51-65,Muslim,87.63039249088052,B,E,E,C,A,C,D,-110.64136819346948,A,-48.18473206523491,43.555071607527424,0
Other,Widowed,51-65,Buddhist,-125.19690047213945,E,B,C,E,B,E,C,55.89217686518264,E,81.54060883022211,147.35361566163064,1
M,Married,51-65,Other,-72.3365112554266,D,D,B,A,A,B,A,106.38829562372764,B,-103.77135429605728,52.884741557272676,1
Non-binary,Married,36-50,Christian,-145.5901842425244,B,D,B,B,D,D,B,-150.40228653202146,E,-102.95602988381756,131.82863335259208,0
Male,Widowed,18-25,Muslim,-22.161822702241277,C,D,C,E,C,D,B,-28.232988198882097,A,72.5650460029451,-57.23177839553644,1
F,Divorced,65+,Hindu,90.0887933606149,D,B,D,E,B,E,A,123.2957462714754,C,87.90770036996352,-127.91717955505479,0
F,Widowed,26-35,Jewish,-100.4742140144125,A,B,B,D,A,D,D,-112.39976978523534,A,34.014384023712715,-15.266378480891035,0
Other,Divorced,65+,Christian,-39.89936228673935,B,E,D,D,E,D,D,0.6228846617849338,E,-10.623560604583213,65.56201541047855,1
Other,Widowed,65+,Hindu,-106.0051912288477,E,E,E,A,D,C,C,3.5548410391811327,E,84.75600960335659,-11.974143183323452,1
F,Single,26-35,Buddhist,36.81594879062379,D,D,A,B,E,A,B,-59.265287375165585,C,-34.17852666833588,-75.38823176015457,0
Other,Widowed,26-35,Hindu,-12.470476774195188,C,D,B,C,A,B,D,73.08612266777774,B,-34.52175926596338,6.897939793388846,0
F,Married,51-65,None,218.64531501005638,D,E,E,A,C,D,B,90.95839769289294,E,177.98746755683695,64.10904156575835,1
Male,Widowed,18-25,Buddhist,101.05714489292885,A,A,A,D,E,A,E,293.1168634349204,D,-10.705555761783291,84.93555082863232,1
Male,Married,36-50,Jewish,-54.84318321516667,B,C,B,D,A,B,E,1.0588931835590505,C,234.39908488056224,-46.477671456356546,0
M,Widowed,36-50,Hindu,88.87038897077197,E,A,A,D,E,E,E,-41.99706266529603,D,39.59395459925319,-109.97310258980573,1
Other,Divorced,51-65,Other,22.183648417406094,D,A,D,D,E,A,C,-62.45478831871893,D,2.489590041157638,110.34726182475588,0
Female,Married,26-35,Other,-27.667276754024666,D,E,E,D,B,D,C,85.81708543235467,E,-107.21638893407426,110.02828077254772,1
F,Single,51-65,Jewish,-14.564526784820666,D,B,D,C,B,C,B,-142.12293391895,E,-65.07114164154923,-96.84021344419929,0
F,Married,36-50,Muslim,-6.715526914985783,E,A,C,C,C,A,C,105.32274220793445,E,-146.57432176904956,-18.889528868204845,0
Other,Divorced,26-35,Christian,-136.00529404351744,B,D,A,D,B,A,D,-163.3390832976258,B,138.45841749400574,52.632387308303116,1
Non-binary,Divorced,36-50,None,-61.14628420814042,D,B,C,E,A,E,E,-31.01367134275963,D,62.765634200944454,-54.97340287773086,0
