Veteran,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
No,65+,78.85030532920693,D,B,-66.64697706233996,73.33284399073227,B,0
Veteran,18-25,98.30813857623735,C,D,-46.812968149529006,-81.81539118046676,D,0
Non-Veteran,18-25,-131.03904906905746,D,C,182.35724458218212,66.58114781745019,B,1
Veteran,36-50,-19.15279861903099,E,A,-60.37807971330845,12.809530846716747,C,1
Veteran,36-50,-2.2148975735660903,B,B,-74.49240175790871,111.88554049512123,D,1
Yes,65+,-0.013730384817087606,D,E,-68.09163869143006,-22.016413942095664,C,1
Non-Veteran,18-25,-60.78084216646793,E,C,-73.6942603960245,112.62494923179025,A,1
Veteran,36-50,-205.21756853983462,D,C,149.58723508202263,149.83561913475754,C,1
Yes,26-35,-44.55341314280203,D,D,-87.28192919835375,118.81458988732187,A,1
Yes,65+,4.1133062289737,E,D,-27.179018971985986,13.800345372978088,D,1
Yes,65+,7.026535095796869,D,D,-3.0068041544270847,-95.65986275127837,C,0
Veteran,18-25,56.0908234201543,E,C,72.89360197659595,-19.511732849928844,A,1
Veteran,18-25,-43.30188728946136,A,E,22.759024598762508,195.70002705376453,D,0
Non-Veteran,51-65,-12.907622171650763,E,A,27.36173438373225,84.67620871938831,B,0
No,51-65,-59.885453923653586,C,D,-14.231323450088794,-11.735794078300115,E,0
Veteran,18-25,74.71790412835108,C,E,14.861185413873562,-75.26326243491957,A,0
Non-Veteran,36-50,45.45094411985363,D,B,-32.07040734451157,27.967711667452882,D,0
Veteran,18-25,123.92672014631208,E,B,64.8770254234581,-93.51535187145726,A,1
Non-Veteran,51-65,-16.59121256300327,B,C,142.90756021105747,-76.62590754969179,A,1
Veteran,26-35,-101.08967335299937,C,B,4.140746395769317,-40.893972348497954,B,1
Yes,36-50,61.48697050897446,E,A,-71.79863804171147,-52.83423851119644,E,0
No,65+,19.29536551491838,C,D,23.882680446202656,-63.720977221370376,E,1
No,18-25,-26.449689109179392,C,E,27.425104056623706,203.3814015701405,B,1
Veteran,18-25,141.7820001797088,D,E,193.74240543003017,-13.448528308532898,D,1
Veteran,51-65,77.51005934901815,B,C,335.2850202569298,-51.13880552098291,E,0
Non-Veteran,26-35,-36.824611386697924,C,B,209.91165493128383,25.16615631929223,D,1
Veteran,36-50,34.74664374994773,B,B,-34.72025325333932,66.24212888631324,E,0
No,26-35,13.09640949509526,E,A,-8.952023328311896,91.85921429789227,B,0
Veteran,65+,69.46168831139747,B,D,-123.09584436962173,-0.655286996672804,E,1
Non-Veteran,18-25,-48.05469838593716,D,E,-99.08613083458465,-128.64953923182549,E,0
Non-Veteran,18-25,-119.88729374797778,B,E,-82.29714588882479,155.04817976575927,A,1
Non-Veteran,36-50,40.56853485377781,B,C,-69.59286868437586,17.825021882206904,D,1
Non-Veteran,36-50,58.98794664742307,D,B,7.215984695299606,43.2001094606144,A,1
No,51-65,91.98768123527672,D,A,-232.66384351270673,142.38340396064638,D,0
No,51-65,-36.92970078061645,D,E,-80.57286155858195,210.65515849217437,C,1
Yes,36-50,-138.13633441739884,A,A,-50.0278893777233,-48.53851314130076,E,1
No,26-35,49.30945674452876,C,C,-179.1581195865276,47.423842613564744,C,0
Yes,26-35,-173.31346340818394,C,B,-160.66329514457078,-65.972643971885,A,0
Veteran,26-35,106.99406544499051,C,A,-120.69006610423092,102.1424946711846,C,1
No,18-25,-24.364669717344512,C,D,-10.059281320839036,289.25160241247625,D,1
Veteran,65+,-8.803504843307454,A,E,-81.55741727692427,100.66659586814141,D,0
Non-Veteran,65+,-117.94162598694835,E,A,-100.3330174305192,-78.87334475916047,D,0
Non-Veteran,65+,51.16374768830821,C,C,104.47563049349307,48.27670022840013,D,1
Veteran,65+,102.56567787980822,D,B,-191.3944943902941,57.961248518843014,A,1
Yes,51-65,-128.52448493434636,C,C,-70.16053023534975,165.09783502931822,E,0
No,18-25,-124.14257834593919,D,D,48.70774524945437,-20.65051030308186,A,1
No,65+,194.98517334616284,C,B,-138.1617852530222,-59.59698432537702,A,1
Non-Veteran,65+,6.784628456698566,B,D,-181.3171957632248,-57.69942202921702,B,0
Veteran,26-35,70.6273092638075,A,D,-112.09694609191152,30.823244812086507,E,0
Yes,26-35,-69.28888594881079,D,B,14.157490203690246,200.09964829186418,A,0
Non-Veteran,36-50,75.194705800097,B,A,-46.4761175913097,33.49143066160822,B,1
Yes,36-50,-109.42402878162206,B,E,-0.006795128607771114,95.85792822400794,E,0
No,36-50,-65.33474794101024,C,B,-151.4720360313808,-114.21406699604084,B,0
Non-Veteran,65+,-10.343189521528497,B,D,-120.05625086358047,119.17751233407219,E,1
No,18-25,50.86797661793268,A,D,-154.59953541204118,57.751605537238824,A,0
No,26-35,-34.104761765306186,E,B,-2.022956308174772,-87.87356528974546,C,0
Veteran,51-65,-48.07946931748855,C,C,63.838287164224006,-62.14946569900519,B,0
Non-Veteran,26-35,196.30266164923052,C,D,-18.069588297465486,-5.248203198576339,B,0
Yes,36-50,1.9702028006825851,D,A,-41.591153950785824,-97.35113948356832,E,1
Yes,65+,2.7499811299132584,B,A,-187.3335323136275,211.00144845951104,D,0
Veteran,26-35,108.55101794700062,D,B,-40.588344626391056,13.117115826735507,C,0
No,26-35,-147.92953815976742,A,A,75.99198743060585,-82.6666165138785,B,0
Non-Veteran,51-65,-149.69237959556773,B,B,41.40933101732679,-30.675321041059227,B,0
Yes,26-35,144.17010749598157,D,D,29.91299827834955,53.227974786219626,A,1
No,18-25,31.2806283714057,A,D,48.58977592958518,39.09472599443357,E,1
No,51-65,-232.25580743260318,B,A,-34.67396387229281,-16.282644430892216,B,0
Non-Veteran,51-65,46.28927731491435,C,E,-43.211618199020016,-48.66686799176805,D,1
No,18-25,1.3013971185753266,D,A,-7.339060908654899,103.15605979160998,B,1
Non-Veteran,26-35,112.65755349241273,E,A,-5.831145564493996,-37.22331006244518,B,1
Veteran,26-35,-69.85997027677907,C,B,71.46168906784968,187.76776394925355,C,0
No,51-65,-68.23487482753015,A,E,-199.2927020489564,13.024497994603346,D,0
Non-Veteran,18-25,29.49349452335396,A,B,59.0694292653173,-22.488224375146995,D,1
Non-Veteran,18-25,71.26268085219087,C,D,-45.07349658572465,-99.56969739534064,C,1
Veteran,51-65,-58.92562573212914,A,A,-34.139141479427835,-36.42691048017148,E,0
No,26-35,-181.7073008211803,E,B,42.289560519424114,107.87026781114525,B,0
Yes,26-35,38.09435412427524,B,A,-87.38369192062343,5.409792681732532,E,1
Yes,18-25,44.409103296580646,D,D,14.03881371713675,-147.7784850816369,D,1
Yes,51-65,-132.19212960355293,A,B,-147.54059672058634,-96.2439246019709,E,0
Yes,26-35,-173.95115652856467,D,E,-195.2514542599448,-189.27493024107648,D,1
Yes,26-35,-96.0614684718264,E,C,4.392401393686712,-22.648094143470527,B,0
Veteran,51-65,-50.66471627122937,B,C,-92.85980052046774,78.55142314907923,E,0
Non-Veteran,36-50,-41.72294504663793,E,A,-0.07101885952931439,-41.262433740147166,E,0
Veteran,36-50,93.84751484414606,C,A,28.391377550168677,25.948740716309164,C,0
No,65+,-42.68229651922309,A,C,84.84452846033687,177.64872871349243,E,1
Yes,65+,-120.686518163947,E,C,98.38775467744402,201.62175313209545,A,1
Non-Veteran,26-35,-153.4208222638926,D,C,22.470673247238675,234.62017508238998,C,0
No,18-25,117.86003565659438,E,D,85.21261515220043,-43.339537623617986,C,1
Non-Veteran,51-65,-71.48342569353296,C,A,51.49112586720567,-110.28048011264463,C,1
Non-Veteran,36-50,65.1148009360111,C,A,103.82861609916804,-103.6432842998603,D,1
No,51-65,40.13176145312724,B,C,-93.76772105393866,-112.28941878612714,A,0
Non-Veteran,51-65,-62.660358992354084,A,B,40.30577866325134,56.712797886696166,D,1
Non-Veteran,26-35,53.16250707076991,E,D,33.08761274777049,168.8404842165497,B,1
Veteran,26-35,-49.74463116277917,C,C,-80.34158498458333,-75.99529159817592,D,0
Non-Veteran,26-35,-104.9976889278582,D,D,-146.45223295884918,-29.31514334776921,A,0
Non-Veteran,26-35,225.8220890734695,D,B,14.252378220989609,117.35011015102445,A,0
Non-Veteran,51-65,11.419668997438405,C,C,14.43644870493625,16.052109394309593,E,0
Non-Veteran,65+,103.21133342623041,B,E,-91.99980082018632,29.250363518372712,B,0
Non-Veteran,65+,54.41577488418058,D,A,44.470827183928,-12.831061913633077,B,1
Veteran,51-65,28.297650279285186,D,A,102.6383628863595,26.711984032997833,D,1
Veteran,36-50,54.823890068135675,B,A,131.53267302025648,-76.03421498056579,D,0
Veteran,51-65,-130.1268338357014,E,E,59.99419513882709,34.3014583978877,C,1
Yes,18-25,20.21678117140595,E,B,-115.72974633041507,23.916007075051937,E,1
Veteran,36-50,44.69732290720801,C,C,201.60899584241287,-82.88087433775893,B,1
Non-Veteran,36-50,-88.60950415341405,A,A,141.98967893378736,21.787357630387163,D,0
Non-Veteran,18-25,-92.85982119696848,C,A,-8.767298231309097,69.42236110283017,B,1
Non-Veteran,51-65,105.84506847404494,C,B,-199.58995612590547,-33.360849433188385,D,1
No,18-25,152.19881117091205,E,C,42.765040315912685,-143.84572126280744,D,1
Veteran,65+,149.09483413912125,C,E,144.13576043233581,22.531801554839983,A,0
Yes,65+,119.55818642600174,A,C,36.27183493548352,51.40791704663605,C,0
Yes,26-35,-107.38936800975969,B,B,-116.94223584473183,-212.9932969799841,B,1
Veteran,18-25,-105.17797121435324,C,B,-145.54068802498406,22.5663762675405,B,0
Yes,36-50,-105.3217871618169,C,A,-47.04095981513322,-65.53424969940518,E,1
Yes,51-65,-59.92264755176733,E,E,-175.2250472492496,-101.54718827996842,C,1
Yes,65+,136.52194809874274,B,C,-42.851534979213476,-2.1579740321158156,D,1
Yes,26-35,-66.60993713592667,B,B,63.59536940560897,-49.33330971263871,B,1
Non-Veteran,26-35,1.9849721985577546,C,A,-1.9643678443077073,-14.994544567483405,A,1
Veteran,65+,-58.10831600634556,B,B,-210.13059811986156,68.23252981897447,B,1
Non-Veteran,36-50,-50.002940273393534,A,C,-36.23293224171329,61.18339435655583,A,0
No,51-65,351.71671206275533,A,D,85.38773300664222,-173.69182709995047,D,0
Veteran,26-35,163.53623051317268,A,B,15.664241248874431,37.563687463269474,C,0
No,26-35,58.41595777133338,C,D,244.1093861034218,113.30091361119648,B,0
Yes,26-35,-12.234284309412487,E,D,41.51833214981066,135.0808809125236,E,1
Veteran,26-35,21.214423961763682,B,C,-203.80934692360003,41.73742359668996,C,0
No,51-65,17.21801615913194,D,E,-55.157260511808204,-123.03058186760293,C,0
Non-Veteran,26-35,-160.07686658615316,E,A,109.71807704465972,45.89047679600967,A,0
Veteran,65+,-35.27367971435634,C,E,-72.41455269590604,20.312346791036102,A,1
No,26-35,23.050609833997992,B,A,-77.15521278279883,95.30624860243965,B,0
Non-Veteran,51-65,-32.33990474390719,D,A,55.466893866325066,69.88918051652782,C,0
No,36-50,-67.57345557784772,A,A,-149.77558042439932,41.224211674364554,C,0
Yes,36-50,131.8013951746744,E,E,-32.321626107179256,-35.81480281835396,B,0
Yes,65+,4.580835724832344,E,B,-54.32784970280164,22.852860017609682,D,0
Yes,26-35,-46.97141498872181,B,D,-43.128692806286686,-4.7753464379264,E,0
Non-Veteran,18-25,-3.0500747551231844,B,A,-83.52327032204374,-58.2878474768392,E,1
Non-Veteran,36-50,-60.440657659384776,A,D,10.185468900403762,-216.25207453088734,E,1
Non-Veteran,36-50,-43.04472834698291,B,A,24.359443858669483,106.04081138751178,D,0
Non-Veteran,36-50,49.76008144235866,D,B,-51.26364757982918,-35.055115232222,D,1
Yes,18-25,16.201181842872945,C,A,82.34431653022489,-75.58699858099534,E,1
No,36-50,7.268460814524877,D,E,-53.67611162179602,138.40393186771996,C,0
No,18-25,-83.25597548470368,A,E,-47.18840792608923,-143.5234817679931,D,0
No,36-50,-13.606565957532515,A,E,-88.33378456923631,-22.170105947606764,A,1
Yes,65+,-151.78765943230763,C,A,-60.428581865807644,-5.206882462266809,E,0
No,65+,-111.66576551471637,B,C,-74.23613975207115,-8.990040191792922,D,1
Yes,36-50,-60.42078152803841,E,C,78.0373251771281,-88.44967575134201,B,0
Veteran,36-50,84.96035237138875,C,E,73.5339129404776,-19.68327661742464,A,0
Veteran,36-50,-48.53929137652991,B,C,-86.78999432620306,96.10585972501407,A,1
Yes,26-35,-176.89639863000207,D,B,-0.9964139966200122,47.83948684357242,D,1
Veteran,51-65,-79.87564035141769,D,D,23.94238783621268,-142.4739199280739,C,1
No,18-25,-34.682105509037726,E,A,53.70588398902766,-106.06183233474854,A,1
No,51-65,166.89962421813007,A,A,-105.15847222735992,47.72632746335416,E,1
Yes,36-50,-149.91672754760435,C,E,-6.16980400950124,-54.88160626567269,C,1
No,26-35,-106.91899054242255,B,B,-75.75730117579356,-137.35646038975779,B,1
No,26-35,65.71102527930728,A,A,-114.64875613504886,-101.21757219158721,B,0
Veteran,18-25,98.49362546320343,E,D,35.02352100125703,-82.8427991985497,A,1
Yes,26-35,125.3593655212481,B,C,-122.79807217705458,17.61259526530006,E,1
No,51-65,75.9800780312029,A,B,1.1491869427459955,-4.3111823284843025,A,0
Yes,51-65,48.94994430167803,C,B,111.68819190894095,-116.08574808830352,D,0
Yes,51-65,-20.846350446090266,D,B,139.16223371876603,-106.4293785698125,A,1
Non-Veteran,51-65,117.58476293884902,E,E,79.66055870567702,51.39443508887253,B,1
No,51-65,-94.99890232260938,C,C,143.75733742759158,140.0489077643734,C,1
Veteran,18-25,-80.84531931063671,B,B,-169.10670762267094,47.65905678532367,B,0
No,51-65,-139.33370728190255,B,E,31.132987835901417,-16.72746084981929,A,0
Veteran,65+,-78.75205073519099,E,C,-79.30545526874863,-77.61735646871426,B,1
Veteran,18-25,49.44414039644087,E,D,0.5081628484479909,-36.614677782641785,C,1
No,26-35,-94.0424896168117,A,B,-119.37108460455556,89.88232380970184,B,0
No,51-65,-66.22781573125629,D,D,99.50568905884168,96.2960104631571,D,1
Veteran,18-25,-78.51973243994225,B,A,-116.63748315216336,-29.840740686523176,B,0
Yes,51-65,-58.17194994294651,A,E,-125.58012382314949,-62.555655019307665,D,0
No,18-25,130.1051928200208,B,E,-40.11730434034154,163.46528141563178,B,1
Yes,18-25,18.38569011842074,C,C,107.176458202868,-49.39593701709804,C,0
Yes,65+,107.61939542499373,C,A,176.95820847609454,-10.441758080520696,C,0
No,36-50,46.379591669110454,D,A,45.160135020172035,-123.45939979518397,D,0
Veteran,51-65,-1.0291657595051245,B,A,-53.29773079203588,-159.09700200391907,A,1
Veteran,65+,-71.35586951458191,B,C,50.011193651251276,-17.36406891818586,B,1
Yes,36-50,21.13837748658696,C,B,-215.0356778807941,62.54601105971045,C,1
Yes,26-35,-245.33317845419566,E,D,6.714538147429416,-137.23431753818082,E,1
Non-Veteran,36-50,-48.75424877361137,E,B,69.27565977033423,-86.61485599203989,C,0
No,65+,97.6733242749362,C,B,157.40536977471942,263.76122641322297,A,0
Yes,18-25,52.5422445196235,D,C,-12.972760883405371,177.22114393435942,B,0
Yes,18-25,-75.73697192012274,B,B,86.8057738042139,-82.88305107141933,A,1
Non-Veteran,26-35,102.85974036752654,B,E,170.4743890669961,-159.7254213645344,E,0
Veteran,65+,76.04564728738823,E,C,-55.76116484018786,88.7021037630791,D,0
No,65+,146.89792935437438,B,A,-189.4631042473497,-28.413854876690593,B,1
Yes,65+,-28.758886603430174,D,D,-98.38705552761576,-10.746189455866414,D,0
Yes,51-65,29.829048594367062,D,B,87.02777358834777,-136.81622879457075,A,0
No,36-50,127.42182467147296,E,A,0.601823818740494,-44.110452891074345,B,0
Yes,26-35,29.357113135379382,B,A,-30.948640245775394,-60.32752415130168,B,0
No,26-35,-105.10573137366161,B,C,-62.04007387127799,-1.946084026254275,C,0
No,65+,-29.330148329403755,B,C,24.672963777482522,72.57629018283151,E,0
Veteran,51-65,52.8452465599578,C,C,-116.78768800848161,-12.54335465488507,B,0
Non-Veteran,51-65,26.70704098952914,A,C,121.07692455659299,22.047584169049518,E,0
Non-Veteran,26-35,104.97022296281551,A,D,173.35674484300907,36.203628828720454,C,1
Veteran,18-25,-57.31654682481888,E,E,-21.046616512361705,-67.23769402643121,C,1
Non-Veteran,65+,-51.853549907513,C,B,-57.02520368671813,70.44874001702482,C,1
No,26-35,3.249126987844709,C,E,38.45877973868892,-82.20961056659468,A,1
Non-Veteran,18-25,-113.60080713633624,D,E,-35.35015019448917,-92.9200349249562,B,0
Veteran,18-25,133.2621125700815,B,E,110.97043803447913,62.0287306182898,A,1
Yes,51-65,29.111562296081978,C,A,100.50338931561484,-39.55598971496218,B,0
No,51-65,88.57562792549403,E,C,19.424241486013376,-94.26038708940516,B,1
Non-Veteran,26-35,-108.6359106658243,A,B,-132.9591385399985,70.51544048747171,B,1
Veteran,51-65,-46.42954867129484,D,B,-10.851936611089888,-120.56918153705298,C,1
No,18-25,-9.594643550174137,B,C,-26.03876656715992,-60.02796521433491,D,0
No,65+,5.405359890765943,D,C,-61.25033124592433,129.59847344081354,E,0
Veteran,36-50,-30.540930921438196,A,E,-45.95895484290756,-176.6370575245009,D,1
Non-Veteran,26-35,-143.37105663841086,B,B,-115.58745770602879,95.56179688540334,E,1
Non-Veteran,18-25,83.7507331747713,A,D,-175.04698758243586,116.83814596210229,B,0
No,26-35,-21.989731991451272,E,E,1.8460326083029104,-93.58136523171135,E,1
Non-Veteran,26-35,23.755161386059697,C,B,96.41869603782057,80.27781251406034,C,0
Non-Veteran,51-65,259.51070477024416,C,A,-11.617725246556896,-21.61864128307486,A,1
Veteran,26-35,-22.079338320673372,D,B,50.01704004902633,14.999474648833857,A,0
No,18-25,106.29923954917064,E,D,-224.94708947459694,104.07693706764145,E,0
Veteran,26-35,13.991301959297415,B,C,-64.27393958454711,23.241151288881692,A,1
Non-Veteran,51-65,106.1792813123619,D,E,-100.56913490626056,40.14925564704787,E,0
Veteran,26-35,105.12785131707831,E,B,-3.683892207616371,-174.1693722488236,D,1
No,51-65,-96.6711089211424,B,A,-87.8566148145984,120.5062669124805,A,0
Yes,36-50,117.3591101663177,D,A,116.01364432319808,156.03203309693262,E,1
Veteran,18-25,-19.262801560742044,D,A,23.923733213860366,-7.08554215506803,A,1
Veteran,26-35,-136.22332013106592,A,E,-93.52334795598193,8.751451585029637,A,0
Non-Veteran,26-35,179.1587409726912,D,A,-45.64648359907121,-185.34189243558987,B,1
Veteran,18-25,-10.019432958871167,A,C,80.75811892110445,179.2812750926014,E,1
No,65+,60.4030656526804,E,A,-62.39898557277282,9.454761761701533,A,1
Yes,51-65,34.404273065640325,D,D,-139.7051406388516,-97.86545375281123,A,0
Non-Veteran,65+,61.05226405409283,E,E,97.62177348160962,87.01355546754154,D,0
Non-Veteran,65+,9.792669406105075,B,D,-27.535607609623234,-139.908162337618,B,0
Yes,36-50,-83.28081786378782,D,C,-11.628253520940426,20.27431089871446,C,0
No,51-65,27.02844716789241,B,E,68.67710146312498,-168.72288327583976,B,1
Veteran,26-35,41.42727995372857,B,D,88.85654000795067,-77.67920281225128,B,1
Non-Veteran,65+,-12.666740956378886,D,A,89.87196259585505,-94.09509052823293,B,0
Non-Veteran,65+,-45.869639089414385,E,C,-51.69465807929373,173.89954174674892,D,1
Yes,36-50,298.10917224166957,D,B,-28.463623613354084,-19.802749859986413,E,1
Yes,65+,137.37158128235686,D,C,18.176114865766575,133.67528841842127,E,0
Non-Veteran,51-65,-49.67819988147898,D,B,-42.92852825547627,-6.300033356137693,B,0
Veteran,51-65,-20.630119076528587,C,E,-105.30554869335856,51.08413312544321,B,0
Yes,26-35,84.01830912902965,C,B,-102.65826092010838,21.36039183833279,E,1
No,51-65,138.58155802555945,E,A,-13.029964047953765,-40.69527685565658,C,1
Veteran,65+,-119.23065206838423,A,E,-87.46922099190813,-53.24987414343813,D,0
Non-Veteran,65+,33.735840780909335,E,D,100.8190769350288,-79.46228874406799,C,0
Yes,26-35,101.55061215399401,E,D,-39.800051739369074,-11.679302568328884,E,1
Non-Veteran,65+,-123.45541520832244,C,A,93.88979159778627,67.43495347651346,C,0
Yes,26-35,-27.973768038797775,A,A,-107.7138233041237,76.46230613181186,A,1
No,65+,7.128426637259625,C,E,-54.877318675362005,-113.04773228703564,C,0
No,18-25,-41.93056442109628,D,C,71.77100143376329,57.16020496678582,D,0
Yes,36-50,-88.12654909299708,A,E,-78.1141508827953,43.75240494923602,D,1
Non-Veteran,36-50,-37.47581308005802,B,A,195.89694479985818,-49.75919277168107,A,1
No,65+,54.829779351897635,D,E,87.03397667465855,-186.7004768150113,E,0
Yes,65+,-15.009758677047227,C,D,-18.42444231802346,123.17123083240793,E,0
Yes,65+,-14.035938176232388,C,A,-22.239160537262855,-314.41913939832114,E,1
Yes,26-35,0.7057447817818996,C,A,23.560622364033723,-59.040282630286455,B,0
Non-Veteran,26-35,144.41403353595345,E,D,-1.1158774208093267,-72.03190467912485,C,1
Veteran,18-25,24.529557383611778,C,C,-270.74376814579904,-103.2499799232261,D,1
Veteran,51-65,-33.59650906850879,D,C,-59.29982134531036,138.8000956800977,A,0
Yes,36-50,223.08634725826155,D,C,2.4227493025338735,79.01800865039105,B,1
Veteran,36-50,160.16845457304592,A,C,-58.987130130931774,194.63794723366055,E,0
