Disability,Religion,Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,Muslim,Brazil,Yes,104.40662247218266,8.595502394617558,-157.1232994678447,C,A,C,C,1
No,Other,India,Veteran,-94.43025898571094,79.935820493527,103.64742281210886,A,C,E,E,1
No,None,Germany,Yes,-18.812897710230743,-2.8929414245659655,26.237010104089208,E,D,A,B,1
None,Jewish,UK,Non-Veteran,-23.421654504331094,-131.1781027892635,-22.997561025545462,D,A,B,B,0
Physical,None,Germany,Yes,209.0327886533753,-156.22797835701155,-61.290821881126575,E,A,B,B,0
Physical,None,Germany,Non-Veteran,151.55095049254152,-163.22606278618434,-41.90506128938132,B,A,D,A,1
Physical,Christian,China,Veteran,33.54842604121907,6.79123293855888,21.880242607102726,C,A,D,D,1
No,Buddhist,US,Yes,-29.14897197124413,1.2424585541819892,65.00699544127664,C,D,B,D,1
Physical,Muslim,US,Non-Veteran,-5.977939111522517,-38.282941981617505,-120.10278116365782,B,A,A,A,0
Yes,Buddhist,Other,Veteran,74.36210919981644,-87.0304297935401,-25.376890492869506,A,A,B,B,1
Both,None,Mexico,Yes,-15.559212737174622,-71.31316551905523,174.04232731565855,A,E,E,A,0
No,Christian,US,Yes,-30.591236827680707,142.1860530142749,-8.396460450855644,E,C,A,A,0
Both,Jewish,Mexico,Non-Veteran,-61.274921335918705,-38.82272484686852,-61.07599713220394,A,A,E,B,1
Both,Other,Germany,Non-Veteran,-14.427113100813441,-9.1570695118162,61.76553883209933,C,D,B,C,0
Mental,Christian,UK,Yes,-55.033485101654634,80.68422679526772,-13.1514387698828,C,C,A,B,1
Both,Jewish,Germany,No,-147.31097851932938,-46.481366250646715,23.499693468151186,A,D,B,C,0
Physical,Hindu,US,No,-128.59867032820438,-13.316669066554136,-107.70983149065363,E,D,C,B,1
No,Jewish,India,Yes,-51.599203483006804,104.342168779346,-21.78849205236073,E,A,D,D,0
No,Hindu,Mexico,Veteran,36.13855228445219,-62.334240320865696,-117.01909663094641,B,C,C,E,0
None,Jewish,China,Veteran,51.176085414550286,8.701972435721725,-122.97414787571921,A,E,C,D,1
Yes,Other,Other,Non-Veteran,-144.16209766088903,-2.8589583225685375,-23.426563429668587,D,D,C,A,0
Mental,Muslim,India,Non-Veteran,-108.84374640942553,2.835056768519735,60.068357362073044,C,B,E,C,0
Both,Hindu,Germany,Non-Veteran,58.82269303615099,24.94797827822176,84.33534465737415,E,A,B,D,0
Physical,None,UK,Non-Veteran,188.575283632645,-135.94913001775816,18.72573343507295,E,D,A,B,0
Physical,None,US,Yes,-61.68882973707148,-74.05533010108691,-116.70029220483123,D,E,C,C,0
No,None,India,No,2.135546521083061,119.52147841524481,-5.1974065711219275,A,D,A,B,1
Yes,Hindu,India,Yes,-82.63645222325593,3.249489313742821,-207.46393748195882,C,B,B,E,1
Physical,Buddhist,Mexico,Yes,5.671774349350691,-119.21436432215768,100.26049209257131,A,A,D,A,1
Mental,Jewish,India,No,-60.623392816985245,16.540792584008106,-38.62453330425536,C,A,A,A,1
Yes,Muslim,UK,Veteran,145.37076208718622,-161.10668920049852,103.07410807356557,D,D,C,D,1
Yes,None,China,Veteran,110.41068079791513,29.51812691705947,43.92354240706425,E,D,D,C,0
None,None,UK,Veteran,178.0356016578174,90.25449667452689,-89.28154999290089,D,D,B,E,0
Mental,Other,Germany,Yes,59.96593350301303,18.850139292218905,133.98001221278543,A,E,E,D,0
Yes,Jewish,India,No,49.94043825536704,-168.46454752051062,64.99199129550732,C,B,A,A,0
No,Other,China,Yes,-52.860422139457896,-95.48020562833526,-24.85392424730042,B,C,A,C,0
Yes,Muslim,UK,Veteran,-35.92024563112135,-75.48859906500563,212.08334159276757,D,E,A,A,0
Mental,Christian,UK,Non-Veteran,-42.70172611440673,-195.71711741927305,122.85247268484909,D,D,E,D,0
None,Buddhist,US,No,87.76187540745278,4.833583274155031,68.57897058044182,C,A,B,A,1
Both,Hindu,Brazil,Veteran,-10.809740787492723,-45.46060038278014,-32.04033873290043,B,C,B,D,0
None,Other,Brazil,Veteran,27.138233761883086,-131.74130493228583,113.09622847632095,C,A,D,B,0
Physical,Buddhist,US,Yes,-135.20281562223613,-66.87778055612928,40.83126431184898,D,A,C,D,0
Yes,Jewish,India,Yes,6.387173621787266,9.041530304323091,110.62155850627636,D,C,E,C,1
Yes,Buddhist,Other,Yes,102.93640873990992,-81.50830646376855,-78.40128364143786,E,B,C,D,0
Mental,Jewish,India,No,-21.06339085079561,-153.96935858532808,61.21551004107618,A,D,A,D,0
None,Other,US,Yes,172.97540772367074,-92.20251561442926,-192.77419141032556,C,B,E,B,0
Both,Muslim,China,No,-93.35071859928519,-113.87957168275939,-37.148421997638195,B,B,B,C,0
None,None,India,Non-Veteran,-117.98362742134356,113.0502858883994,169.4884400561281,B,E,C,E,0
Physical,Christian,Brazil,Veteran,-15.495877750817638,-18.8965246104678,-40.77727320079275,C,E,B,E,0
Physical,Other,US,Non-Veteran,-110.73517016345977,77.01412150986792,-42.963385038445686,E,E,E,C,1
Mental,Buddhist,UK,Yes,69.72459604452578,-2.258723050356997,-25.833687999481924,B,C,B,B,0
Mental,None,Mexico,Non-Veteran,-41.11293577264212,-67.3538738377685,-193.3217213512671,D,C,C,E,1
Mental,Hindu,China,Veteran,-42.81444267442498,-85.42111816767009,70.24634202480726,A,A,C,C,1
Yes,Christian,US,No,71.5938632296319,-75.31662266570564,119.4003011743453,C,B,D,E,0
Both,Jewish,Germany,No,-64.17989647804222,-97.89734647891645,-29.040275924507025,E,D,A,A,0
Physical,None,Other,Veteran,79.5504933712695,270.51666708848865,53.42562627188497,B,E,A,A,0
Yes,None,Mexico,No,5.043879758696758,122.34806022502309,-36.2311189170424,D,D,B,D,1
Both,Other,US,No,-63.17355152200639,30.73559280600889,-55.982091088311236,D,D,A,A,1
None,Other,Germany,Non-Veteran,54.96996515600723,-2.190005880166193,-69.96028126282812,E,C,D,D,0
None,Christian,India,Yes,-24.23386726904279,-9.864872264081262,92.41613629813689,B,D,B,C,0
No,Hindu,Mexico,Non-Veteran,-188.08012063940404,22.84655447198537,-21.27476854277403,B,E,B,E,1
Both,Hindu,Mexico,Non-Veteran,90.40295845236534,-72.40438891260871,67.2316215900815,D,E,A,D,1
None,Muslim,Germany,Veteran,-63.31987074864334,-11.80453904172178,-146.03517020354127,B,D,B,B,0
Yes,Other,Germany,Veteran,113.70951754995579,-105.13060164808495,91.59808142688473,E,A,C,B,0
Both,Other,UK,Yes,-151.18183001967762,5.201672310360873,47.69889429635152,D,E,E,C,1
Yes,Hindu,China,Yes,153.9761282582365,-214.9493543503107,94.0489374597957,E,E,C,E,0
No,Buddhist,Mexico,Non-Veteran,7.818028783005913,-14.560105573801291,161.8912978670401,C,E,B,B,1
Both,Jewish,US,Veteran,-143.30063978638844,-41.55531469779878,-52.42929807643002,B,B,D,B,0
Mental,None,India,No,10.513482720901278,-17.205956879416664,175.87746578991076,B,C,C,B,1
None,Hindu,Brazil,No,34.74472983820548,50.53485409098929,-103.4872614852965,D,A,A,A,1
Mental,None,China,Yes,-7.139458402994782,69.0572648795536,-38.13531621180656,D,C,D,B,0
Mental,Hindu,UK,Non-Veteran,-109.51891772954478,3.6843596623266697,21.19168904535812,A,E,B,B,1
Physical,Christian,Other,Yes,87.33452806076549,-146.2285649065573,-11.285245966867945,D,E,D,C,0
Yes,Jewish,Brazil,Non-Veteran,2.01551055977328,-11.728560782827795,-20.502704025347445,E,C,D,C,1
No,Buddhist,US,Yes,-182.39927990777377,-33.910109413634146,139.80334864792349,B,D,C,D,0
Physical,None,US,Veteran,72.93251778570348,105.15505208270093,73.06102148083833,C,E,A,E,1
Both,None,Other,Yes,201.38160292758022,-65.22775020725086,-82.5175121370822,D,D,E,E,1
Yes,Jewish,Germany,Veteran,65.1333104368789,54.33574098255865,-17.559612232445385,A,C,B,B,1
No,Jewish,Other,Veteran,13.45421245207147,-154.6707544512937,170.8774029217327,D,A,A,D,1
Mental,Christian,China,Non-Veteran,8.385980638048194,-92.55182771186871,-49.653899662056965,C,D,E,C,1
No,Muslim,UK,Non-Veteran,-134.629598674758,-112.96140953627702,-42.13846773632333,E,C,A,C,1
None,Hindu,Brazil,Yes,161.68468244526753,-78.42679356618889,78.63334624321058,C,C,C,D,1
Both,None,US,Yes,-50.704438398809906,-158.29604907151423,-191.60789590342353,B,B,E,C,1
No,Hindu,China,Veteran,-156.34747134620477,11.103886526611014,-150.1376640591907,B,E,B,E,0
Mental,Christian,Other,Yes,-161.50460184587402,-243.72827836392995,-70.13774237746688,E,D,C,C,0
Mental,None,Other,No,136.98540715138915,-50.261889812007524,-31.237250770094864,D,A,C,B,1
None,Buddhist,Germany,Veteran,-15.296276256156188,-149.37390431489646,-141.27087638698046,B,C,D,B,1
Yes,Buddhist,Germany,Non-Veteran,-1.2150041124915272,-15.140786784252324,185.2849590242033,E,C,C,C,1
Both,Muslim,Brazil,No,60.81037541946922,-131.367576376259,-70.16755625353444,B,E,C,B,1
Yes,Hindu,Germany,Veteran,95.76021667115462,244.57851084299725,88.38177992319515,D,C,D,C,0
Physical,Christian,UK,Veteran,60.775584635121135,-96.77163976448583,-26.395117072852397,D,C,C,A,0
Both,None,China,Non-Veteran,103.27690394988778,-9.573645902617269,-40.37337928039228,A,D,C,A,0
Both,Jewish,India,No,121.089681980251,-53.92750664876412,7.549277698877038,A,C,B,B,0
Mental,Christian,India,No,-49.03308445422103,262.16812664916597,-91.57395590915014,A,B,A,D,0
No,Buddhist,China,No,-3.9853815797115146,74.42786127732865,-10.535236719469399,D,E,E,C,0
No,Jewish,Germany,Non-Veteran,-14.976577943084438,-205.5608590356337,46.84772661641985,A,E,D,A,0
Physical,Hindu,UK,Non-Veteran,122.24015414045799,-76.60649740632448,114.85863742718978,D,C,B,B,1
Mental,Buddhist,UK,No,86.82343502046817,-63.73534582930323,-144.27216942575822,B,E,E,B,1
Mental,Other,UK,Veteran,-68.94343076802984,56.21637307400593,-53.99038212381604,A,B,C,E,1
Mental,Other,Other,Veteran,17.096195590837933,-125.04666997326659,138.87295082656505,D,D,C,E,0
Yes,Christian,UK,Yes,55.30077185415251,-30.08649988970294,21.27006116687787,D,A,A,A,0
Both,Buddhist,China,Non-Veteran,-28.99015107140669,-33.87638229339562,-65.20429660126241,E,C,D,A,1
No,Jewish,Brazil,Non-Veteran,-40.24414135266629,38.63648826443547,32.74190376596641,D,D,B,A,0
Both,None,China,Yes,91.32686508582283,77.41257410091917,28.223655736777104,C,B,D,E,1
No,Jewish,India,Veteran,-45.34091295753349,340.51165945414937,-34.96984799810722,D,A,B,B,0
Yes,Buddhist,India,Veteran,-80.9074585699409,161.89911580885544,2.597193421767692,B,A,A,A,1
Mental,Other,Mexico,Yes,29.38130257713667,10.585944058551458,-81.10867148554645,B,D,C,B,0
None,Hindu,China,No,-129.90027065863754,-28.93345546540292,152.06963250454334,B,B,A,A,0
Mental,Jewish,Brazil,No,-110.18768506617226,176.77898904948148,58.1099198118565,A,A,C,C,1
None,Other,Germany,Yes,173.79532587118197,60.329722620186665,-94.01432227002064,C,B,B,C,1
Yes,Muslim,Brazil,Veteran,11.554741442473983,73.18289906507772,-57.38894360969762,E,C,D,D,1
None,Buddhist,Other,Veteran,59.55875056306304,11.004383701721359,153.6111168390988,B,A,B,C,0
No,None,Germany,Yes,30.280453131422618,50.643997935385265,11.1260645997207,E,E,D,B,0
Yes,Jewish,US,No,-162.15765189059596,-116.38592721710009,-106.78128229803143,D,B,D,D,0
None,Christian,Other,No,-105.2909217523679,-124.36838397069702,-169.96817785434314,E,B,D,D,0
Mental,Hindu,Brazil,No,-71.4692644305309,-92.74348285256228,41.58166070056154,E,C,D,C,1
None,Muslim,US,No,38.28291161565745,107.47190862099356,-98.71030397532115,D,E,A,E,0
None,Buddhist,India,Non-Veteran,-19.54953104325617,40.92593037844015,-202.0046699733749,B,E,E,B,0
Both,None,Germany,No,-105.36319925433642,-94.68544855562483,142.26052641367022,E,B,A,B,1
Yes,Muslim,Mexico,No,-28.90887230663011,-73.86028134514694,144.31865613608807,E,C,D,C,1
Physical,None,Other,Yes,-39.39331362431853,-6.716468076848203,77.55636592806552,A,A,A,B,0
None,Buddhist,India,Yes,-44.76263900579349,-9.06669379740918,135.85381204849432,B,E,A,D,1
Physical,Jewish,Germany,Yes,-124.1896059173387,214.82730026191024,-99.03494654328891,D,A,E,C,0
Mental,None,India,Veteran,152.1789532716748,-103.38592752129942,18.442810587551328,B,D,E,D,1
Both,Muslim,China,Yes,-14.105083239433016,60.30816234962124,101.40312154986407,B,C,B,A,1
Both,Buddhist,Other,Veteran,48.90638585641501,133.06664054768822,53.72537870801442,C,C,D,E,0
Mental,Buddhist,UK,No,-19.100309526373458,-14.06388869276753,-135.458714043253,C,C,B,B,1
Both,None,India,Veteran,209.27999299664503,64.36822262185783,321.99230612434894,B,D,B,A,0
Both,Buddhist,Germany,Non-Veteran,-31.792095472747583,-3.4831234127957065,93.81403815196808,A,B,B,D,0
Yes,Christian,Other,No,106.47373923693696,-20.20314503158207,39.003079544943354,C,A,C,C,0
None,Jewish,Mexico,Non-Veteran,-142.6238615881402,-97.735910097905,15.745266602192606,C,A,D,A,0
Mental,Christian,Germany,Yes,-25.585729551940272,-78.5577204501271,69.1881050876476,E,C,D,E,1
No,Buddhist,Mexico,No,-3.7814672785921997,82.81985209757786,-2.6337966028689017,D,A,B,A,0
None,Muslim,Brazil,No,-139.66297459578232,-24.27306500743705,-32.511911524812064,C,A,C,D,1
None,Christian,Germany,Non-Veteran,-76.07782804598153,-88.87208626654835,-103.12810268728379,B,C,D,D,1
Mental,Muslim,US,No,29.13630616460582,246.59425522940975,-19.47116438137219,D,D,B,B,0
Physical,Muslim,US,Yes,56.9089814084841,38.42573056853934,-42.26493740955939,E,E,D,B,1
Physical,Other,Brazil,Veteran,90.35702823832017,-154.45283327782423,23.55106495240354,E,B,C,C,0
No,None,China,Veteran,-35.99869755793796,46.233835451301616,-86.16283758267348,B,B,B,E,0
Both,Jewish,China,No,98.20639950637474,3.611092495098425,64.43276741325607,A,A,D,C,1
Mental,Other,Brazil,No,-64.59865509673703,39.050892019925406,34.02108687010194,E,D,A,D,1
Both,Muslim,UK,Veteran,-30.884379590957522,62.884851876697766,105.944011585663,A,B,E,C,1
Yes,Christian,Germany,Veteran,-18.61572799403357,85.35785517534123,39.531760069824756,D,E,D,E,0
Yes,Buddhist,US,Yes,-10.784875656708284,72.36325761399497,14.200186144171992,B,A,A,C,0
Both,Muslim,Mexico,Non-Veteran,96.12774910084832,25.388070568215937,31.135338327101437,A,D,B,A,1
Both,Muslim,UK,No,-15.925977045585348,101.96064695608497,54.21371016098415,D,C,C,A,0
No,Buddhist,Germany,Non-Veteran,-63.09159287525451,48.52804502726973,201.66288442489653,A,B,A,C,0
Mental,Jewish,Mexico,Non-Veteran,126.73958241905339,47.424178393015914,-23.07638683339999,D,A,D,B,1
Mental,None,Mexico,Yes,42.212338348542254,37.40601029778394,43.47397704280381,C,B,A,D,0
Yes,Jewish,China,Non-Veteran,-26.92747505730567,-162.79699135998985,78.05915316078503,E,A,B,C,1
Both,Muslim,UK,Non-Veteran,101.77573931879043,-71.70217457976422,122.41259406080354,C,A,E,C,1
Physical,None,India,Yes,-89.18024932448799,157.2516835496449,-27.65842440089605,D,D,D,D,0
Mental,Jewish,UK,Yes,-179.79272800039848,157.2689202197214,188.9295061744935,C,A,D,C,1
Physical,Hindu,US,Non-Veteran,83.42123934297612,-39.59251450084204,-195.88533133875984,E,B,A,E,1
No,Jewish,UK,Non-Veteran,42.40522177459552,-139.20384705655266,195.86547287637967,C,D,B,E,1
None,None,China,No,114.10254923820442,-237.07838725859082,27.713270864613765,D,D,D,C,1
No,Hindu,Brazil,Veteran,42.22230129526371,-144.9357545301307,39.68285530649091,A,B,E,E,0
Mental,Other,US,Non-Veteran,114.12329813952893,-84.64925251159008,-20.737510649308987,D,D,C,E,1
Mental,Hindu,US,Veteran,0.15096327812971794,-181.15169195399042,56.57711039836223,E,D,D,E,1
None,Other,Mexico,Yes,70.81239880175237,-34.50534666106406,60.31949435787374,E,D,C,A,0
Mental,Christian,US,Yes,-21.058370241107138,-34.42700755275683,18.11560162632412,A,B,D,E,1
Mental,Jewish,UK,Veteran,17.818399779809695,-235.7642043154307,87.05206999315969,B,D,B,B,1
No,Buddhist,Mexico,Non-Veteran,180.05079271573788,-29.775958887255786,40.52882947415709,E,C,B,E,1
No,Jewish,Brazil,Yes,-62.80776704485553,200.78415780316706,166.8512659634101,A,D,C,A,0
Yes,Jewish,Mexico,Veteran,5.636266020701048,-54.51607859740544,-99.5690545025586,C,E,E,D,1
Both,None,China,Veteran,-72.63798523676667,126.56487885539782,26.05192376368227,C,E,A,E,0
Physical,Hindu,Brazil,Non-Veteran,51.84221538151989,12.707059637344006,-33.40526839647937,E,D,C,A,1
No,Christian,India,Veteran,-58.41018868839125,152.9077325483609,-121.9067795331961,B,D,A,B,0
Both,Muslim,Mexico,Veteran,49.95754405876846,-178.41820165944583,197.98657326863037,E,B,C,A,0
Both,Other,Germany,Non-Veteran,-66.6536364078296,145.79113517721004,-131.79471945497548,C,B,B,E,0
Both,Hindu,India,Non-Veteran,300.58733213998005,19.949406243994403,-19.782320943754854,C,C,D,C,0
Mental,Jewish,Germany,Yes,124.7800245566971,-24.71712537409393,-36.647530002015884,A,C,B,E,1
Physical,Other,India,Veteran,3.080962559708647,-39.789452820404335,82.89020387104482,C,E,C,B,0
No,Jewish,US,Yes,152.42612758730212,84.0945997919007,-132.35063287313778,E,A,C,D,1
Yes,Christian,China,No,-90.95008768559096,-6.251863363010502,-112.2063056676053,E,C,B,D,0
Yes,Other,China,Yes,-62.49148217580478,45.29022268285408,15.436976208647984,D,C,A,B,1
Physical,Jewish,Germany,Non-Veteran,-145.92865316472577,97.839636873544,-78.77395277896642,A,D,A,D,1
Yes,None,China,Veteran,-1.8436144522435385,-203.37826153460554,-11.470256647817848,D,D,B,C,1
Physical,Muslim,Other,Yes,-24.301186116277837,-15.84863467674969,45.44032503987951,D,B,C,A,0
Physical,Hindu,Brazil,Veteran,47.20579320034153,-40.15236970134139,-86.73879815217336,E,D,E,E,1
No,Muslim,Mexico,Yes,91.37204084063087,-11.688698622707207,135.68694314814746,B,C,E,C,1
Both,Muslim,UK,Veteran,168.85674709804755,30.62617678099934,-3.30778456594669,A,E,D,D,1
Physical,None,India,No,-29.270813550071196,10.00474998293407,2.808978520877611,A,D,A,C,1
Both,Buddhist,Germany,Non-Veteran,37.32163212565055,-54.107687592047505,68.6900334897403,C,E,A,A,0
Both,Hindu,US,Veteran,147.25393845010234,202.40883412326767,-171.9530749253475,C,B,D,D,0
No,None,Mexico,Non-Veteran,-103.19394870032517,155.4894372976565,-31.529882209511673,E,E,C,B,0
Yes,Other,Brazil,Yes,-18.268105349245488,-80.68433016988531,70.16800641983028,C,A,D,A,0
Both,Muslim,India,Non-Veteran,-56.731422728229695,96.61886204421138,-14.935200423537095,E,D,E,B,0
Both,Christian,Germany,Non-Veteran,103.94883561203527,-40.711832627278454,-100.1883623346017,E,E,D,A,0
No,Other,UK,Non-Veteran,61.446188841273816,-185.92130008701514,-75.19569453137139,A,B,C,A,1
Yes,Buddhist,Germany,Yes,35.38822568067275,13.255773476946924,205.54608970379573,D,B,A,D,1
Mental,Jewish,UK,No,5.071468004474511,79.690889818651,-77.8481786249885,B,D,D,E,1
Both,Other,India,No,-167.86310922421202,-158.22041042541767,-66.23889671153495,A,A,D,C,1
Yes,Muslim,China,No,35.369275600316406,-57.04317723095347,-11.634041697814935,B,D,A,E,1
Both,Hindu,Other,No,59.19838908133778,109.97881739238058,-218.23245768416615,B,E,C,D,1
Physical,Other,China,Non-Veteran,-48.13571045163854,16.915822529354195,-43.42828951231246,D,A,B,C,0
Physical,None,UK,Yes,137.9434607907213,-141.59827756730488,150.3866312215928,C,C,D,A,1
Yes,Muslim,Mexico,Veteran,-156.58045789376897,72.05128845431214,26.78531111938361,B,D,D,E,1
None,None,UK,Non-Veteran,153.85198834592754,-4.011975812303426,94.16614716560552,C,D,A,B,1
None,Hindu,UK,Non-Veteran,-81.02583096202343,66.61790542531428,14.056499350504792,E,B,E,C,0
None,Christian,UK,Yes,65.13414370005654,-49.53089429476585,30.92665376328358,E,A,E,D,0
Mental,Muslim,UK,No,106.30888996854083,-123.05873917339056,117.53801198219081,D,A,D,C,0
Physical,Jewish,Other,Veteran,6.370891573340469,90.38192171221786,129.71073129795985,D,D,C,C,0
None,Muslim,US,Veteran,0.56479390105688,-60.127635115964786,-24.292627017384063,C,E,C,C,0
Both,None,India,Veteran,100.0683871615103,88.38129568738646,181.89423336639967,C,A,D,E,1
Physical,Christian,China,Veteran,-139.7752951977103,63.10168887624381,101.21986023432201,B,D,C,A,0
None,None,Other,Veteran,-110.20934022965321,13.712294972763903,16.234676981459963,D,E,E,B,0
No,None,China,Veteran,-80.96465350071723,198.24406348476782,-55.23985821037745,C,E,C,C,1
None,Muslim,US,Non-Veteran,105.00165125527583,52.3207959082386,101.43616591122016,B,B,B,C,1
Yes,Buddhist,UK,Veteran,-188.42979255959509,57.32913947413753,44.76084688841402,A,B,D,D,0
None,Other,Germany,Yes,81.0494148612311,-135.3152056065079,55.579052352594374,D,A,C,A,0
Mental,Muslim,China,Veteran,-27.925963586727697,-14.505213410543064,-95.20239461153388,B,A,E,B,1
None,Other,Other,No,46.49706230627479,76.34949530167869,-178.48843679551203,B,C,E,A,0
Mental,Muslim,Mexico,Yes,19.395800548885894,180.58022390143174,86.6444617466357,D,B,D,B,0
No,None,China,Veteran,-122.87904526673286,-66.47109908408764,109.58940756693609,E,C,A,A,0
Mental,None,Mexico,Non-Veteran,61.25889511704704,-154.43387937133664,48.70011927714591,D,E,A,B,1
Mental,Other,Mexico,No,54.35632652263652,168.77264714195098,-82.30979293121068,E,C,D,E,0
Physical,Jewish,Brazil,Veteran,49.71456377107039,-26.87009895914502,89.12734002512121,E,D,D,E,0
Mental,None,Mexico,Yes,-167.49572108748382,-34.155966852073945,155.94770562379935,A,A,E,D,0
