genero,religious_affiliation,country,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Male,Christian,Brazil,Widowed,C,26.490934111541016,-5.587278347485735,-29.123743998026008,C,23.202723621664415,A,C,-132.884008981671,54.42092267330773,0
F,Muslim,UK,Widowed,D,45.09011781348168,-14.859798604190388,0.414866521239484,E,167.33317019695446,C,E,224.88575278297284,-63.540887876805044,0
Non-binary,Hindu,India,Widowed,E,-58.35766686786156,-67.72013699285057,70.93790474114915,A,-30.669813679256485,C,D,-40.08114027345623,177.92161161762348,1
Female,Christian,Germany,Married,A,227.47675043374883,99.92999281081767,-81.33133882599178,B,-37.02779372682389,E,A,35.75636995193786,5.968217053637143,1
F,Jewish,Brazil,Divorced,E,-33.65960856190612,-18.859204054662065,19.969677576643456,A,19.24400015137616,C,E,-63.04524685540331,59.737805343433614,1
Other,Other,China,Divorced,C,-61.14930925466303,-151.7600485289931,-134.47203864239472,D,-91.86805860816789,A,E,98.19839116490039,-191.47907840011973,1
Female,Hindu,UK,Widowed,E,46.54857744718606,-16.952033281876233,-13.07457598482491,A,-25.941018280596705,A,D,-31.88716735366902,25.94236833823218,0
Other,Christian,UK,Single,C,42.33828993615485,-170.2972021634082,-6.393775544819613,A,1.712381973415435,E,E,-92.27123153346088,89.6697274184376,1
Other,None,China,Married,A,-26.806749811623725,-80.73676673917883,-21.064498879344367,B,58.3544989295259,A,C,-63.19943727516021,70.5091329563503,0
F,Jewish,Mexico,Married,A,-63.75407765125776,-72.60052538227866,-81.00036739415853,B,30.010985361859465,C,A,41.073296963494826,-29.23873805425645,0
Non-binary,Hindu,India,Single,D,-147.8094290014508,117.75212840732681,-56.88601014491971,E,-14.126978078466548,A,B,-29.0776057949807,-73.07007731645776,0
Non-binary,Other,India,Married,C,-64.74003416616023,148.58441751822076,53.08345581757003,E,-76.08030847918731,A,B,-91.27112083977484,84.89028074369115,0
Female,Christian,Other,Divorced,E,8.493223906911732,136.51520328453876,-51.74186274902115,B,-66.71977279495648,B,E,-118.53074787594305,-58.02115553916559,1
F,Jewish,Germany,Married,E,-40.78607488484573,116.43616722674368,-41.78279286692387,C,30.56902923799611,A,E,87.07890899794158,-84.90930579118185,1
Other,Buddhist,UK,Widowed,D,165.59994303153363,-153.76157104978813,96.4161027918971,D,-36.38405503131927,B,D,142.35408199951468,-262.2335696302597,0
M,Christian,US,Married,A,-85.94773894064485,-26.88197425135948,96.86959922356243,B,137.19243151648126,C,C,55.257489574853636,-50.26427515415619,0
Male,Hindu,India,Widowed,E,37.83740624992141,113.11810252287682,-29.564084518352864,C,15.700829274094048,E,E,-138.73285252847404,-41.74134717762368,1
Male,Hindu,US,Widowed,C,123.25803212168248,104.54826012956981,17.116656387978466,D,-52.447103484777614,B,A,124.14704363918992,114.00892906834927,1
M,Jewish,UK,Married,E,-53.01347681614354,-72.9543637782873,-40.00800100947338,D,-23.690886832627136,C,C,63.953961563904315,81.40490264235984,1
M,Muslim,Brazil,Widowed,B,32.598665665988555,147.74850466617744,-100.35851831192608,E,111.02157967695945,B,C,11.067319050804494,183.26459454694364,0
Male,Other,US,Single,C,100.51962709466392,61.352123628786636,-209.10456505688296,D,-16.554797732773185,A,B,75.72496651832797,107.72736046982855,0
M,Hindu,Other,Single,E,17.947282766370158,33.477139173250244,8.673139937297009,C,130.95552813948134,A,E,102.61894340981976,-2.642890638519287,1
Other,Jewish,US,Divorced,D,26.644439272915086,-110.12789943310293,-75.45719014101216,E,0.47256060732990296,B,A,-31.049843484278256,51.29820430999943,1
Other,Other,US,Single,E,-63.78814417065462,-95.67190857682186,-109.26238956421305,B,-173.00833678836688,C,A,-123.08225402388149,25.642352229784038,1
M,Muslim,Mexico,Single,B,-175.64063799932913,64.69612805516512,-143.22718722105324,A,-24.39351422534682,D,A,3.5528948889394703,43.933856621067626,1
Non-binary,Jewish,Brazil,Divorced,D,-82.33790730357332,-1.2522722210338428,80.57170102528623,D,-69.33018611935401,A,D,-42.68799111057273,-95.02557581919075,0
M,Hindu,UK,Divorced,E,76.98669644520771,-120.26783413850161,-169.79130233974874,C,102.38762964457548,E,E,-65.20416820554108,-104.90808679812484,1
Male,Hindu,Brazil,Single,A,61.08726923705883,-34.15733540470988,-3.292689181604342,C,-46.8857056164575,E,D,20.38526509928554,-2.355548110786954,1
Non-binary,Other,Germany,Single,E,-109.74149232741664,187.70859846880842,-23.2768731385289,E,0.9606253801112097,D,C,-5.684370890323084,-5.2625340104836065,1
Male,Buddhist,Germany,Divorced,D,194.3356695025406,13.233904848523526,87.24796027975246,C,96.32037996538759,B,B,-161.83521791259255,164.95219393536894,1
Non-binary,Christian,Mexico,Divorced,A,-33.97629886420276,92.62450687461266,125.26310707625157,A,92.06606710648929,E,C,-159.7289854872808,8.090987634978994,1
M,None,Mexico,Married,B,-156.12983781551904,40.917668322243074,-52.5952399130317,C,72.21937001979089,B,B,-37.34717474425199,-184.88571801614154,1
M,Buddhist,UK,Widowed,B,16.895125423947555,-28.747851343795116,49.547145914952615,D,46.66792228203274,B,A,82.1351780697485,-72.45582507289849,0
Female,Buddhist,UK,Single,B,-24.055643152261105,-22.280952397172413,171.41161735917518,C,230.53511215629325,C,C,-41.214769642867175,-52.49803562082308,1
M,Muslim,Mexico,Divorced,C,125.1365896446487,-58.55156819497383,-56.98381863171973,D,127.72738224758575,E,E,-3.974342515600256,113.99843602734536,0
Female,Hindu,Brazil,Married,B,-60.132773356167526,-88.51635991105869,-71.26856383215102,E,-202.75721011845147,A,A,25.00254968952882,15.463729212488381,0
F,Christian,Brazil,Widowed,B,12.846234392519193,-76.71537408414454,-57.86476031900071,E,-345.94035308716786,A,C,37.75326999448256,-28.656824889740456,1
M,Jewish,Mexico,Married,C,71.09527761305537,-47.40401211420719,-124.73279521865805,A,69.48458596557042,E,E,29.55285548442789,144.97408717839087,0
M,Jewish,India,Widowed,C,12.047827678765929,-4.284471472677825,-75.46976800250371,A,-67.85055440900476,B,B,-9.521956327091068,52.716023215689155,1
Non-binary,Muslim,Germany,Widowed,B,-48.493293758659014,-71.97777719122989,-4.282607462553103,C,114.83602199151339,C,D,86.08484449175825,-225.25324095269622,1
Non-binary,Christian,US,Widowed,C,-115.30408701603952,60.081691720741034,-112.74759022165061,B,53.86388022456507,C,B,-153.19778603573312,8.459543142941197,0
M,Buddhist,Brazil,Single,E,-191.1130807628928,103.25732305506816,-3.240958127612074,B,99.68072032664132,C,C,-92.65856123152612,-5.207632853656665,1
Other,Christian,Mexico,Divorced,C,-129.1554753636269,114.28324375464814,207.1326238625249,C,23.539812232755974,C,D,47.146083803171784,-49.73510556576886,0
Male,Christian,India,Single,C,18.860501856811464,260.49095471638657,121.96205333910555,D,-135.29549263089027,A,E,-96.71267856125955,-177.6322153593833,0
F,Buddhist,UK,Married,B,-242.638785389479,62.14318925099841,64.0333444310081,C,-107.14334178477603,C,D,138.07305811885752,67.2295196617181,1
Male,Hindu,China,Single,B,8.341147475169763,28.972421949590622,-88.2431667400266,B,-10.744057484338494,C,C,-25.029946840858948,-70.18933142166175,0
F,None,Germany,Divorced,A,-76.27250797958057,-79.97602141485632,-42.842912811769175,B,-28.728845477309306,C,D,-29.317068135529688,-40.31739146869352,1
Male,None,Brazil,Widowed,B,21.39143020607029,61.14073177265769,-17.64535376342633,B,101.49058661932082,D,B,102.9541219396892,284.7759144114868,1
F,Other,UK,Married,D,-217.46728563003182,66.60392010171724,88.77704066888747,B,169.9957888180243,C,B,88.51167113365562,-188.0162830515484,1
Other,Muslim,Other,Widowed,A,-101.82423703658891,180.49969913236603,163.1712227062582,B,-50.2495514357676,E,E,-23.45261763237057,33.59996203640374,1
Other,Muslim,Germany,Married,A,99.67940726195636,146.89521469858192,-1.3253589412319173,C,-132.54134692271455,B,C,-45.65783391403135,-101.87550668973803,1
Female,Muslim,UK,Married,C,-223.76034162451126,60.18898822680744,-140.8095405576725,A,78.45697514599863,D,D,-128.59358811719025,-46.30049754702651,0
F,Buddhist,China,Divorced,D,-53.69854228195853,-104.81489153579994,-35.05974811966171,D,58.00750583047479,B,B,181.36793623576787,30.374922257858493,0
F,Other,UK,Married,C,171.85623347798315,107.02600504356433,-81.41853298731884,E,-34.02413522679171,D,A,120.50669526480631,-133.96472815536282,1
F,Muslim,US,Single,A,191.65753906000225,147.1456808839833,22.171374166230414,A,-76.48415868235588,B,A,-68.63974473213466,-47.984703688892324,0
Male,Jewish,China,Widowed,C,-145.6918342924611,59.2677176259166,-1.1280850196152625,B,-74.24579668640357,A,B,-154.83924946968645,-157.33397881723369,0
M,Jewish,Other,Married,A,-82.10684312272772,-6.268175271807806,73.76001815627102,A,-15.181154973373987,E,A,283.8003021343923,-8.255035408300241,0
Other,None,Germany,Married,B,113.63705981075137,-77.1740902311835,3.991748015316899,A,21.584039523270462,C,E,-80.78189260898266,17.54749544096364,1
Male,Jewish,UK,Divorced,C,18.781172511309123,-127.4225989761365,33.29455370226677,B,-163.92850860995227,D,B,70.55514723197513,-79.25490203958068,0
Other,Hindu,Brazil,Divorced,E,154.02397272264955,96.73022842569713,-51.404503426831674,D,-97.71366445244166,B,E,29.093698529767025,26.400849103620267,1
F,Jewish,India,Single,B,17.171375286735664,-26.886394797048702,-165.75414109172465,D,35.00817279197413,D,E,27.09255698657495,62.7640422193086,0
Female,None,Other,Single,E,-20.293605780757346,-56.569395187674566,23.69544523377885,B,-81.68366495578563,A,B,56.80276969638872,-228.2555963108186,1
Female,Jewish,India,Single,B,-32.26984340053633,26.52488529802722,177.0270646486091,B,-55.314510659478564,B,D,23.533494264006155,36.42948728058767,0
Female,Other,Germany,Single,C,65.83932285385887,-1.5103996516683302,4.680300195268348,B,133.29862908575916,A,E,64.25647440506754,-237.72897936951875,1
Male,Jewish,UK,Divorced,C,71.46094415003063,58.43732587474049,69.57051599943172,A,-67.09620911961694,C,D,-45.84000071138803,-9.150878077753731,0
Other,Buddhist,UK,Widowed,C,-54.67839747576237,31.68054806082997,96.0835731154845,D,105.11844682864115,B,A,-52.45897736948343,94.78132552870755,1
Male,None,Other,Single,B,35.618287833404175,14.33256507917548,5.460242427678365,E,14.169051427372692,C,C,-78.87602855549548,122.3484114687638,0
F,None,China,Widowed,E,16.75583801514925,29.694859074258105,-135.14789260696267,A,-106.09995174881293,B,C,-83.57104066584445,28.857694151594828,0
Other,Jewish,China,Single,A,29.96591107510752,116.70718730376646,27.752318613853777,D,-42.42319157334475,C,D,-56.835896336143655,-46.95397885358823,1
M,Muslim,China,Single,A,-113.22605402639239,-69.37420258630448,-9.059913884916103,D,-62.42115479544499,E,A,91.38560459375043,-75.20144099708426,1
Male,Jewish,Germany,Single,D,-100.16869155270038,33.230378424016095,39.773922526861455,B,28.64798884966817,C,D,-45.80879549722322,-30.766193957427973,0
Non-binary,None,Germany,Divorced,C,42.32766617850897,64.4623868294725,-39.7226845507018,E,-3.721720206635081,B,E,-99.47692191940585,104.14632590999942,1
Male,Jewish,China,Single,D,226.5121569527595,120.11538612617261,153.13590926590965,A,0.8093174452666676,E,B,-37.590189786056165,136.59911135132182,1
Male,Buddhist,India,Married,E,207.25627882638707,185.98657573795623,13.829351667077388,B,204.10938234064403,A,A,-94.53018926057798,175.3118356939431,0
F,Jewish,UK,Divorced,B,-132.00016128237064,-76.37120278175061,-142.76004269472182,A,39.360739738380865,C,E,5.13929343944598,-172.39774916625342,0
M,Other,India,Single,E,-2.0510399426304247,-174.5395049754041,48.9334258343727,A,186.98179563659255,C,A,-2.3914692700627422,-72.89838568909535,0
F,Other,India,Divorced,A,7.625251293086989,0.2884170399907009,95.16368543225663,D,139.91667538443107,C,A,55.57078686589658,-166.10412162446897,1
F,None,Other,Single,C,-258.1649563230809,191.02365130649036,38.60303724784722,E,-33.09430691886167,C,B,193.95559212071345,93.71417210071533,0
F,Christian,China,Single,D,79.58440365923896,32.40848595860821,142.72481940368158,B,-90.10434650019712,A,A,-115.8102482096186,97.89176064255717,0
M,Jewish,India,Divorced,E,-111.31974331363388,-22.96450730074824,19.497567318673887,B,-9.504014720999773,D,D,-34.199922728828795,-44.85863975702502,0
Other,Jewish,Germany,Divorced,E,101.73955523880325,71.25006235639454,-56.91909399643132,A,-7.9291613654712405,B,B,70.24543923032567,-188.88593454012204,0
M,Jewish,Germany,Single,E,119.9851939167994,-22.927763006480546,-71.8957088972122,E,-179.38103565039026,B,C,59.98693950415151,77.17505152806481,1
M,Buddhist,China,Divorced,C,64.87760180253755,-155.1593925217463,-139.1378408364831,C,-153.1525331840655,A,C,8.338799730865592,-8.734931865348576,0
Other,Hindu,Germany,Single,A,128.99339319724263,-99.86637041389183,-29.40363167590253,C,-39.00529533415023,C,E,-72.17345023481666,-206.9474522831084,1
F,Jewish,US,Married,D,66.27184825659188,110.60213783405783,154.16657613796468,C,106.6774261643995,E,A,-73.75591421283633,-40.30132622324646,1
F,Muslim,India,Widowed,B,-119.01522283049371,-57.17798712795806,50.09480970648661,A,-34.86927232203115,C,D,-19.39592515443216,-71.28373153356662,0
Other,Muslim,Brazil,Divorced,C,-137.31461338657763,47.65794081536138,-68.16578140231516,A,-80.97128287661774,E,A,96.64542654326058,-145.65907522720175,1
M,Christian,India,Married,D,-205.17951227693825,169.2019865377815,41.23163510265075,A,20.757787184380536,D,E,173.70760036003583,90.52050803044966,0
Other,Hindu,India,Married,B,78.29682454023622,-40.83741840207129,-110.38475721431651,A,-83.50750591791952,C,E,-109.09396688707697,-105.54882824093532,0
M,Muslim,Germany,Divorced,B,112.18763795720434,28.44494043202469,91.64447203769024,A,43.93886687366629,B,A,171.15036446727146,15.559677508974696,0
Male,Muslim,Other,Divorced,A,-105.24417022303436,-69.80212293294204,156.57329353636558,A,-33.55998644847195,C,B,101.5459742321898,-106.73387556958758,1
F,Jewish,Other,Single,B,97.09535694314819,9.68597505324277,-210.50146489119558,A,127.36580009826615,D,A,12.422308843872273,182.91523503801008,0
M,Hindu,US,Widowed,E,-7.089166259350178,50.298653652894856,30.820514662524488,C,-43.87555318397007,D,A,-125.82070601303622,127.27015940065046,1
Female,Muslim,Germany,Single,E,121.51973305191626,47.10430725445535,110.37055051154157,D,-87.74422619191189,B,D,-74.84389536689102,107.1096775611863,1
M,Hindu,China,Single,D,-71.85923127302259,-31.58285570843579,22.925751860447388,A,93.91874833221677,E,C,-19.40626844785637,-8.038466434161878,0
F,Christian,Other,Single,A,214.67348758567192,-82.92397046498178,45.46994337590603,E,130.13844481701483,D,B,9.453378453026831,-79.95135527093265,1
Female,Jewish,Mexico,Divorced,C,94.94432140977246,59.810424108843016,146.25961459231905,A,-14.194954009393687,C,E,-112.08019234814297,-55.276153847194266,0
Female,None,Brazil,Single,E,5.521062966641867,-89.1943945305809,117.160976610386,A,86.4031008759628,A,E,76.0722878974707,-3.392998465333166,0
Non-binary,Muslim,Other,Married,C,-49.71825113168,13.30238365672432,-59.84176730949928,B,34.30795125618559,C,A,-53.845009064990776,-8.702811410483115,1
M,Other,Other,Divorced,C,56.10665965287397,122.94262851794599,137.56795628574065,A,125.31437233999544,A,D,24.729069089215976,32.47615821463838,1
Female,Jewish,UK,Single,A,95.30160368652615,-73.81144570393634,-27.534763595980905,D,-64.68773645396232,E,C,54.034397333772624,-77.40838220189538,0
F,Buddhist,India,Single,A,-115.02049095817782,-44.44574923148735,-146.69764269726687,D,-149.27193760772482,E,C,10.0331809692721,52.07293079045272,0
Male,Hindu,Brazil,Single,A,108.18163412414512,0.9989195397202395,74.48637187285694,A,4.614317488106643,B,D,44.728106957581545,63.64975860450078,0
Female,Hindu,Mexico,Single,D,-81.48609547371932,35.68047169604592,-89.41268053243552,B,-106.85910742824282,A,A,1.607072984040675,40.41021755550007,0
Other,Christian,UK,Married,D,-15.004331358963077,-96.96983122981635,-42.91854481054389,C,-169.29722395983165,C,C,-55.792749267506025,-18.647490852648197,1
M,Christian,India,Widowed,E,-6.808616663288877,86.87887710847336,-41.42454370252021,D,253.3159617910552,D,D,11.224730900394226,95.73832497299902,1
Male,Hindu,US,Widowed,B,108.03920760878592,-82.0446188064641,23.48154869068022,E,-16.856136475132544,E,E,-159.44420267499933,80.13820006974613,0
M,Other,Brazil,Divorced,E,187.2486334176346,-24.920747048964525,147.66354137095834,E,-34.88791714171948,C,B,-200.31403795783459,-40.880588738507164,1
M,Jewish,Mexico,Widowed,C,22.78592899701867,77.63076519568473,47.14081239139155,D,-15.809145729064142,E,B,-102.47973843545823,-113.6161812560022,1
Other,Hindu,US,Widowed,A,19.108039438065298,-106.08359859544893,114.80664836000285,C,-103.98416057966445,D,D,40.16175526380862,-19.9774209124613,1
Other,Buddhist,China,Single,C,79.84341689832497,-61.4729449241415,18.319569486952254,B,-34.340232502270844,A,E,-179.44359259595123,-108.3133588873753,1
Non-binary,Jewish,Brazil,Divorced,D,85.06912230385461,-217.76769050341406,-71.41265205565979,B,173.0993151937579,E,C,44.530533964794024,-79.35934875107586,1
Female,None,UK,Widowed,C,-156.84136616705752,67.63979115449911,-19.629371907472407,C,-15.05578964038703,A,A,68.39805392287883,-139.4492921683343,1
Male,None,US,Widowed,D,-48.04992251854918,-185.52026298734216,69.81826169418933,C,48.4547536962622,E,A,35.227328084721,48.4307190129929,1
F,Other,Brazil,Single,C,40.291627697220314,27.469255084674604,-79.3510462343041,D,-67.47396081053077,E,A,142.91231660377696,79.30632037900239,1
M,Christian,US,Divorced,E,-119.50365521861481,174.49676752414229,-76.06617815641773,C,-57.94924620000379,A,B,140.43257882596916,49.01433233344133,1
Other,Christian,China,Divorced,B,-14.249673908784455,-115.68568313159359,-26.1777416806379,E,5.062758222489369,A,A,-61.953003270424134,-90.10898669895707,0
F,Other,UK,Single,D,178.45010770288698,-0.056792539426506465,46.100255696492894,A,-36.083558224802616,C,D,76.65109289148745,88.26733403819286,0
Other,Muslim,US,Divorced,E,-7.9597964544348905,39.866765303772965,73.0867742775685,D,-16.16627852236798,B,B,172.85824363253533,-227.7052680489125,1
