country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Mexico,E,D,B,E,B,B,C,0
UK,C,B,A,B,C,C,A,1
Brazil,A,A,A,B,A,D,B,1
UK,A,D,A,A,A,D,D,1
India,A,B,A,C,B,E,D,0
Germany,C,B,D,C,A,C,E,0
UK,A,A,A,A,B,E,D,0
Germany,D,B,B,B,D,E,A,0
Germany,A,B,B,C,B,D,C,0
India,B,B,B,A,A,E,C,0
US,D,A,D,D,D,B,C,1
Germany,A,A,B,C,A,A,D,0
Other,E,D,C,D,E,A,A,0
UK,E,D,B,C,B,C,A,1
Germany,B,B,C,D,B,B,E,1
China,D,A,C,B,D,C,C,1
Germany,B,C,B,E,A,C,D,0
India,B,C,D,D,D,E,A,0
China,C,E,E,D,D,D,A,0
UK,C,C,D,C,C,D,E,1
Other,B,B,A,B,B,E,D,1
China,D,B,E,B,A,C,E,0
Brazil,B,B,E,C,A,A,E,0
Brazil,E,B,A,D,B,C,B,1
Mexico,D,D,B,C,E,C,E,1
Mexico,B,E,B,B,E,D,A,0
China,A,B,E,D,C,C,E,0
UK,C,D,C,D,B,A,D,0
Mexico,B,A,B,C,A,B,A,1
Brazil,A,B,B,D,B,B,D,1
Brazil,A,A,D,C,A,B,B,1
UK,E,C,B,B,D,E,A,1
Mexico,A,B,C,E,A,C,E,1
Germany,A,E,A,C,A,D,C,1
US,C,E,C,A,C,B,D,1
Mexico,D,D,A,D,B,C,E,1
China,C,E,D,C,A,C,E,0
Germany,C,C,E,E,C,B,B,1
Brazil,B,A,C,E,E,D,A,1
India,C,C,E,C,A,C,A,1
China,A,D,E,C,E,A,B,0
China,C,B,A,A,C,C,A,0
Other,E,C,D,C,D,C,A,1
Brazil,E,A,C,E,E,B,C,1
Other,C,D,C,C,D,A,D,1
UK,A,E,A,D,B,B,D,0
Other,C,B,E,C,B,B,C,1
Brazil,B,D,E,B,A,A,E,1
Mexico,D,A,D,B,A,E,A,1
Brazil,B,D,C,A,E,B,C,0
Mexico,A,A,B,C,D,D,A,1
Mexico,D,D,D,D,E,D,B,0
Germany,E,D,D,C,B,D,B,0
Other,C,B,A,A,D,C,D,0
UK,E,E,E,C,A,A,E,0
India,E,E,A,A,A,E,B,1
China,B,B,E,E,D,A,E,1
UK,C,C,E,C,D,C,C,1
Mexico,E,E,D,D,D,B,C,1
Mexico,D,C,A,C,B,E,C,0
China,C,A,B,D,C,E,B,1
Mexico,E,E,C,E,A,A,D,0
Other,D,A,E,D,A,E,B,1
US,C,A,D,B,A,E,E,1
Other,E,E,E,A,C,E,A,1
China,C,B,D,D,B,A,E,1
Brazil,B,D,A,C,E,E,A,1
Mexico,D,B,D,E,C,B,A,0
UK,C,A,A,C,E,D,A,0
Germany,A,E,B,E,A,A,A,0
India,A,D,A,E,E,A,B,1
China,E,A,C,B,D,C,D,1
India,B,B,E,C,C,E,B,1
China,B,A,A,D,A,C,E,1
China,C,B,A,E,C,B,D,1
Brazil,D,D,A,A,D,A,B,1
US,A,E,C,A,C,D,D,0
Brazil,D,E,A,B,E,C,E,1
Brazil,E,C,E,B,D,B,C,0
Mexico,D,B,C,B,E,D,A,1
Brazil,B,B,B,C,D,A,E,1
US,D,B,C,A,A,E,B,0
UK,D,C,A,B,E,D,D,1
India,B,A,B,C,D,B,A,0
Other,E,D,B,A,D,B,B,0
Mexico,B,B,A,C,A,E,D,1
Germany,A,C,A,C,B,C,D,1
India,D,A,B,B,A,A,C,0
China,C,D,B,B,B,E,A,0
Germany,D,E,D,B,C,B,E,1
Mexico,C,D,C,A,C,A,E,1
US,B,C,D,E,E,E,C,0
Other,E,D,A,A,C,A,E,1
US,E,D,D,E,E,D,D,0
China,E,D,E,B,E,B,C,1
Other,D,B,A,A,D,B,B,0
China,C,A,D,A,E,A,E,0
Brazil,B,D,D,A,E,A,E,0
Germany,B,C,E,C,D,B,C,1
Other,D,A,D,C,B,C,D,1
Other,C,E,A,E,E,E,B,0
Other,C,A,A,D,D,D,B,0
UK,E,C,D,E,D,A,C,0
US,C,D,D,C,B,D,A,0
Brazil,A,E,C,C,E,E,C,1
China,C,A,E,A,D,B,B,0
Germany,C,D,A,E,D,B,E,1
China,B,A,C,A,C,B,C,0
Germany,A,E,E,B,B,B,A,0
Mexico,D,E,D,C,B,C,D,0
Other,C,B,B,D,D,D,B,0
India,C,E,E,C,D,C,C,0
China,B,E,D,C,A,B,D,0
UK,B,C,D,C,B,A,E,1
UK,C,A,D,B,E,A,A,0
Mexico,A,B,E,B,D,C,E,0
India,D,C,C,E,E,B,A,1
US,D,B,C,D,D,D,D,0
Germany,E,A,D,A,E,B,E,0
US,E,A,B,E,B,A,C,0
Other,D,B,E,C,C,C,D,0
India,E,D,E,D,A,D,A,1
Brazil,E,C,B,D,E,E,C,1
Other,D,B,B,A,C,E,C,1
Other,B,D,A,A,C,D,E,1
US,B,C,E,B,B,B,E,1
Brazil,A,C,A,D,A,C,A,1
China,E,D,B,B,D,E,D,1
Germany,E,C,A,A,B,A,E,1
UK,D,D,A,D,D,C,A,1
China,E,A,D,D,C,A,D,1
UK,A,A,D,C,B,D,B,0
India,D,D,B,D,B,A,C,0
Other,C,B,E,A,E,D,B,0
Other,D,A,D,C,D,E,E,0
UK,E,B,B,C,B,A,D,1
China,C,C,C,D,E,C,E,0
Germany,B,B,A,D,E,D,D,0
Mexico,A,C,A,D,C,C,D,0
Mexico,C,C,A,B,D,D,A,1
Brazil,A,B,C,E,E,E,D,1
Germany,C,A,A,A,E,A,A,1
Mexico,B,A,D,B,A,B,C,0
Brazil,B,B,A,A,C,E,E,0
China,C,C,B,E,E,D,B,1
Mexico,E,A,A,D,A,A,D,0
India,C,A,A,D,A,B,B,1
China,B,E,D,A,D,A,C,1
Mexico,A,D,A,C,D,A,C,0
India,E,C,E,D,E,B,C,0
Germany,B,A,A,E,B,B,A,0
Mexico,E,E,D,B,D,D,B,1
Germany,D,B,C,D,C,B,B,0
Mexico,C,D,E,C,C,C,C,0
Germany,E,E,B,A,C,D,B,0
US,E,D,E,C,B,A,C,1
US,C,E,E,C,D,A,C,1
US,A,A,E,A,A,E,D,1
Other,D,B,B,E,E,A,B,0
Mexico,C,D,A,C,A,B,B,1
Germany,A,B,E,A,E,A,B,0
Mexico,B,E,E,C,D,D,E,0
China,D,E,A,B,C,C,B,1
Brazil,E,E,B,A,D,B,C,1
US,C,C,D,D,C,D,C,1
Mexico,B,D,C,D,D,E,C,0
India,D,A,D,A,B,E,E,1
China,D,A,D,E,C,C,C,1
Mexico,C,E,A,B,D,E,B,1
Germany,A,C,A,D,C,C,E,1
India,A,C,B,E,A,C,B,0
US,A,E,D,B,D,E,D,0
Other,E,A,B,A,B,C,A,1
US,E,B,A,C,C,E,E,1
Other,B,D,B,B,B,A,C,1
China,A,E,C,E,C,C,A,0
Other,B,D,C,E,A,C,D,1
UK,E,C,D,C,A,E,D,1
US,B,A,B,A,C,C,A,1
US,D,C,D,B,D,B,C,0
Other,A,B,E,B,A,D,D,1
China,C,C,E,B,A,E,B,0
India,B,E,B,D,C,E,B,0
Mexico,C,C,A,B,E,A,A,0
UK,B,E,E,B,B,A,A,1
Brazil,C,E,E,B,A,E,D,1
Mexico,D,D,A,D,A,B,D,0
India,D,A,B,C,A,D,E,0
China,E,C,E,D,A,D,B,1
Germany,B,A,D,B,A,C,E,0
Germany,A,E,D,A,C,D,A,1
Other,A,C,E,E,B,D,D,1
India,E,B,B,E,D,B,A,1
India,E,C,C,C,D,D,B,0
India,C,D,B,D,B,E,A,0
Germany,B,E,A,C,C,D,B,0
Brazil,E,C,D,A,A,A,D,0
UK,C,E,A,A,A,E,A,0
Brazil,B,E,D,C,D,C,E,1
US,D,C,D,E,D,C,E,0
Other,A,B,E,C,E,B,E,0
India,B,D,A,B,B,D,E,1
Germany,C,B,C,C,A,B,D,0
UK,A,E,C,C,A,B,E,0
US,A,B,B,C,A,A,D,0
Germany,D,C,A,E,D,E,B,0
UK,D,C,C,C,C,C,B,1
India,E,C,B,C,B,E,C,1
Other,E,B,E,C,B,E,C,1
Other,C,D,D,B,C,C,A,0
India,B,C,A,D,B,C,E,1
China,D,D,E,A,E,A,B,1
India,D,B,A,C,D,D,B,0
Mexico,E,C,B,C,D,B,D,0
Germany,D,D,D,C,D,A,C,0
UK,A,D,C,E,E,B,A,0
China,D,C,E,D,A,D,A,0
India,C,E,C,D,C,E,E,1
Germany,A,E,B,C,C,D,C,1
China,D,C,E,B,A,E,E,1
Germany,C,D,E,B,E,D,B,0
Germany,C,B,E,C,D,D,B,1
Germany,B,B,A,A,E,A,A,0
Other,E,A,D,C,A,B,D,1
Mexico,B,D,A,C,C,C,E,1
UK,A,B,B,C,E,A,D,1
UK,D,B,A,C,B,E,E,1
UK,B,A,C,C,E,E,A,0
China,B,E,A,B,D,E,A,1
Brazil,D,A,C,D,C,C,C,1
US,B,E,A,A,C,D,E,1
UK,D,E,E,B,C,D,D,1
US,A,A,A,D,E,D,C,1
Mexico,B,D,B,C,C,A,E,0
India,B,A,D,B,E,D,A,1
UK,E,C,C,A,D,C,B,1
India,E,D,A,E,E,D,A,1
India,E,A,C,D,E,C,A,1
Germany,C,D,E,B,A,C,B,0
Mexico,D,A,B,C,A,C,B,0
UK,E,E,D,E,C,B,E,0
Germany,C,A,A,C,E,D,A,0
US,E,B,B,D,B,B,A,0
UK,D,A,C,B,E,B,C,0
Brazil,C,A,C,B,C,B,B,1
Brazil,D,E,E,B,A,C,B,0
Other,D,C,B,E,B,A,E,1
US,C,C,B,C,D,D,A,1
Mexico,D,A,D,C,B,D,E,1
US,D,C,A,C,E,D,C,1
Other,A,C,A,D,E,E,C,0
Brazil,C,D,E,B,C,A,D,0
UK,A,A,A,C,C,C,E,1
Mexico,B,A,C,B,B,D,D,0
Brazil,C,C,D,D,C,C,D,1
US,A,A,B,B,C,D,A,0
US,E,D,B,C,D,D,A,0
US,C,C,A,E,E,E,B,0
China,B,D,B,B,A,B,C,0
China,E,D,B,E,C,A,E,1
UK,C,D,A,A,E,D,A,0
UK,C,B,C,C,A,C,D,0
Mexico,E,B,E,D,A,A,C,1
Brazil,B,A,B,C,E,A,A,1
Brazil,B,E,E,D,B,E,A,0
US,E,B,C,D,E,C,C,0
China,B,D,D,B,D,E,D,1
US,D,E,A,A,E,A,A,1
US,C,B,C,D,B,A,A,0
UK,A,C,E,A,A,D,E,1
Germany,A,A,A,B,C,E,C,1
Mexico,B,B,B,D,B,B,D,1
UK,D,D,D,A,C,B,B,1
Mexico,D,A,E,D,D,E,D,1
China,B,D,E,A,E,B,C,0
Germany,B,B,D,B,D,A,D,1
US,B,B,C,C,C,D,A,0
UK,E,C,E,B,E,C,E,1
Germany,D,C,C,A,C,A,A,0
Mexico,E,B,E,C,E,B,B,0
India,C,C,D,E,E,A,E,1
Other,D,E,E,A,A,E,A,0
Mexico,A,E,D,E,C,E,C,1
Other,C,E,B,C,C,C,D,0
China,C,D,E,A,C,A,E,1
China,A,E,B,D,A,B,C,1
Mexico,A,D,E,D,B,C,A,1
US,A,D,E,B,C,B,C,1
UK,A,E,D,B,D,B,C,0
UK,C,B,B,D,E,A,A,1
US,D,B,E,B,A,A,A,0
Germany,B,B,C,C,A,C,E,0
Other,E,A,A,D,B,A,E,1
Brazil,A,D,C,D,B,D,C,0
India,C,B,A,A,E,B,D,0
Brazil,B,D,B,C,C,D,D,1
India,C,E,B,A,D,B,E,0
India,A,B,D,E,A,D,E,1
UK,E,E,A,C,A,C,E,1
India,A,B,B,A,D,E,E,0
China,D,A,A,B,C,A,D,1
China,A,E,C,C,C,E,B,1
Germany,B,A,E,E,A,A,C,1
UK,A,A,A,E,B,D,A,0
India,D,B,D,E,B,D,B,1
UK,E,C,B,D,E,E,A,0
India,B,E,C,E,E,D,C,1
Mexico,D,D,E,D,C,D,C,1
Mexico,E,D,B,E,C,B,E,1
China,D,C,A,C,C,B,E,0
Mexico,A,D,D,C,A,E,C,1
Other,B,A,A,C,B,A,E,1
Other,B,A,A,A,C,A,D,0
Other,B,A,C,B,A,A,C,1
Germany,E,B,D,D,B,E,D,1
Brazil,C,D,D,E,B,B,E,0
Brazil,C,D,B,B,C,B,C,0
Mexico,A,E,C,C,A,A,C,1
Other,B,A,A,A,D,C,B,1
Other,B,E,B,E,E,D,A,0
Other,D,C,E,A,A,A,E,1
Germany,E,E,E,A,C,A,C,1
UK,D,D,C,B,A,A,D,1
Brazil,C,B,A,A,C,C,B,0
Brazil,E,C,E,B,C,D,C,0
Germany,C,D,C,D,B,B,D,0
Germany,B,B,A,C,D,D,A,1
US,D,E,E,C,E,A,B,1
India,E,A,E,A,C,E,C,0
Other,E,D,B,E,D,A,D,1
Brazil,C,E,E,D,D,B,D,1
Mexico,C,D,B,B,D,E,D,0
Other,C,A,B,B,E,E,E,0
US,C,B,E,E,A,A,E,0
Brazil,C,E,E,B,A,B,C,1
Mexico,C,C,C,C,B,A,C,1
India,B,A,D,B,B,D,C,0
UK,C,D,E,C,D,E,E,0
UK,A,E,A,C,D,A,D,1
UK,C,A,E,C,C,D,A,1
UK,C,C,C,B,B,E,A,0
Mexico,A,B,C,C,E,B,D,1
Brazil,C,C,B,B,A,D,D,1
Germany,A,B,A,E,C,E,B,1
Mexico,A,D,A,D,C,B,C,1
China,D,A,E,E,A,B,A,1
Germany,E,E,A,A,D,C,B,1
China,E,D,B,E,C,D,B,1
Brazil,E,B,E,A,E,A,D,0
Other,C,B,A,A,A,D,A,1
Germany,D,B,A,A,A,D,C,0
China,E,A,E,B,E,A,A,1
Mexico,C,E,E,C,C,C,B,0
India,D,A,D,C,C,A,D,1
Germany,D,C,C,B,D,C,C,0
Germany,D,E,A,D,E,D,B,1
Mexico,A,A,C,E,B,B,A,1
Other,A,A,A,D,E,A,E,0
UK,A,E,A,A,E,A,A,0
Mexico,D,B,A,E,D,D,E,0
Mexico,C,A,D,E,E,C,B,0
Brazil,D,D,B,D,C,A,C,1
UK,C,C,D,D,B,D,A,1
Mexico,E,A,C,C,D,C,A,1
Mexico,A,B,E,D,C,A,C,1
China,C,B,D,E,A,B,C,1
UK,D,B,C,E,A,D,B,1
Germany,A,D,D,C,B,D,B,1
China,D,B,A,E,C,D,B,0
China,B,D,E,D,D,E,A,0
Other,A,B,E,D,E,B,D,0
Brazil,B,C,C,E,A,C,D,0
Other,C,E,E,D,B,D,E,0
India,D,E,E,B,C,E,C,1
Brazil,B,C,B,B,B,C,D,1
India,D,A,A,B,E,A,E,1
US,A,D,C,B,C,C,E,1
Other,C,C,B,C,E,C,C,0
UK,B,A,B,B,C,A,D,0
China,A,A,D,B,A,D,E,0
UK,E,C,C,E,C,A,E,0
Other,D,A,D,C,A,A,A,0
Brazil,E,E,A,E,E,C,E,0
Other,A,E,A,D,E,A,C,1
India,A,D,B,C,A,A,D,0
China,E,C,B,A,B,D,C,1
Other,A,E,E,A,E,E,D,0
UK,E,C,A,C,D,A,C,1
Other,C,A,D,A,A,E,C,0
India,D,B,A,E,C,D,E,1
US,A,E,B,C,E,D,B,0
Brazil,C,C,A,B,A,C,B,1
Other,B,E,A,B,A,B,C,1
China,C,E,C,C,B,B,E,0
Other,C,E,E,B,A,A,C,0
Other,A,D,D,B,E,E,E,0
Brazil,D,E,C,A,B,E,A,1
Brazil,C,B,C,E,A,E,C,1
Mexico,D,D,B,D,D,E,A,0
China,E,C,B,E,B,E,A,0
US,C,C,D,C,D,A,D,0
US,D,E,A,A,E,B,E,0
Other,B,B,C,E,B,C,C,1
China,C,C,A,D,E,B,C,1
Mexico,D,A,A,E,E,B,C,0
UK,C,C,D,B,D,E,D,0
US,D,D,B,E,C,C,B,1
Other,C,B,A,B,E,D,E,0
US,B,E,E,D,B,D,D,0
Germany,D,B,C,A,D,E,B,0
China,A,C,C,A,A,A,E,1
China,E,B,A,A,D,D,C,1
China,D,B,C,D,C,E,D,1
Other,A,E,D,D,D,D,A,0
Brazil,B,E,D,C,B,B,B,0
US,B,C,A,B,D,C,E,1
Other,A,C,C,C,C,D,B,1
Mexico,A,D,A,C,C,A,D,0
Brazil,E,C,C,E,C,D,C,0
India,D,C,E,C,B,E,C,1
Brazil,A,C,D,D,C,A,A,1
Mexico,C,B,A,B,B,B,D,1
Brazil,A,D,B,E,C,D,C,1
US,A,E,C,B,E,A,B,1
China,A,C,E,C,C,A,D,1
Germany,E,D,B,E,D,B,A,1
India,A,A,D,B,C,A,B,0
India,D,B,A,C,E,B,A,1
Brazil,E,D,C,C,C,A,A,1
UK,B,B,A,C,D,B,B,1
US,C,C,C,A,C,E,C,0
US,C,E,E,D,D,C,D,0
India,A,E,B,A,D,A,D,1
India,A,D,A,C,E,E,E,0
Other,A,E,C,B,C,A,E,0
Germany,B,A,E,C,C,A,E,0
India,E,C,C,D,C,D,B,1
Germany,D,D,B,C,C,C,D,1
US,D,B,C,D,C,C,C,0
India,E,C,C,E,C,D,A,0
US,A,C,D,C,E,D,C,1
China,E,A,C,C,D,A,B,1
Germany,D,B,E,D,A,D,C,1
Other,A,C,D,A,D,B,C,0
Other,E,B,C,C,B,C,E,0
UK,E,C,C,A,A,E,C,0
Brazil,E,E,D,C,C,B,A,1
UK,D,E,C,B,A,E,C,1
India,A,A,E,C,C,D,C,1
China,A,A,A,B,A,A,C,0
Germany,D,C,B,C,E,A,E,1
Brazil,D,E,C,E,D,A,A,1
US,A,A,A,A,A,E,A,1
UK,A,C,D,D,E,E,C,0
India,A,D,C,D,C,C,A,0
Other,C,C,B,B,C,D,E,0
India,B,A,B,A,A,B,E,0
India,E,B,E,C,C,B,B,0
UK,C,A,D,D,D,C,D,0
Brazil,B,A,C,D,D,B,A,0
China,E,D,D,B,C,B,C,1
US,B,B,A,B,A,C,B,1
Other,E,B,E,A,A,D,A,0
Brazil,C,A,B,B,A,B,E,0
Mexico,D,E,D,C,D,A,E,1
UK,B,C,C,B,E,B,D,1
India,E,D,C,B,A,C,A,0
China,A,D,D,D,A,A,C,0
Other,B,E,D,A,C,A,E,1
Germany,E,D,A,B,E,C,B,1
UK,E,E,B,B,B,E,D,0
Mexico,D,C,D,E,A,C,C,0
India,A,D,C,A,E,E,C,0
India,A,D,D,E,E,D,B,1
Brazil,C,B,C,E,E,B,A,0
UK,E,B,E,C,E,A,E,1
Mexico,D,E,C,B,E,B,E,1
China,C,E,E,C,A,C,D,1
Germany,E,A,A,D,C,A,B,0
Brazil,D,A,C,A,C,E,C,1
Other,E,A,C,E,D,C,A,0
US,C,C,C,C,D,E,D,0
China,D,A,A,A,C,A,C,0
Other,C,B,D,A,B,B,B,0
US,C,C,D,C,E,B,B,1
India,B,A,A,A,C,A,B,0
Other,D,E,E,B,D,C,C,1
Other,B,E,A,A,D,D,A,0
US,E,C,A,D,C,A,C,1
Mexico,D,E,A,B,D,E,D,0
US,C,A,D,E,C,B,E,0
Germany,B,B,D,E,B,A,A,1
UK,E,A,C,C,E,E,B,0
UK,D,E,B,A,B,C,C,1
China,E,D,E,E,A,C,D,1
Germany,B,D,B,B,C,B,E,1
UK,A,A,D,E,E,A,C,0
China,A,E,B,C,A,B,E,0
Germany,C,D,C,C,A,E,B,1
US,A,A,D,A,D,E,B,1
Other,D,A,C,B,E,B,A,1
Other,B,C,E,B,E,C,B,1
China,C,E,E,B,D,B,A,1
US,C,B,E,E,B,C,A,1
UK,D,E,C,D,D,E,B,1
UK,D,B,E,E,C,B,D,0
China,A,C,D,E,A,B,B,0
UK,D,B,B,E,B,E,A,0
China,B,D,A,C,B,B,A,1
China,D,D,C,C,D,E,A,0
Germany,A,C,B,D,C,B,A,0
Brazil,D,C,C,A,D,D,D,0
Mexico,B,D,B,D,B,C,B,1
Brazil,D,C,C,B,D,B,E,1
US,E,C,C,E,C,A,E,0
US,C,D,D,B,D,E,B,1
Brazil,C,A,D,C,D,E,D,1
China,E,D,A,E,E,E,C,1
India,B,D,A,A,C,A,D,0
India,C,D,A,B,A,B,A,0
US,D,B,E,A,A,D,A,1
UK,E,C,D,A,E,E,A,0
Mexico,D,E,A,C,B,A,B,0
Brazil,B,E,A,C,D,B,E,0
US,B,A,C,D,D,A,B,0
UK,E,B,A,D,B,C,E,0
Mexico,A,C,B,A,D,B,A,1
Brazil,E,A,D,D,B,D,B,1
Germany,D,E,E,B,B,D,E,1
Mexico,B,E,B,A,A,E,C,0
China,D,D,D,C,C,C,D,0
Brazil,D,C,A,D,A,C,D,1
India,A,D,D,D,C,C,A,0
Germany,A,C,E,A,D,B,B,1
Mexico,A,C,B,A,E,B,D,0
Brazil,C,D,C,D,D,C,E,0
UK,B,D,C,E,C,C,C,1
Germany,D,E,C,C,B,E,C,0
Germany,B,E,E,C,D,D,D,1
Germany,C,E,E,A,A,C,E,0
Brazil,B,A,C,B,B,C,D,1
UK,B,A,A,C,C,D,E,1
US,D,B,C,E,B,D,E,0
India,C,E,D,B,E,A,E,1
UK,D,B,C,A,B,B,A,0
UK,B,B,B,E,E,C,D,0
Germany,B,E,D,E,D,B,E,1
Germany,A,C,B,B,B,B,D,1
UK,E,A,A,C,E,B,C,0
Mexico,B,D,A,C,A,C,B,1
Germany,D,E,B,C,C,D,D,0
Brazil,A,A,E,B,D,B,A,0
India,E,B,D,E,E,C,B,0
Mexico,E,E,D,C,E,A,C,1
US,D,D,A,B,D,C,A,1
Mexico,C,B,B,E,B,C,C,1
Brazil,C,A,E,A,C,B,C,1
UK,E,E,C,E,D,E,D,0
Brazil,B,D,C,E,E,D,B,1
China,B,A,B,D,B,A,A,0
India,D,B,B,C,E,E,C,1
US,D,E,C,B,E,D,D,0
China,B,B,D,B,A,D,C,0
Mexico,D,B,D,E,E,A,B,0
US,C,A,A,A,A,E,E,1
UK,B,B,A,D,E,D,A,1
China,D,E,A,D,E,B,B,0
UK,D,B,C,E,C,C,E,1
China,A,A,D,B,C,A,E,1
India,E,E,B,E,B,E,A,1
China,D,D,B,D,A,C,E,0
China,E,D,D,E,C,D,E,0
Brazil,B,B,D,A,A,D,B,1
Mexico,E,D,E,B,D,A,E,1
Brazil,B,D,C,C,E,E,C,0
Germany,E,B,E,B,A,A,C,0
India,B,E,A,E,C,A,E,1
Brazil,E,C,D,E,C,C,A,0
Brazil,B,E,C,C,B,D,C,1
Germany,A,D,C,D,B,A,D,1
Mexico,A,E,B,E,A,D,C,1
Mexico,E,E,A,D,B,C,E,0
Germany,C,D,A,D,E,D,E,0
Other,C,A,C,E,D,D,C,0
Brazil,C,D,B,D,A,C,E,1
Other,B,B,D,D,E,D,A,0
China,D,A,B,B,A,B,E,1
US,B,A,A,C,D,D,B,1
UK,D,E,D,E,E,B,E,0
India,B,A,D,D,B,C,C,0
Germany,C,E,D,C,A,A,D,0
UK,A,E,D,B,D,E,D,0
US,B,D,C,D,B,D,E,0
India,D,B,C,C,E,E,D,0
India,B,D,C,E,B,D,A,1
Germany,B,B,B,B,E,E,E,0
China,C,A,D,E,D,C,A,1
India,E,B,B,E,B,C,D,0
US,C,B,B,A,A,D,D,1
China,D,B,C,E,C,A,C,1
Other,D,E,E,E,A,E,A,0
Other,D,D,C,D,C,E,B,0
Brazil,A,E,E,E,E,B,D,1
Brazil,B,C,E,A,E,E,C,1
India,C,C,D,A,D,C,E,1
Other,C,D,D,A,A,E,B,1
Germany,D,A,C,E,E,B,B,1
China,A,C,D,D,A,C,E,0
UK,A,C,B,E,C,A,A,0
Mexico,E,A,E,B,B,D,B,1
China,C,B,E,B,B,D,C,1
US,C,D,E,B,B,A,C,0
Mexico,C,C,B,A,D,E,C,0
Mexico,A,E,C,C,A,C,B,1
Mexico,C,B,C,C,D,A,A,0
Germany,D,D,A,B,A,B,E,0
India,D,A,D,B,A,E,D,1
UK,A,A,E,D,C,B,E,0
Other,C,A,C,A,E,C,A,0
UK,B,E,B,C,E,B,B,1
India,D,C,D,D,C,C,C,0
India,D,A,E,C,E,B,A,0
Brazil,C,C,D,E,C,E,E,0
Brazil,C,E,B,D,B,C,B,1
US,B,C,B,C,D,D,C,0
China,D,E,A,B,E,A,D,0
Mexico,A,E,B,D,A,A,B,1
China,C,B,B,B,A,A,A,0
China,E,C,A,A,E,D,E,1
US,D,E,C,E,C,D,E,0
India,C,B,E,E,B,A,B,1
Other,E,D,B,D,E,D,E,0
India,B,A,D,B,C,A,E,1
US,D,D,D,B,A,D,E,0
Brazil,C,D,B,E,E,B,C,1
China,C,E,D,C,D,B,E,1
Germany,E,E,B,B,B,B,C,0
India,E,B,E,A,B,E,B,0
Other,B,B,B,B,B,A,B,0
Mexico,C,B,A,E,B,C,D,1
UK,B,A,C,B,D,B,B,1
Other,E,E,E,A,D,A,B,1
US,C,B,E,B,E,E,B,1
China,B,A,A,A,A,D,C,1
Brazil,D,C,B,D,D,A,A,1
Germany,C,A,A,A,E,E,D,1
US,D,A,E,B,C,E,E,0
Mexico,A,D,A,D,A,D,D,1
Mexico,C,A,C,A,B,C,D,0
Mexico,E,B,B,B,C,E,C,1
India,C,B,E,A,B,A,D,0
China,E,A,E,E,D,E,E,1
US,B,D,D,B,B,B,A,1
US,B,E,E,A,B,C,B,0
China,E,B,D,B,E,C,D,0
US,D,A,A,E,C,D,D,1
Other,E,D,E,E,A,A,D,1
India,C,A,A,B,B,D,D,0
Mexico,A,B,A,C,B,D,E,1
China,C,D,D,B,A,B,A,1
Brazil,A,B,A,E,A,B,E,1
China,E,A,A,C,A,A,B,0
Mexico,C,D,D,D,A,C,B,0
Other,A,D,D,D,E,E,D,1
India,A,B,C,E,D,D,B,1
Other,A,E,E,A,E,B,B,0
Brazil,A,A,E,B,D,B,D,0
US,D,D,A,E,E,B,B,0
UK,C,B,C,E,C,C,D,0
UK,C,D,A,E,E,C,D,1
US,D,A,E,B,A,A,B,1
Other,A,D,D,D,A,D,E,1
India,A,A,A,D,B,C,B,0
Brazil,C,E,A,D,A,A,A,1
US,A,C,B,A,C,B,E,1
Other,A,D,C,E,A,B,D,1
China,D,D,A,B,A,C,C,0
Germany,D,C,C,A,B,D,E,1
Germany,D,C,A,D,C,A,A,1
Mexico,B,E,D,E,A,A,C,1
Mexico,E,E,C,B,E,C,D,1
Mexico,D,E,E,B,E,A,A,1
India,B,C,B,D,B,C,A,1
India,E,B,B,C,B,C,E,1
Germany,C,E,A,A,D,B,E,1
Germany,E,D,D,A,B,A,D,0
Mexico,C,D,C,A,C,C,A,1
Brazil,B,D,D,D,C,B,C,1
China,E,E,D,C,B,D,E,1
Mexico,A,D,C,B,E,C,C,0
Other,B,C,E,A,D,A,B,0
UK,E,E,A,E,D,E,D,1
China,A,E,A,C,C,A,E,1
Mexico,E,C,D,A,B,C,D,1
Germany,C,A,B,D,C,D,D,1
Germany,A,E,C,E,A,D,E,1
Germany,A,A,E,D,B,C,C,1
Mexico,B,C,A,E,E,B,D,0
China,D,C,D,B,D,D,B,0
US,E,B,C,D,A,A,D,0
Other,D,D,C,A,E,D,C,1
Germany,A,D,B,C,D,B,A,0
US,E,C,E,A,B,E,B,0
China,D,C,B,B,A,E,A,1
Brazil,A,A,D,A,B,B,B,1
Germany,A,E,B,B,A,A,C,1
Germany,E,A,D,C,A,D,A,1
UK,B,A,D,E,D,A,D,0
China,D,D,A,B,C,C,C,0
Brazil,D,E,D,E,A,E,E,0
India,E,E,D,E,A,D,B,0
US,D,C,B,D,D,A,A,0
China,E,E,B,A,E,A,B,1
India,E,E,A,A,C,A,E,1
UK,B,C,B,C,B,E,B,0
Other,E,C,A,E,A,E,A,1
Germany,B,B,D,C,B,B,D,0
Brazil,E,C,B,E,A,D,B,1
Germany,D,C,E,D,A,D,C,0
UK,A,C,A,C,A,C,D,0
India,C,A,D,C,E,A,C,1
Brazil,E,C,B,D,E,C,C,1
UK,D,A,E,D,D,C,B,1
Brazil,C,C,C,C,E,A,D,0
